tier_group,day_group,booking_window,Occupancy Band,occupancy_min_pct,occupancy_max_pct,Urgency Breakdown,Tier after movement scale,Calculated Tier,rate_1,rate_2,rate_3,rate_4,rate_5,rate_6,rate_7,rate_8,rate_9,rate_10
T4-T6,Thu-Sun,31-45 Days (W4),31-50,31,50,,T7-T9,T8,$469 ,$403 ,$290 ,283,245,261,268,0,0,0
T4-T6,Thu-Sun,31-45 Days (W4),51-100,51,100,,T10-T12,T10,$525 ,$450 ,$328 ,317,276,293,301,0,0,0
T4-T6,Thu-Sun,22-30 Days (W3),0-10,0,10,,T1-T3,T2,$303 ,$247 ,$211 ,210,182,193,199,0,0,0
T4-T6,Thu-Sun,22-30 Days (W3),11-30,11,30,,T1-T3,T4,$339 ,$284 ,$229 ,246,213,227,233,0,0,0
T4-T6,Thu-Sun,22-30 Days (W3),31-50,31,50,,T4-T6,T6,$404 ,$339 ,$257 ,277,240,255,262,0,0,0
T4-T6,Thu-Sun,22-30 Days (W3),51-100,51,100,,T7-T9,T8,$459 ,$395 ,$284 ,311,270,286,294,0,0,0
T4-T6,Thu-Sun,10-21 Days (W2),0-20,0,20,,T0,T0,$242 ,$206 ,$161 ,205,178,189,194,0,0,0
T4-T6,Thu-Sun,10-21 Days (W2),21-30,21,30,,T1-T3,T2,$296 ,$242 ,$206 ,241,209,222,228,0,0,0
T4-T6,Thu-Sun,10-21 Days (W2),31-60,31,60,,T4-T6,T5,$359 ,$314 ,$242 ,271,235,249,256,0,0,0
T4-T6,Thu-Sun,10-21 Days (W2),61-100,61,100,,T7-T9,T8,$449 ,$386 ,$278 ,304,264,280,288,0,0,0
T4-T6,Thu-Sun,0-9 Days (W1),0-30,0,30,,T0,T0,$237 ,$202 ,$158 ,201,174,185,190,0,0,0
T4-T6,Thu-Sun,0-9 Days (W1),31-60,31,60,,T4-T6,T4,$325 ,$272 ,$219 ,236,204,217,223,0,0,0
T4-T6,Thu-Sun,0-9 Days (W1),61-80,61,80,,T7-T9,T7,$413 ,$351 ,$263 ,265,230,244,250,0,0,0
T4-T6,Thu-Sun,0-9 Days (W1),81-100,81,100,,T7-T9,T9,$466 ,$395 ,$290 ,297,258,274,282,0,0,0
T7-T9,Thu-Sun,>120 Days (W7),0-20,0,20,,T7-T9,T7,$469 ,$399 ,$299 ,281,244,259,266,0,0,0
T7-T9,Thu-Sun,>120 Days (W7),21-30,21,30,,T10-T12,T8,$499 ,$429 ,$309 ,322,280,297,306,0,0,0
T7-T9,Thu-Sun,>120 Days (W7),31-50,31,50,,T10-T12,T9,$529 ,$449 ,$329 ,366,318,337,347,0,0,0
T7-T9,Thu-Sun,>120 Days (W7),51-100,51,100,,T13-T15,T12,$669 ,$589 ,$409 ,416,362,383,394,0,0,0
T7-T9,Thu-Sun,60-120 Days (W6),0-20,0,20,,T7-T9,T7,$460 ,$391 ,$293 ,275,239,254,261,0,0,0
T7-T9,Thu-Sun,60-120 Days (W6),21-30,21,30,,T10-T12,T8,$489 ,$420 ,$303 ,316,275,291,299,0,0,0
T7-T9,Thu-Sun,60-120 Days (W6),31-50,31,50,,T10-T12,T9,$518 ,$440 ,$322 ,346,301,320,328,0,0,0
T7-T9,Thu-Sun,60-120 Days (W6),51-100,51,100,,T13-T15,T12,$656 ,$577 ,$401 ,388,337,358,368,0,0,0
T7-T9,Thu-Sun,46-59 Days (W5),0-10,0,10,,T7-T9,T7,$450 ,$383 ,$287 ,270,234,249,255,0,0,0
T7-T9,Thu-Sun,46-59 Days (W5),11-30,11,30,,T7-T9,T9,$508 ,$431 ,$316 ,309,269,285,293,0,0,0
T7-T9,Thu-Sun,46-59 Days (W5),31-50,31,50,,T10-T12,T11,$604 ,$517 ,$373 ,328,285,302,310,0,0,0
T7-T9,Thu-Sun,46-59 Days (W5),51-100,51,100,,T13-T15,T14,$690 ,$623 ,$450 ,361,314,333,342,0,0,0
T7-T9,Thu-Sun,31-45 Days (W4),0-10,0,10,,T7-T9,T7,$441 ,$375 ,$281 ,264,229,243,250,0,0,0
T7-T9,Thu-Sun,31-45 Days (W4),11-30,11,30,,T7-T9,T8,$469 ,$403 ,$290 ,303,264,279,287,0,0,0
T7-T9,Thu-Sun,31-45 Days (W4),31-50,31,50,,T10-T12,T12,$629 ,$554 ,$384 ,321,279,296,304,0,0,0
T7-T9,Thu-Sun,31-45 Days (W4),51-100,51,100,,T13-T15,T14,$676 ,$610 ,$441 ,341,297,315,324,0,0,0
T7-T9,Thu-Sun,22-30 Days (W3),0-10,0,10,,T4-T6,T4,$339 ,$284 ,$229 ,259,224,238,245,0,0,0
T7-T9,Thu-Sun,22-30 Days (W3),11-30,11,30,,T7-T9,T6,$404 ,$339 ,$257 ,297,258,273,281,0,0,0
T7-T9,Thu-Sun,22-30 Days (W3),31-50,31,50,,T10-T12,T8,$459 ,$395 ,$284 ,314,273,289,297,0,0,0
T7-T9,Thu-Sun,22-30 Days (W3),51-100,51,100,,T13-T15,T10,$514 ,$441 ,$321 ,334,290,309,317,0,0,0
T7-T9,Thu-Sun,10-21 Days (W2),0-20,0,20,,T4-T6,T4,$332 ,$278 ,$224 ,253,220,233,239,0,0,0
T7-T9,Thu-Sun,10-21 Days (W2),21-30,21,30,,T4-T6,T5,$359 ,$314 ,$242 ,290,252,267,275,0,0,0
T7-T9,Thu-Sun,10-21 Days (W2),31-60,31,60,,T7-T9,T8,$449 ,$386 ,$278 ,307,267,283,291,0,0,0
T7-T9,Thu-Sun,10-21 Days (W2),61-100,61,100,,T10-T12,T9,$476 ,$404 ,$296 ,327,284,302,310,0,0,0
T7-T9,Thu-Sun,0-9 Days (W1),0-30,0,30,,T1-T3,T2,$290 ,$237 ,$202 ,247,215,228,234,0,0,0
T7-T9,Thu-Sun,0-9 Days (W1),31-60,31,60,,T1-T3,T4,$325 ,$272 ,$219 ,284,247,261,269,0,0,0
T7-T9,Thu-Sun,0-9 Days (W1),61-80,61,80,,T10-T12,T6,$386 ,$325 ,$246 ,300,261,277,284,0,0,0
T7-T9,Thu-Sun,0-9 Days (W1),81-100,81,100,,T10-T12,T8,$439 ,$378 ,$272 ,319,278,295,303,0,0,0
T10-T12,Thu-Sun,>120 Days (W7),0-20,0,20,,T10-T12,T10,$559 ,$479 ,$349 ,330,287,305,313,0,0,0
T10-T12,Thu-Sun,>120 Days (W7),21-30,21,30,,T10-T12,T11,$629 ,$539 ,$389 ,359,312,331,340,0,0,0
T10-T12,Thu-Sun,>120 Days (W7),31-50,31,50,,T13-T15,T13,$709 ,$639 ,$449 ,404,352,372,383,0,0,0
T10-T12,Thu-Sun,>120 Days (W7),51-100,51,100,,T13-T15,T15,$729 ,$659 ,$499 ,497,432,459,472,0,0,0
T10-T12,Thu-Sun,60-120 Days (W6),0-20,0,20,,T10-T12,T10,$548 ,$469 ,$342 ,313,271,288,296,0,0,0
T10-T12,Thu-Sun,60-120 Days (W6),21-30,21,30,,T10-T12,T12,$656 ,$577 ,$401 ,340,295,314,322,0,0,0
T10-T12,Thu-Sun,60-120 Days (W6),31-50,31,50,,T13-T15,T13,$695 ,$626 ,$440 ,377,328,348,358,0,0,0
T10-T12,Thu-Sun,60-120 Days (W6),51-100,51,100,,T13-T15,T14,$705 ,$636 ,$460 ,427,371,393,404,0,0,0
T10-T12,Thu-Sun,46-59 Days (W5),0-10,0,10,,T10-T12,T10,$537 ,$460 ,$335 ,306,266,282,290,0,0,0
T10-T12,Thu-Sun,46-59 Days (W5),11-30,11,30,,T10-T12,T12,$642 ,$565 ,$393 ,333,289,307,316,0,0,0
T10-T12,Thu-Sun,46-59 Days (W5),31-50,31,50,,T13-T15,T14,$690 ,$623 ,$450 ,351,305,324,333,0,0,0
T10-T12,Thu-Sun,46-59 Days (W5),51-100,51,100,,T16,T16,$709 ,$642 ,$508 ,399,347,367,378,0,0,0
T10-T12,Thu-Sun,31-45 Days (W4),0-10,0,10,,T10-T12,T10,$525 ,$450 ,$328 ,300,260,276,284,0,0,0
T10-T12,Thu-Sun,31-45 Days (W4),11-30,11,30,,T10-T12,T11,$591 ,$507 ,$366 ,326,283,301,309,0,0,0
T10-T12,Thu-Sun,31-45 Days (W4),31-50,31,50,,T13-T15,T12,$629 ,$554 ,$384 ,344,299,317,326,0,0,0
T10-T12,Thu-Sun,31-45 Days (W4),51-100,51,100,,T16,T14,$676 ,$610 ,$441 ,372,324,343,353,0,0,0
T10-T12,Thu-Sun,22-30 Days (W3),0-10,0,10,,T7-T9,T7,$431 ,$367 ,$275 ,293,255,270,278,0,0,0
T10-T12,Thu-Sun,22-30 Days (W3),11-30,11,30,,T10-T12,T9,$487 ,$413 ,$303 ,319,277,295,302,0,0,0
T10-T12,Thu-Sun,22-30 Days (W3),31-50,31,50,,T10-T12,T11,$579 ,$496 ,$358 ,337,292,310,319,0,0,0
T10-T12,Thu-Sun,22-30 Days (W3),51-100,51,100,,T13-T15,T12,$615 ,$542 ,$376 ,364,317,336,345,0,0,0
T10-T12,Thu-Sun,10-21 Days (W2),0-20,0,20,,T7-T9,T6,$395 ,$332 ,$251 ,287,249,265,272,0,0,0
T10-T12,Thu-Sun,10-21 Days (W2),21-30,21,30,,T7-T9,T8,$449 ,$386 ,$278 ,312,271,288,296,0,0,0
T10-T12,Thu-Sun,10-21 Days (W2),31-60,31,60,,T10-T12,T9,$476 ,$404 ,$296 ,329,286,303,312,0,0,0
T10-T12,Thu-Sun,10-21 Days (W2),61-100,61,100,,T13-T15,T10,$503 ,$431 ,$314 ,356,310,329,338,0,0,0
T10-T12,Thu-Sun,0-9 Days (W1),0-30,0,30,0-1,T4-T6,T4,$325 ,$272 ,$219 ,247,215,228,234,0,0,0
T10-T12,Thu-Sun,0-9 Days (W1),0-30,0,30,2-3,T4-T6,T5,$351 ,$307 ,$237 ,273,237,252,259,0,0,0
T10-T12,Thu-Sun,0-9 Days (W1),0-30,0,30,4-6,T4-T6,T6,$386 ,$325 ,$246 ,286,249,264,271,0,0,0
T10-T12,Thu-Sun,0-9 Days (W1),0-30,0,30,7-9,T4-T6,T7,$413 ,$351 ,$263 ,299,260,276,284,0,0,0
T10-T12,Thu-Sun,0-9 Days (W1),31-60,31,60,,T10-T12,T8,$439 ,$378 ,$272 ,316,274,291,299,0,0,0
T10-T12,Thu-Sun,0-9 Days (W1),61-80,61,80,,T13-T15,T9,$466 ,$395 ,$290 ,339,295,313,321,0,0,0
T10-T12,Thu-Sun,0-9 Days (W1),81-100,81,100,,T13-T15,T10,$492 ,$422 ,$307 ,366,318,337,347,0,0,0
T13-T15,Thu-Sun,>120 Days (W7),0-20,0,20,,T13-T15,T13,$709 ,$639 ,$449 ,360,313,332,341,0,0,0
T13-T15,Thu-Sun,>120 Days (W7),21-30,21,30,,T13-T15,T14,$719 ,$649 ,$469 ,397,345,365,376,0,0,0
T13-T15,Thu-Sun,>120 Days (W7),31-50,31,50,,T16,T15,$729 ,$659 ,$499 ,484,421,446,459,0,0,0
T13-T15,Thu-Sun,>120 Days (W7),51-100,51,100,,T16,T16,$739 ,$669 ,$529 ,622,541,573,590,0,0,0
T13-T15,Thu-Sun,60-120 Days (W6),0-20,0,20,,T13-T15,T13,$695 ,$626 ,$440 ,335,291,309,318,0,0,0
T13-T15,Thu-Sun,60-120 Days (W6),21-30,21,30,,T13-T15,T14,$705 ,$636 ,$460 ,370,322,342,351,0,0,0
T13-T15,Thu-Sun,60-120 Days (W6),31-50,31,50,,T16,T15,$714 ,$646 ,$489 ,415,361,383,393,0,0,0
T13-T15,Thu-Sun,60-120 Days (W6),51-100,51,100,,T16,T16,$724 ,$656 ,$518 ,549,476,506,520,0,0,0
T13-T15,Thu-Sun,46-59 Days (W5),0-10,0,10,,T13-T15,T13,$681 ,$613 ,$431 ,317,276,293,300,0,0,0
T13-T15,Thu-Sun,46-59 Days (W5),11-30,11,30,,T13-T15,T14,$690 ,$623 ,$450 ,345,299,318,327,0,0,0
T13-T15,Thu-Sun,46-59 Days (W5),31-50,31,50,,T16,T15,$700 ,$633 ,$479 ,388,338,357,368,0,0,0
T13-T15,Thu-Sun,46-59 Days (W5),51-100,51,100,,T16,T16,$709 ,$642 ,$508 ,477,415,440,453,0,0,0
T13-T15,Thu-Sun,31-45 Days (W4),0-10,0,10,,T13-T15,T11,$591 ,$507 ,$366 ,310,270,287,294,0,0,0
T13-T15,Thu-Sun,31-45 Days (W4),11-30,11,30,,T13-T15,T12,$629 ,$554 ,$384 ,338,293,311,320,0,0,0
T13-T15,Thu-Sun,31-45 Days (W4),31-50,31,50,,T13-T15,T13,$666 ,$601 ,$422 ,362,315,334,343,0,0,0
T13-T15,Thu-Sun,31-45 Days (W4),51-100,51,100,,T16,T15,$685 ,$619 ,$469 ,409,356,377,388,0,0,0
T13-T15,Thu-Sun,22-30 Days (W3),0-10,0,10,,T10-T12,T10,$514 ,$441 ,$321 ,304,264,281,288,0,0,0
T13-T15,Thu-Sun,22-30 Days (W3),11-30,11,30,,T13-T15,T11,$579 ,$496 ,$358 ,330,287,304,313,0,0,0
T13-T15,Thu-Sun,22-30 Days (W3),31-50,31,50,,T13-T15,T12,$615 ,$542 ,$376 ,354,308,327,336,0,0,0
T13-T15,Thu-Sun,22-30 Days (W3),51-100,51,100,,T16,T13,$652 ,$588 ,$413 ,383,333,352,362,0,0,0
T13-T15,Thu-Sun,10-21 Days (W2),0-20,0,20,,T10-T12,T8,$449 ,$386 ,$278 ,287,249,265,272,0,0,0
T13-T15,Thu-Sun,10-21 Days (W2),21-30,21,30,,T10-T12,T10,$503 ,$431 ,$314 ,312,271,288,296,0,0,0
T13-T15,Thu-Sun,10-21 Days (W2),31-60,31,60,,T13-T15,T11,$566 ,$485 ,$350 ,329,286,303,312,0,0,0
T13-T15,Thu-Sun,10-21 Days (W2),61-100,61,100,,T16,T12,$602 ,$530 ,$368 ,356,310,329,338,0,0,0
T13-T15,Thu-Sun,0-9 Days (W1),0-30,0,30,0-1,T7-T9,T6,$386 ,$325 ,$246 ,270,235,249,256,0,0,0
T13-T15,Thu-Sun,0-9 Days (W1),0-30,0,30,2-3,T7-T9,T7,$413 ,$351 ,$263 ,284,246,261,268,0,0,0
T13-T15,Thu-Sun,0-9 Days (W1),0-30,0,30,4-6,T7-T9,T8,$439 ,$378 ,$272 ,296,258,274,281,0,0,0
T13-T15,Thu-Sun,0-9 Days (W1),0-30,0,30,7-9,T7-T9,T9,$466 ,$395 ,$290 ,310,269,286,294,0,0,0
T13-T15,Thu-Sun,0-9 Days (W1),31-60,31,60,,T13-T15,T10,$492 ,$422 ,$307 ,333,289,307,315,0,0,0
T13-T15,Thu-Sun,0-9 Days (W1),61-80,61,80,,T16,T11,$554 ,$474 ,$342 ,356,310,328,337,0,0,0
T13-T15,Thu-Sun,0-9 Days (W1),81-100,81,100,,T16,T12,$589 ,$518 ,$360 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,>120 Days (W7),0-20,0,20,,T1-T3,T2,$429 ,$349 ,$269 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,>120 Days (W7),21-30,21,30,,T4-T6,T3,$449 ,$399 ,$269 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,>120 Days (W7),31-50,31,50,,T4-T6,T5,$579 ,$529 ,$279 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,>120 Days (W7),51-100,51,100,,T7-T9,T8,$799 ,$699 ,$339 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,60-120 Days (W6),0-20,0,20,,T1-T3,T2,$420 ,$342 ,$264 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,60-120 Days (W6),21-30,21,30,,T4-T6,T3,$440 ,$391 ,$264 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,60-120 Days (W6),31-50,31,50,,T4-T6,T5,$567 ,$518 ,$273 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,60-120 Days (W6),51-100,51,100,,T7-T9,T8,$783 ,$685 ,$332 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,46-59 Days (W5),0-10,0,10,,T1-T3,T2,$412 ,$335 ,$258 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,46-59 Days (W5),11-30,11,30,,T1-T3,T3,$431 ,$383 ,$258 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,46-59 Days (W5),31-50,31,50,,T4-T6,T5,$556 ,$508 ,$268 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,46-59 Days (W5),51-100,51,100,,T7-T9,T8,$767 ,$671 ,$325 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,31-45 Days (W4),0-10,0,10,,T1-T3,T1,$366 ,$309 ,$253 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,31-45 Days (W4),11-30,11,30,,T1-T3,T3,$422 ,$375 ,$253 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,31-45 Days (W4),31-50,31,50,,T4-T6,T5,$544 ,$497 ,$262 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,31-45 Days (W4),51-100,51,100,,T7-T9,T8,$751 ,$657 ,$319 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,22-30 Days (W3),0-10,0,10,,T0,T0,$339 ,$284 ,$220 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,22-30 Days (W3),11-30,11,30,,T1-T3,T2,$395 ,$321 ,$247 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,22-30 Days (W3),31-50,31,50,,T4-T6,T5,$533 ,$487 ,$257 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,22-30 Days (W3),51-100,51,100,,T7-T9,T7,$643 ,$579 ,$303 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,10-21 Days (W2),0-20,0,20,,T0,T0,$332 ,$278 ,$215 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,10-21 Days (W2),21-30,21,30,,T1-T3,T2,$386 ,$314 ,$242 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,10-21 Days (W2),31-60,31,60,,T1-T3,T4,$431 ,$386 ,$251 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,10-21 Days (W2),61-100,61,100,,T4-T6,T6,$566 ,$530 ,$260 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,0-9 Days (W1),0-30,0,30,,T0,T0,$325 ,$272 ,$210 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,0-9 Days (W1),31-60,31,60,,T1-T3,T2,$378 ,$307 ,$237 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,0-9 Days (W1),61-80,61,80,,T4-T6,T5,$510 ,$466 ,$246 ,356,310,328,337,0,0,0
T1-T3,Fri-Sat,0-9 Days (W1),81-100,81,100,,T4-T6,T7,$615 ,$554 ,$290 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,>120 Days (W7),0-20,0,20,,T4-T6,T4,$479 ,$429 ,$279 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,>120 Days (W7),21-30,21,30,,T7-T9,T6,$629 ,$589 ,$289 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,>120 Days (W7),31-50,31,50,,T7-T9,T8,$799 ,$699 ,$339 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,>120 Days (W7),51-100,51,100,,T10-T12,T10,"$1,059 ",$789 ,$379 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,60-120 Days (W6),0-20,0,20,,T4-T6,T4,$469 ,$420 ,$273 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,60-120 Days (W6),21-30,21,30,,T7-T9,T6,$616 ,$577 ,$283 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,60-120 Days (W6),31-50,31,50,,T7-T9,T8,$783 ,$685 ,$332 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,60-120 Days (W6),51-100,51,100,,T10-T12,T10,"$1,038 ",$773 ,$371 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,46-59 Days (W5),0-10,0,10,,T4-T6,T4,$460 ,$412 ,$268 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,46-59 Days (W5),11-30,11,30,,T4-T6,T6,$604 ,$565 ,$277 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,46-59 Days (W5),31-50,31,50,,T7-T9,T8,$767 ,$671 ,$325 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,46-59 Days (W5),51-100,51,100,,T10-T12,T10,"$1,017 ",$757 ,$364 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,31-45 Days (W4),0-10,0,10,,T4-T6,T4,$450 ,$403 ,$262 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,31-45 Days (W4),11-30,11,30,,T4-T6,T6,$591 ,$554 ,$272 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,31-45 Days (W4),31-50,31,50,,T7-T9,T8,$751 ,$657 ,$319 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,31-45 Days (W4),51-100,51,100,,T10-T12,T10,$995 ,$742 ,$356 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,22-30 Days (W3),0-10,0,10,,T1-T3,T2,$395 ,$321 ,$247 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,22-30 Days (W3),11-30,11,30,,T1-T3,T4,$441 ,$395 ,$257 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,22-30 Days (W3),31-50,31,50,,T4-T6,T6,$579 ,$542 ,$266 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,22-30 Days (W3),51-100,51,100,,T7-T9,T8,$735 ,$643 ,$312 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,10-21 Days (W2),0-20,0,20,,T0,T0,$332 ,$278 ,$215 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,10-21 Days (W2),21-30,21,30,,T1-T3,T2,$386 ,$314 ,$242 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,10-21 Days (W2),31-60,31,60,,T4-T6,T5,$521 ,$476 ,$251 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,10-21 Days (W2),61-100,61,100,,T7-T9,T8,$719 ,$629 ,$305 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,0-9 Days (W1),0-30,0,30,,T0,T0,$325 ,$272 ,$210 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,0-9 Days (W1),31-60,31,60,,T4-T6,T4,$422 ,$378 ,$246 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,0-9 Days (W1),61-80,61,80,,T7-T9,T7,$615 ,$554 ,$290 ,356,310,328,337,0,0,0
T4-T6,Fri-Sat,0-9 Days (W1),81-100,81,100,,T7-T9,T9,$791 ,$659 ,$316 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,>120 Days (W7),0-20,0,20,,T7-T9,T7,$699 ,$629 ,$329 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,>120 Days (W7),21-30,21,30,,T10-T12,T8,$799 ,$699 ,$339 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,>120 Days (W7),31-50,31,50,,T10-T12,T9,$899 ,$749 ,$359 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,>120 Days (W7),51-100,51,100,,T13-T15,T12,"$1,299 ","$1,099 ",$439 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,60-120 Days (W6),0-20,0,20,,T7-T9,T7,$685 ,$616 ,$322 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,60-120 Days (W6),21-30,21,30,,T10-T12,T8,$783 ,$685 ,$332 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,60-120 Days (W6),31-50,31,50,,T10-T12,T9,$881 ,$734 ,$352 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,60-120 Days (W6),51-100,51,100,,T13-T15,T12,"$1,273 ","$1,077 ",$430 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,46-59 Days (W5),0-10,0,10,,T7-T9,T7,$671 ,$604 ,$316 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,46-59 Days (W5),11-30,11,30,,T7-T9,T9,$863 ,$719 ,$345 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,46-59 Days (W5),31-50,31,50,,T10-T12,T11,"$1,151 ",$853 ,$402 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,46-59 Days (W5),51-100,51,100,,T13-T15,T14,"$1,353 ","$1,161 ",$498 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,31-45 Days (W4),0-10,0,10,,T7-T9,T7,$657 ,$591 ,$309 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,31-45 Days (W4),11-30,11,30,,T7-T9,T8,$751 ,$657 ,$319 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,31-45 Days (W4),31-50,31,50,,T10-T12,T12,"$1,221 ","$1,033 ",$413 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,31-45 Days (W4),51-100,51,100,,T13-T15,T14,"$1,324 ","$1,136 ",$488 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,22-30 Days (W3),0-10,0,10,,T4-T6,T4,$441 ,$395 ,$257 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,22-30 Days (W3),11-30,11,30,,T7-T9,T6,$579 ,$542 ,$266 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,22-30 Days (W3),31-50,31,50,,T10-T12,T8,$735 ,$643 ,$312 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,22-30 Days (W3),51-100,51,100,,T13-T15,T10,$974 ,$726 ,$349 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,10-21 Days (W2),0-20,0,20,,T4-T6,T4,$431 ,$386 ,$251 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,10-21 Days (W2),21-30,21,30,,T4-T6,T5,$521 ,$476 ,$251 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,10-21 Days (W2),31-60,31,60,,T7-T9,T8,$719 ,$629 ,$305 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,10-21 Days (W2),61-100,61,100,,T10-T12,T9,$809 ,$674 ,$323 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,0-9 Days (W1),0-30,0,30,,T1-T3,T2,$378 ,$307 ,$237 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,0-9 Days (W1),31-60,31,60,,T1-T3,T4,$422 ,$378 ,$246 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,0-9 Days (W1),61-80,61,80,,T10-T12,T6,$554 ,$518 ,$254 ,356,310,328,337,0,0,0
T7-T9,Fri-Sat,0-9 Days (W1),81-100,81,100,,T10-T12,T8,$703 ,$615 ,$298 ,356,310,328,337,0,0,0
T10-T12,Fri-Sat,>120 Days (W7),0-20,0,20,,T10-T12,T10,"$1,059 ",$789 ,$379 ,356,310,328,337,0,0,0
T10-T12,Fri-Sat,>120 Days (W7),21-30,21,30,,T10-T12,T11,"$1,199 ",$889 ,$419 ,356,310,328,337,0,0,0
T10-T12,Fri-Sat,>120 Days (W7),31-50,31,50,,T13-T15,T13,"$1,399 ","$1,199 ",$489 ,356,310,328,337,0,0,0
T10-T12,Fri-Sat,>120 Days (W7),51-100,51,100,,T13-T15,T15,"$1,419 ","$1,219 ",$539 ,356,310,328,337,0,0,0
T10-T12,Fri-Sat,60-120 Days (W6),0-20,0,20,,T10-T12,T10,"$1,038 ",$773 ,$371 ,356,310,328,337,0,0,0
T10-T12,Fri-Sat,60-120 Days (W6),21-30,21,30,,T10-T12,T12,"$1,273 ","$1,077 ",$430 ,356,310,328,337,0,0,0
T10-T12,Fri-Sat,60-120 Days (W6),31-50,31,50,,T13-T15,T13,"$1,371 ","$1,175 ",$479 ,356,310,328,337,0,0,0
