Reservation ID,Listing ID,PMS Name,check_in_date,check_out_date,Nightly Amount,Rental Revenue,No. of Days,Booked Date,Lead Time
7.88E+12,203812___364782,cloudbeds,3/20/23,3/23/23,226.333333,679,3,3/19/23,1
8.01E+12,203812___364782,cloudbeds,4/2/23,4/4/23,350,700,2,3/16/23,17
9.51E+12,203812___364782,cloudbeds,3/5/23,3/6/23,342,342,1,3/4/23,1
7.08E+12,203812___364782,cloudbeds,5/29/23,6/1/23,315,945,3,3/3/23,87
9.50E+12,203812___364782,cloudbeds,3/27/23,3/29/23,278,556,2,3/1/23,26
8.89E+12,203812___364782,cloudbeds,2/28/23,3/2/23,284,568,2,2/27/23,1
7.34E+11,203812___364782,cloudbeds,5/18/23,5/20/23,505,1010,2,2/27/23,80
5.34E+12,203812___364782,cloudbeds,3/6/23,3/9/23,282.666667,848,3,2/27/23,7
4.35E+12,203812___364782,cloudbeds,3/18/23,3/20/23,706,1412,2,2/26/23,20
7.62E+12,203812___364782,cloudbeds,5/12/23,5/14/23,521,1042,2,2/25/23,76
8.07E+11,203812___364782,cloudbeds,2/26/23,2/27/23,308,308,1,2/22/23,4
5.69E+12,203812___364782,cloudbeds,6/2/23,6/4/23,789,1578,2,2/20/23,102
2.91E+12,203812___364782,cloudbeds,2/20/23,2/21/23,199,199,1,2/20/23,0
2.35E+12,203812___364782,cloudbeds,2/17/23,2/18/23,436,436,1,2/17/23,0
8.36E+12,203812___364782,cloudbeds,2/16/23,2/17/23,289,289,1,2/14/23,2
7.21E+12,203812___364782,cloudbeds,2/12/23,2/13/23,294,294,1,2/10/23,2
3.22E+12,203812___364782,cloudbeds,2/15/23,2/16/23,421,421,1,2/10/23,5
6.42E+12,203812___364782,cloudbeds,2/13/23,2/15/23,327,654,2,2/8/23,5
6.40E+12,203812___364782,cloudbeds,2/8/23,2/10/23,239,478,2,2/5/23,3
8.78E+12,203812___364782,cloudbeds,3/12/23,3/14/23,476,952,2,2/5/23,35
1.56E+12,203812___364782,cloudbeds,2/5/23,2/6/23,307,307,1,2/4/23,1
9.36E+12,203812___364782,cloudbeds,2/21/23,2/24/23,349,1047,3,2/4/23,17
6.30E+12,203812___364782,cloudbeds,6/7/23,6/9/23,314,628,2,2/1/23,126
5.54E+12,203812___364782,cloudbeds,2/6/23,2/7/23,178,178,1,1/30/23,7
3.96E+12,203812___364782,cloudbeds,3/10/23,3/12/23,701,1402,2,1/23/23,46
6.46E+12,203812___364782,cloudbeds,3/14/23,3/16/23,431,862,2,1/23/23,50
2.69E+12,203812___364782,cloudbeds,1/27/23,1/30/23,338.666667,1016,3,1/23/23,4
1.98E+12,203812___364782,cloudbeds,2/3/23,2/5/23,642,1284,2,1/22/23,12
3550736478706-2,203812___364782,cloudbeds,1/18/23,1/19/23,311,311,1,1/18/23,0
3.08E+12,203812___364782,cloudbeds,3/2/23,3/4/23,399.5,799,2,1/18/23,43
9.58E+12,203812___364782,cloudbeds,2/18/23,2/20/23,651,1302,2,1/16/23,33
7.64E+12,203812___364782,cloudbeds,1/23/23,1/25/23,231,462,2,1/15/23,8
6.43E+12,203812___364782,cloudbeds,3/16/23,3/18/23,662,1324,2,1/12/23,63
4.77E+10,203812___364782,cloudbeds,1/20/23,1/22/23,557,1114,2,1/12/23,8
3.48E+12,203812___364782,cloudbeds,3/29/23,3/31/23,278,556,2,1/11/23,77
8.20E+12,203812___364782,cloudbeds,10/4/24,10/6/24,1129,2258,2,9/12/24,22
9.83E+12,203812___364782,cloudbeds,9/20/24,9/22/24,620,1240,2,9/8/24,12
5.51E+12,203812___364782,cloudbeds,10/15/24,10/17/24,372,744,2,8/22/24,54
2.33E+12,203812___364782,cloudbeds,12/1/24,12/3/24,247,494,2,8/20/24,103
6.56E+12,203812___364782,cloudbeds,9/18/24,9/20/24,274,548,2,8/10/24,39
1.53E+12,203812___364782,cloudbeds,9/14/24,9/18/24,320,1280,4,7/30/24,46
4.81E+12,203812___364782,cloudbeds,11/11/24,11/13/24,315,630,2,9/23/24,49
4.41E+12,203812___364782,cloudbeds,12/8/24,12/10/24,384,768,2,9/22/24,77
2.75E+12,203812___364782,cloudbeds,9/30/24,10/1/24,179,179,1,9/24/24,6
7.46E+12,203812___364782,cloudbeds,11/29/24,12/1/24,507,1014,2,9/25/24,65
5.92E+12,203812___364782,cloudbeds,9/27/24,9/29/24,489,978,2,9/27/24,0
1.75E+12,203812___364782,cloudbeds,10/2/24,10/3/24,229,229,1,9/30/24,2
1.77E+12,203812___364782,cloudbeds,10/6/24,10/7/24,270,270,1,10/4/24,2
6.47E+12,203812___364782,cloudbeds,10/3/24,10/4/24,275,275,1,10/3/24,0
7.50E+12,203812___364782,cloudbeds,10/25/24,10/27/24,1129,2258,2,10/6/24,19
9.59E+12,203812___364782,cloudbeds,10/13/24,10/15/24,411.5,823,2,10/9/24,4
8.94E+12,203812___364782,cloudbeds,10/11/24,10/13/24,628,1256,2,10/11/24,0
4.32E+12,203812___364782,cloudbeds,12/13/24,12/15/24,620,1240,2,10/11/24,63
1.86E+12,203812___364782,cloudbeds,10/18/24,10/19/24,490,490,1,10/16/24,2
5.96E+12,203812___364782,cloudbeds,10/22/24,10/24/24,259,518,2,10/22/24,0
3.36E+12,203812___364782,cloudbeds,11/21/24,11/24/24,563.666667,1691,3,10/21/24,31
2.49E+12,203812___364782,cloudbeds,11/1/24,11/2/24,477,477,1,10/30/24,2
5.82E+12,203812___364782,cloudbeds,11/24/24,11/26/24,451,902,2,10/31/24,24
3.21E+12,203812___364782,cloudbeds,11/8/24,11/10/24,499,998,2,11/6/24,2
5.47E+12,203812___364782,cloudbeds,11/10/24,11/11/24,284,284,1,11/9/24,1
9.41E+12,203812___364782,cloudbeds,11/14/24,11/16/24,659,1318,2,11/11/24,3
3.94E+12,203812___364782,cloudbeds,11/16/24,11/17/24,636,636,1,11/14/24,2
3.08E+12,203812___364782,cloudbeds,11/2/24,11/4/24,437,874,2,10/29/24,4
4.13E+12,203812___364782,cloudbeds,12/4/24,12/6/24,292.5,585,2,11/18/24,16
9.40E+12,203812___364782,cloudbeds,12/15/24,12/17/24,257,514,2,12/8/24,7
3.85E+12,203812___364782,cloudbeds,1/10/25,1/12/25,449,898,2,12/11/24,30
6.78E+12,203812___364782,cloudbeds,1/16/25,1/18/25,619,1238,2,12/17/24,30
9.94E+12,203812___364782,cloudbeds,12/29/24,12/30/24,278,278,1,12/20/24,9
2.81E+12,203812___364782,cloudbeds,12/22/24,12/23/24,326,326,1,12/20/24,2
9.09E+12,203812___364782,cloudbeds,12/21/24,12/22/24,407,407,1,12/19/24,2
9.45E+12,203812___364782,cloudbeds,12/25/24,12/26/24,304,304,1,12/23/24,2
1.61E+12,203812___364782,cloudbeds,1/2/25,1/4/25,660.5,1321,2,12/25/24,8
5.43E+12,203812___364782,cloudbeds,2/22/25,2/24/25,474,948,2,12/29/24,55
1.21E+12,203812___364782,cloudbeds,1/30/25,2/3/25,389,1556,4,12/29/24,32
4.13E+12,203812___364782,cloudbeds,1/24/25,1/26/25,449,898,2,12/28/24,27
3.68E+12,203812___364782,cloudbeds,12/31/24,1/1/25,596,596,1,12/30/24,1
1.28E+12,203812___364782,cloudbeds,1/1/25,1/2/25,355,355,1,1/1/25,0
8.91E+12,203812___364782,cloudbeds,1/4/25,1/5/25,462,462,1,1/2/25,2
4.65E+12,203812___364782,cloudbeds,1/5/25,1/6/25,178,178,1,1/3/25,2
8.26E+12,203812___364782,cloudbeds,3/2/25,3/3/25,410,410,1,1/8/25,53
2.98E+12,203812___364782,cloudbeds,9/9/24,9/12/24,270,810,3,8/29/24,11
7.28E+12,203812___364782,cloudbeds,9/8/24,9/9/24,236,236,1,8/29/24,10
9.71E+12,203812___364782,cloudbeds,8/31/24,9/2/24,677,1354,2,8/20/24,11
8.58E+12,203812___364782,cloudbeds,9/12/24,9/14/24,269,538,2,8/20/24,23
2.40E+12,203812___364782,cloudbeds,9/6/24,9/8/24,496,992,2,8/17/24,20
7.71E+12,203812___364782,cloudbeds,8/23/24,8/25/24,549,1098,2,8/13/24,10
3.23E+12,203812___364782,cloudbeds,8/19/24,8/21/24,159,318,2,8/9/24,10
1.08E+12,203812___364782,cloudbeds,8/9/24,8/11/24,344,688,2,8/9/24,0
2.18E+12,203812___364782,cloudbeds,9/2/24,9/4/24,344,688,2,8/7/24,26
4.78E+12,203812___364782,cloudbeds,8/16/24,8/18/24,549,1098,2,7/29/24,18
6.65E+12,203812___364782,cloudbeds,8/5/24,8/6/24,222,222,1,7/27/24,9
3.40E+12,203812___364782,cloudbeds,7/27/24,7/28/24,383,383,1,7/26/24,1
7.34E+12,203812___364782,cloudbeds,7/29/24,7/31/24,254,508,2,7/25/24,4
3.75E+12,203812___364782,cloudbeds,8/2/24,8/5/24,417,1251,3,7/23/24,10
8.66E+12,203812___364782,cloudbeds,7/22/24,7/24/24,229,458,2,7/21/24,1
2.98E+12,203812___364782,cloudbeds,7/19/24,7/21/24,344,688,2,7/17/24,2
1.02E+12,203812___364782,cloudbeds,7/16/24,7/19/24,379,1137,3,7/14/24,2
9.19E+12,203812___364782,cloudbeds,7/13/24,7/14/24,291,291,1,7/12/24,1
1.25E+12,203812___364782,cloudbeds,7/11/24,7/13/24,391,782,2,7/9/24,2
5.10E+12,203812___364782,cloudbeds,7/6/24,7/7/24,486,486,1,7/5/24,1
2.00E+12,203812___364782,cloudbeds,7/3/24,7/6/24,338,1014,3,7/2/24,1
8.11E+12,203812___364782,cloudbeds,6/26/24,6/27/24,210,210,1,6/26/24,0
3.63E+12,203812___364782,cloudbeds,6/21/24,6/23/24,245,490,2,6/21/24,0
5.46E+12,203812___364782,cloudbeds,6/30/24,7/1/24,309,309,1,6/18/24,12
8.03E+12,203812___364782,cloudbeds,7/8/24,7/11/24,289,867,3,6/16/24,22
4.75E+12,203812___364782,cloudbeds,6/14/24,6/16/24,507,1014,2,6/13/24,1
3.99E+12,203812___364782,cloudbeds,6/19/24,6/21/24,585,1170,2,6/10/24,9
2.99E+12,203812___364782,cloudbeds,6/8/24,6/9/24,359,359,1,6/5/24,3
7.25E+12,203812___364782,cloudbeds,8/12/24,8/14/24,251,502,2,6/1/24,72
4.97E+12,203812___364782,cloudbeds,5/31/24,6/1/24,264,264,1,5/31/24,0
7.03E+12,203812___364782,cloudbeds,6/28/24,6/30/24,279,558,2,5/26/24,33
6.43E+12,203812___364782,cloudbeds,5/29/24,5/30/24,300,300,1,5/24/24,5
7.70E+12,203812___364782,cloudbeds,6/9/24,6/12/24,294,882,3,5/23/24,17
4.20E+12,203812___364782,cloudbeds,5/14/24,5/15/24,214,214,1,5/12/24,2
1.93E+12,203812___364782,cloudbeds,6/4/24,6/5/24,272,272,1,5/10/24,25
2.33E+12,203812___364782,cloudbeds,5/4/24,5/6/24,343,686,2,5/3/24,1
7.82E+12,203812___364782,cloudbeds,11/22/25,11/25/25,449,1347,3,1/12/25,314
4.60E+12,203812___364782,cloudbeds,1/12/25,1/13/25,196,196,1,1/12/25,0
3.30E+12,203812___364782,cloudbeds,1/14/25,1/15/25,182,182,1,1/13/25,1
5.31E+12,203812___364782,cloudbeds,2/4/25,2/5/25,209,209,1,1/13/25,22
5.47E+12,203812___364782,cloudbeds,1/23/25,1/24/25,259,259,1,1/15/25,8
2.93E+12,203812___364782,cloudbeds,1/19/25,1/21/25,329,658,2,1/18/25,1
2.75E+12,203812___364782,cloudbeds,1/28/25,1/29/25,209,209,1,1/24/25,4
6.66E+12,203812___364782,cloudbeds,3/17/25,3/20/25,437,1311,3,1/31/25,45
1.96E+12,203812___364782,cloudbeds,2/15/25,2/17/25,755,1510,2,1/31/25,15
4.01E+12,203812___364782,cloudbeds,3/10/25,3/13/25,395,1185,3,2/4/25,34
1.89E+12,203812___364782,cloudbeds,2/8/25,2/9/25,472,472,1,2/5/25,3
4.09E+12,203812___364782,cloudbeds,2/9/25,2/12/25,259.333333,778,3,2/5/25,4
9.70E+12,203812___364782,cloudbeds,2/7/25,2/8/25,327,327,1,2/7/25,0
4.31E+12,203812___364782,cloudbeds,2/21/25,2/22/25,541,541,1,2/9/25,12
1.91E+12,203812___364782,cloudbeds,2/13/25,2/14/25,256,256,1,2/13/25,0
2.05E+12,203812___364782,cloudbeds,2/14/25,2/15/25,794,794,1,2/13/25,1
2.84E+12,203812___364782,cloudbeds,4/20/25,4/22/25,459.5,919,2,2/21/25,58
8.08E+12,203812___364782,cloudbeds,2/28/25,3/2/25,569,1138,2,2/21/25,7
2.16E+12,203812___364782,cloudbeds,2/24/25,2/26/25,250,500,2,2/22/25,2
1.84E+12,203812___364782,cloudbeds,3/5/25,3/7/25,261.5,523,2,2/28/25,5
2.40E+12,203812___364782,cloudbeds,3/3/25,3/5/25,208,416,2,3/3/25,0
8.94E+12,203812___364782,cloudbeds,3/8/25,3/10/25,533,1066,2,3/4/25,4
5.50E+12,203812___364782,cloudbeds,3/21/25,3/23/25,730,1460,2,3/4/25,17
5.93E+12,203812___364782,cloudbeds,3/7/25,3/8/25,429,429,1,3/7/25,0
2.52E+12,203812___364782,cloudbeds,6/4/25,6/6/25,353,706,2,3/9/25,87
4.74E+12,203812___364782,cloudbeds,5/21/25,5/25/25,689.75,2759,4,3/9/25,73
2.49E+12,203812___364782,cloudbeds,3/14/25,3/16/25,574,1148,2,3/14/25,0
4.93E+12,203812___364782,cloudbeds,3/28/25,3/30/25,763,1526,2,3/18/25,10
6.94E+12,203812___364782,cloudbeds,3/20/25,3/21/25,327,327,1,3/20/25,0
3.74E+12,203812___364782,cloudbeds,3/23/25,3/24/25,195,195,1,3/21/25,2
9.23E+12,203812___364782,cloudbeds,4/5/25,4/7/25,829.5,1659,2,3/25/25,11
1.86E+12,203812___364782,cloudbeds,3/25/25,3/26/25,260,260,1,3/25/25,0
9.04E+12,203812___364782,cloudbeds,4/4/25,4/5/25,789,789,1,3/28/25,7
8.39E+12,203812___364782,cloudbeds,4/1/25,4/2/25,151,151,1,3/31/25,1
4.40E+12,203812___364782,cloudbeds,4/9/25,4/11/25,244,488,2,4/1/25,8
9.99E+12,203812___364782,cloudbeds,5/11/25,5/13/25,352.5,705,2,4/2/25,39
6.59E+12,203812___490007,cloudbeds,4/26/24,4/28/24,373,746,2,4/22/24,4
1.85E+12,203812___490007,cloudbeds,4/22/24,4/24/24,169,338,2,4/21/24,1
9.42E+12,203812___490007,cloudbeds,4/19/24,4/20/24,185,185,1,4/18/24,1
6.15E+12,203812___490007,cloudbeds,5/10/24,5/12/24,399,798,2,4/14/24,26
3.15E+12,203812___490007,cloudbeds,4/13/24,4/14/24,377,377,1,4/13/24,0
9.81E+11,203812___490007,cloudbeds,4/11/24,4/13/24,412,824,2,4/11/24,0
6.12E+12,203812___490007,cloudbeds,4/20/24,4/22/24,332,664,2,4/2/24,18
9.22E+12,203812___490007,cloudbeds,5/24/24,5/26/24,399,798,2,4/1/24,53
7.79E+12,203812___490007,cloudbeds,4/5/24,4/7/24,365,730,2,4/1/24,4
5.19E+12,203812___490007,cloudbeds,4/7/24,4/9/24,1337.5,2675,2,3/28/24,10
1.86E+12,203812___490007,cloudbeds,3/27/24,3/28/24,205,205,1,3/27/24,0
2.32E+12,203812___490007,cloudbeds,4/2/24,4/4/24,189,378,2,3/25/24,8
9.76E+12,203812___490007,cloudbeds,3/24/24,3/25/24,199,199,1,3/20/24,4
1.25E+10,203812___490007,cloudbeds,3/16/24,3/17/24,366,366,1,3/16/24,0
1.26E+12,203812___490007,cloudbeds,3/25/24,3/26/24,213,213,1,3/15/24,10
7.61E+12,203812___490007,cloudbeds,3/15/24,3/16/24,501,501,1,3/12/24,3
9.65E+12,203812___490007,cloudbeds,3/19/24,3/20/24,189,189,1,3/9/24,10
8.96E+12,203812___490007,cloudbeds,3/22/24,3/24/24,388,776,2,3/8/24,14
4.22E+12,203812___490007,cloudbeds,3/10/24,3/11/24,248,248,1,3/5/24,5
4.44E+12,203812___490007,cloudbeds,3/4/24,3/6/24,154,308,2,3/4/24,0
9.78E+12,203812___490007,cloudbeds,3/17/24,3/18/24,275,275,1,3/3/24,14
2.44E+12,203812___490007,cloudbeds,3/14/24,3/15/24,277,277,1,3/1/24,13
4.20E+12,203812___490007,cloudbeds,3/11/24,3/14/24,224,672,3,3/1/24,10
1.26E+12,203812___490007,cloudbeds,3/1/24,3/3/24,380,760,2,2/24/24,6
6.23E+12,203812___490007,cloudbeds,2/28/24,2/29/24,184,184,1,2/21/24,7
6.80E+12,203812___490007,cloudbeds,2/16/24,2/18/24,295,590,2,2/16/24,0
9.61E+12,203812___490007,cloudbeds,2/23/24,2/25/24,342,684,2,2/7/24,16
2.57E+12,203812___490007,cloudbeds,2/2/24,2/4/24,284,568,2,2/2/24,0
2.66E+12,203812___490007,cloudbeds,3/29/24,3/31/24,380,760,2,1/28/24,61
6.01E+12,203812___490007,cloudbeds,1/26/24,1/28/24,247,494,2,1/25/24,1
4.56E+12,203812___490007,cloudbeds,2/9/24,2/11/24,513,1026,2,1/25/24,15
5.38E+12,203812___490007,cloudbeds,2/14/24,2/15/24,230,230,1,1/20/24,25
7.53E+12,203812___490007,cloudbeds,1/19/24,1/20/24,179,179,1,1/19/24,0
4.58E+12,203812___490007,cloudbeds,1/29/24,1/31/24,178,356,2,1/17/24,12
9.83E+11,203812___490007,cloudbeds,3/8/24,3/10/24,532,1064,2,1/13/24,55
1.32E+12,203812___490007,cloudbeds,1/12/24,1/14/24,491,982,2,1/9/24,3
1.14E+10,203812___490007,cloudbeds,1/7/24,1/9/24,191.5,383,2,1/7/24,0
2.70E+12,203812___490007,cloudbeds,1/20/24,1/22/24,417.5,835,2,1/7/24,13
6.17E+12,203812___490007,cloudbeds,1/5/24,1/6/24,320,320,1,1/5/24,0
6.32E+12,203812___490007,cloudbeds,12/30/23,1/1/24,267,534,2,12/30/23,0
6.44E+12,203812___490007,cloudbeds,1/2/24,1/4/24,266,532,2,12/28/23,5
1.83E+10,203812___490007,cloudbeds,12/26/23,12/27/23,263,263,1,12/22/23,4
6.74E+10,203812___490007,cloudbeds,12/24/23,12/26/23,185,370,2,12/14/23,10
1.22E+12,203812___490007,cloudbeds,12/15/23,12/16/23,270,270,1,12/13/23,2
5.59E+12,203812___490007,cloudbeds,12/16/23,12/18/23,305,610,2,12/12/23,4
7.38E+12,203812___490007,cloudbeds,12/27/23,12/29/23,303.5,607,2,12/12/23,15
8.53E+12,203812___490007,cloudbeds,12/2/23,12/3/23,367,367,1,11/30/23,2
9.69E+12,203812___490007,cloudbeds,12/3/23,12/5/23,228,456,2,11/30/23,3
7.32E+11,203812___490007,cloudbeds,11/29/23,11/30/23,185,185,1,11/28/23,1
2.41E+12,203812___490007,cloudbeds,11/30/23,12/2/23,314,628,2,11/28/23,2
9.90E+12,203812___490007,cloudbeds,12/22/23,12/24/23,217,434,2,11/27/23,25
5.51E+12,203812___490007,cloudbeds,11/24/23,11/26/23,348,696,2,11/23/23,1
9.30E+12,203812___490007,cloudbeds,11/20/23,11/21/23,179,179,1,11/20/23,0
6.97E+12,203812___490007,cloudbeds,11/17/23,11/19/23,361,722,2,11/16/23,1
2.21E+11,203812___490007,cloudbeds,11/22/23,11/24/23,374,748,2,11/7/23,15
3620324002133-2,203812___490007,cloudbeds,11/9/23,11/10/23,215,215,1,11/6/23,3
9.04E+12,203812___490007,cloudbeds,11/3/23,11/5/23,380,760,2,10/31/23,3
4.15E+12,203812___490007,cloudbeds,10/27/23,10/29/23,218,436,2,10/26/23,1
9.42E+12,203812___490007,cloudbeds,10/23/23,10/24/23,169,169,1,10/22/23,1
1.35E+12,203812___490007,cloudbeds,10/22/23,10/23/23,298,298,1,10/21/23,1
5.36E+11,203812___490007,cloudbeds,10/29/23,10/30/23,169,169,1,10/19/23,10
7.34E+12,203812___490007,cloudbeds,10/20/23,10/22/23,385,770,2,10/17/23,3
9.24E+12,203812___490007,cloudbeds,10/13/23,10/14/23,558,558,1,10/11/23,2
4.13E+12,203812___490007,cloudbeds,10/14/23,10/16/23,549,1098,2,10/9/23,5
1.59E+12,203812___490007,cloudbeds,10/11/23,10/13/23,236,472,2,10/7/23,4
2.91E+12,203812___490007,cloudbeds,11/10/23,11/12/23,599,1198,2,10/6/23,35
2.23E+12,203812___490007,cloudbeds,10/6/23,10/8/23,360,720,2,10/3/23,3
9.06E+12,203812___490007,cloudbeds,10/1/23,10/3/23,264,528,2,9/29/23,2
3.60E+12,203812___490007,cloudbeds,9/16/23,9/17/23,320,320,1,9/15/23,1
6.30E+11,203812___490007,cloudbeds,9/15/23,9/16/23,189,189,1,9/14/23,1
9.07E+12,203812___490007,cloudbeds,9/9/23,9/10/23,218,218,1,9/8/23,1
2.83E+12,203812___490007,cloudbeds,9/8/23,9/9/23,179,179,1,9/7/23,1
9.27E+12,203812___490007,cloudbeds,8/26/23,8/27/23,296,296,1,8/25/23,1
4.71E+12,203812___490007,cloudbeds,8/25/23,8/26/23,167,167,1,8/25/23,0
2.62E+12,203812___490007,cloudbeds,9/22/23,9/24/23,363,726,2,8/22/23,31
4.61E+12,203812___490007,cloudbeds,8/16/23,8/17/23,194,194,1,8/15/23,1
7.07E+11,203812___490007,cloudbeds,8/14/23,8/15/23,326,326,1,8/14/23,0
2.88E+12,203812___490007,cloudbeds,9/2/23,9/4/23,436,872,2,8/11/23,22
7.39E+12,203812___490007,cloudbeds,8/11/23,8/13/23,190,380,2,8/10/23,1
8.38E+12,203812___490007,cloudbeds,8/8/23,8/11/23,215.666667,647,3,8/7/23,1
6.90E+12,203812___490007,cloudbeds,8/2/23,8/3/23,341,341,1,8/2/23,0
4.75E+12,203812___490007,cloudbeds,12/8/23,12/11/23,363,1089,3,7/19/23,142
8.35E+12,203812___490007,cloudbeds,7/21/23,7/22/23,517,517,1,7/19/23,2
7.30E+12,203812___490007,cloudbeds,7/14/23,7/16/23,388,776,2,7/14/23,0
3.64E+12,203812___490007,cloudbeds,7/22/23,7/24/23,281.5,563,2,7/11/23,11
4.24E+12,203812___490007,cloudbeds,6/26/23,6/28/23,259,518,2,6/23/23,3
1.06E+12,203812___490007,cloudbeds,6/28/23,6/30/23,259,518,2,6/20/23,8
3.26E+12,203812___490007,cloudbeds,7/27/23,7/29/23,311,622,2,6/20/23,37
1.27E+12,203812___490007,cloudbeds,7/16/23,7/19/23,293.666667,881,3,6/14/23,32
7.84E+12,203812___490007,cloudbeds,7/6/23,7/9/23,357.333333,1072,3,6/11/23,25
4.27E+12,203812___490007,cloudbeds,6/18/23,6/19/23,377,377,1,6/10/23,8
6.05E+12,203812___490007,cloudbeds,6/20/23,6/21/23,259,259,1,6/8/23,12
8.92E+12,203812___490007,cloudbeds,6/9/23,6/11/23,227,454,2,6/4/23,5
8.98E+12,203812___490007,cloudbeds,6/15/23,6/18/23,302.666667,908,3,6/3/23,12
3.78E+12,203812___490007,cloudbeds,6/23/23,6/25/23,436,872,2,6/3/23,20
8.53E+12,203812___490007,cloudbeds,7/29/23,7/31/23,363,726,2,5/29/23,61
1.21E+12,203812___490007,cloudbeds,5/25/23,5/27/23,384,768,2,5/24/23,1
4.74E+12,203812___490007,cloudbeds,5/12/23,5/14/23,303,606,2,5/12/23,0
7.28E+12,203812___490007,cloudbeds,5/19/23,5/21/23,545,1090,2,5/10/23,9
1.23E+12,203812___490007,cloudbeds,5/18/23,5/19/23,259,259,1,5/10/23,8
7.12E+12,203812___490007,cloudbeds,6/2/23,6/4/23,363,726,2,4/29/23,34
2.60E+12,203812___490007,cloudbeds,4/29/23,5/1/23,299,598,2,4/28/23,1
5.18E+12,203812___490007,cloudbeds,5/3/23,5/5/23,275,550,2,4/27/23,6
7.35E+12,203812___490007,cloudbeds,5/22/23,5/24/23,259,518,2,4/26/23,26
7.22E+11,203812___490007,cloudbeds,5/6/23,5/7/23,588,588,1,4/25/23,11
4.83E+11,203812___490007,cloudbeds,5/8/23,5/9/23,259,259,1,4/24/23,14
4.36E+12,203812___490007,cloudbeds,4/25/23,4/26/23,259,259,1,4/24/23,1
9.68E+12,203812___490007,cloudbeds,4/15/23,4/16/23,575,575,1,4/12/23,3
6.12E+12,203812___490007,cloudbeds,4/19/23,4/20/23,259,259,1,4/10/23,9
7.74E+11,203812___490007,cloudbeds,4/16/23,4/18/23,311,622,2,4/8/23,8
7.63E+12,203812___490007,cloudbeds,4/9/23,4/10/23,203,203,1,4/7/23,2
7.00E+12,203812___490007,cloudbeds,4/7/23,4/9/23,376,752,2,4/3/23,4
6.92E+12,203812___490007,cloudbeds,4/21/23,4/23/23,449,898,2,3/31/23,21
5.45E+12,203812___490007,cloudbeds,5/27/23,5/29/23,436,872,2,3/31/23,57
9.15E+12,203812___490007,cloudbeds,3/25/23,3/27/23,316,632,2,3/22/23,3
8.67E+12,203812___490007,cloudbeds,3/14/23,3/16/23,447,894,2,3/14/23,0
5.93E+12,203812___490007,cloudbeds,7/1/23,7/4/23,430.666667,1292,3,3/14/23,109
4.58E+12,203812___490007,cloudbeds,3/13/23,3/14/23,300,300,1,3/13/23,0
6.24E+12,203812___490007,cloudbeds,3/31/23,4/2/23,417,834,2,3/12/23,19
9.26E+12,203812___490007,cloudbeds,3/23/23,3/25/23,429,858,2,3/9/23,14
5.87E+12,203812___490007,cloudbeds,4/12/23,4/15/23,352.666667,1058,3,3/9/23,34
9.16E+12,203812___490007,cloudbeds,3/10/23,3/13/23,533.333333,1600,3,3/6/23,4
2.33E+12,203812___490007,cloudbeds,3/5/23,3/7/23,170.5,341,2,3/4/23,1
9.35E+12,203812___490007,cloudbeds,3/4/23,3/5/23,335,335,1,3/4/23,0
7.05E+12,203812___490007,cloudbeds,9/29/23,9/30/23,332,332,1,2/28/23,213
5.57E+12,203812___490007,cloudbeds,6/21/23,6/22/23,199,199,1,2/23/23,118
3.29E+12,203812___490007,cloudbeds,2/22/23,2/26/23,271,1084,4,2/22/23,0
7.86E+12,203812___490007,cloudbeds,2/17/23,2/18/23,342,342,1,2/17/23,0
9.82E+12,203812___490007,cloudbeds,2/10/23,2/12/23,341,682,2,2/6/23,4
9.27E+12,203812___490007,cloudbeds,2/6/23,2/8/23,158.5,317,2,2/6/23,0
5101251071713-2,203812___490007,cloudbeds,2/12/23,2/13/23,297,297,1,2/2/23,10
1.31E+12,203812___490007,cloudbeds,2/3/23,2/6/23,395.333333,1186,3,1/29/23,5
2.68E+12,203812___490007,cloudbeds,3/16/23,3/19/23,394.333333,1183,3,1/26/23,49
9.21E+12,203812___490007,cloudbeds,1/28/23,1/30/23,271,542,2,1/25/23,3
9.64E+12,203812___490007,cloudbeds,2/18/23,2/20/23,451,902,2,1/22/23,27
4.63E+12,203812___490007,cloudbeds,1/26/23,1/28/23,214,428,2,1/22/23,4
3.39E+12,203812___490007,cloudbeds,3/2/23,3/4/23,311,622,2,1/18/23,43
3.68E+12,203812___490007,cloudbeds,1/20/23,1/22/23,254,508,2,1/13/23,7
9.37E+11,203812___490007,cloudbeds,1/19/23,1/20/23,199,199,1,1/12/23,7
1.75E+12,203812___490007,cloudbeds,9/19/24,9/22/24,274,822,3,9/18/24,1
6.76E+12,203812___490007,cloudbeds,10/7/24,10/10/24,270,810,3,9/1/24,36
9.46E+12,203812___490007,cloudbeds,10/17/24,10/20/24,330,990,3,8/23/24,55
9.56E+12,203812___490007,cloudbeds,11/5/24,11/7/24,219,438,2,8/8/24,89
9.90E+12,203812___490007,cloudbeds,9/29/24,9/30/24,269,269,1,9/19/24,10
5.31E+12,203812___490007,cloudbeds,9/27/24,9/29/24,368,736,2,9/19/24,8
5.51E+12,203812___490007,cloudbeds,10/5/24,10/7/24,428.5,857,2,10/1/24,4
8.04E+12,203812___490007,cloudbeds,10/11/24,10/13/24,594,1188,2,10/7/24,4
