Reservation ID,Listing ID,PMS Name,check_in_date,check_out_date,Nightly Amount,Rental Revenue,No. of Days,Booked Date,Lead Time
2.32E+12,203812___364776,cloudbeds,9/14/23,9/17/23,836,2508,3,8/31/23,14
4.71E+12,203812___364776,cloudbeds,8/31/23,9/2/23,671.5,1343,2,8/24/23,7
9.92E+11,203812___364776,cloudbeds,11/1/23,11/3/23,454,908,2,8/24/23,69
8.98E+12,203812___364776,cloudbeds,10/26/23,10/29/23,696.666667,2090,3,8/23/23,64
6.86E+12,203812___364776,cloudbeds,9/5/23,9/7/23,402,804,2,8/21/23,15
6.06E+12,203812___364776,cloudbeds,8/24/23,8/25/23,374,374,1,8/21/23,3
1.02E+12,203812___364776,cloudbeds,8/20/23,8/21/23,400,400,1,8/18/23,2
6.51E+12,203812___364776,cloudbeds,8/30/23,8/31/23,301,301,1,8/18/23,12
3.43E+11,203812___364776,cloudbeds,8/23/23,8/24/23,301,301,1,8/18/23,5
6.35E+11,203812___364776,cloudbeds,8/27/23,8/29/23,427,854,2,8/15/23,12
3.91E+12,203812___364776,cloudbeds,11/5/23,11/7/23,769,1538,2,8/14/23,83
7.30E+12,203812___364776,cloudbeds,8/18/23,8/20/23,948.5,1897,2,8/13/23,5
7.66E+12,203812___364776,cloudbeds,8/21/23,8/22/23,402,402,1,8/13/23,8
7.11E+12,203812___364776,cloudbeds,8/12/23,8/13/23,936,936,1,8/11/23,1
5.60E+12,203812___364776,cloudbeds,8/16/23,8/17/23,211,211,1,8/3/23,13
2.13E+12,203812___364776,cloudbeds,8/15/23,8/16/23,211,211,1,8/2/23,13
3.69E+12,203812___364776,cloudbeds,10/13/23,10/15/23,1023,2046,2,7/30/23,75
7.97E+12,203812___364776,cloudbeds,7/29/23,7/31/23,790,1580,2,7/28/23,1
2.97E+12,203812___364776,cloudbeds,11/10/23,11/12/23,1299,2598,2,7/26/23,107
5.92E+12,203812___364776,cloudbeds,7/26/23,7/27/23,405,405,1,7/25/23,1
6.36E+12,203812___364776,cloudbeds,9/7/23,9/9/23,577.5,1155,2,7/23/23,46
6.05E+12,203812___364776,cloudbeds,8/25/23,8/27/23,901,1802,2,7/21/23,35
1.03E+12,203812___364776,cloudbeds,7/20/23,7/21/23,295,295,1,7/19/23,1
3.59E+12,203812___364776,cloudbeds,8/13/23,8/15/23,464.5,929,2,7/18/23,26
9.95E+12,203812___364776,cloudbeds,11/7/23,11/9/23,511,1022,2,7/18/23,112
7.04E+12,203812___364776,cloudbeds,8/5/23,8/6/23,952,952,1,7/17/23,19
7.88E+12,203812___364776,cloudbeds,7/24/23,7/26/23,454,908,2,7/13/23,11
4.97E+12,203812___364776,cloudbeds,7/27/23,7/29/23,885,1770,2,7/12/23,15
4.41E+12,203812___364776,cloudbeds,8/10/23,8/12/23,703,1406,2,7/8/23,33
8.83E+12,203812___364776,cloudbeds,7/9/23,7/10/23,243,243,1,7/8/23,1
2.35E+12,203812___364776,cloudbeds,7/12/23,7/14/23,435,870,2,7/4/23,8
6.41E+12,203812___364776,cloudbeds,7/10/23,7/12/23,435,870,2,7/3/23,7
6.81E+12,203812___364776,cloudbeds,7/21/23,7/24/23,818,2454,3,7/2/23,19
8.83E+12,203812___364776,cloudbeds,7/4/23,7/7/23,418,1254,3,6/28/23,6
3.76E+12,203812___364776,cloudbeds,6/30/23,7/2/23,713,1426,2,6/28/23,2
9.10E+11,203812___364776,cloudbeds,7/2/23,7/4/23,787,1574,2,6/27/23,5
5.18E+12,203812___364776,cloudbeds,8/2/23,8/5/23,620,1860,3,6/23/23,40
9.89E+11,203812___364776,cloudbeds,7/7/23,7/9/23,818,1636,2,6/21/23,16
8.86E+12,203812___364776,cloudbeds,6/19/23,6/21/23,363,726,2,6/13/23,6
4.95E+12,203812___364776,cloudbeds,7/31/23,8/2/23,428,856,2,6/13/23,48
4.34E+12,203812___364776,cloudbeds,6/17/23,6/18/23,966,966,1,6/12/23,5
5.42E+12,203812___364776,cloudbeds,6/25/23,6/26/23,448,448,1,6/9/23,16
4.00E+12,203812___364776,cloudbeds,6/11/23,6/13/23,383,766,2,6/7/23,4
1.10E+12,203812___364776,cloudbeds,6/27/23,6/29/23,454,908,2,6/7/23,20
8.46E+12,203812___364776,cloudbeds,8/6/23,8/8/23,703,1406,2,6/6/23,61
9.21E+12,203812___364776,cloudbeds,6/7/23,6/8/23,241,241,1,6/1/23,6
5.37E+12,203812___364776,cloudbeds,6/21/23,6/22/23,304,304,1,5/31/23,21
8.25E+11,203812___364776,cloudbeds,6/1/23,6/2/23,353,353,1,5/31/23,1
1.29E+12,203812___364776,cloudbeds,7/16/23,7/20/23,435.75,1743,4,5/31/23,46
2.23E+11,203812___364776,cloudbeds,6/18/23,6/19/23,473,473,1,5/29/23,20
2.75E+12,203812___364776,cloudbeds,6/2/23,6/4/23,901,1802,2,5/26/23,7
4.28E+12,203812___364776,cloudbeds,6/4/23,6/7/23,304,912,3,5/24/23,11
2.09E+12,203812___364776,cloudbeds,6/13/23,6/16/23,393,1179,3,5/20/23,24
5603359291392-2,203812___364776,cloudbeds,5/15/23,5/17/23,274,548,2,5/15/23,0
1.51E+12,203812___364776,cloudbeds,10/2/23,10/4/23,563,1126,2,5/13/23,142
4.77E+12,203812___364776,cloudbeds,6/8/23,6/11/23,675.333333,2026,3,5/10/23,29
9.39E+12,203812___364776,cloudbeds,5/14/23,5/15/23,422,422,1,5/8/23,6
4.12E+12,203812___364776,cloudbeds,5/12/23,5/14/23,614,1228,2,5/4/23,8
2.64E+12,203812___364776,cloudbeds,5/5/23,5/6/23,557,557,1,5/4/23,1
5.24E+12,203812___364776,cloudbeds,5/4/23,5/5/23,670,670,1,4/30/23,4
8.14E+12,203812___364776,cloudbeds,4/30/23,5/2/23,230.5,461,2,4/29/23,1
9.88E+12,203812___364776,cloudbeds,4/27/23,4/28/23,423,423,1,4/26/23,1
2.32E+12,203812___364776,cloudbeds,5/18/23,5/19/23,402,402,1,4/26/23,22
1.77E+11,203812___364776,cloudbeds,5/8/23,5/10/23,505,1010,2,4/24/23,14
9.00E+12,203812___364776,cloudbeds,6/3/24,6/7/24,569,2276,4,4/23/23,407
2.91E+12,203812___364776,cloudbeds,6/23/23,6/25/23,818,1636,2,4/22/23,62
9.12E+12,203812___364776,cloudbeds,4/26/23,4/27/23,331,331,1,4/19/23,7
1.66E+12,203812___364776,cloudbeds,5/2/23,5/4/23,452.5,905,2,4/19/23,13
6.75E+12,203812___364776,cloudbeds,4/19/23,4/20/23,454,454,1,4/17/23,2
4.57E+12,203812___364776,cloudbeds,4/20/23,4/21/23,435,435,1,4/17/23,3
3.45E+12,203812___364776,cloudbeds,4/23/23,4/24/23,389,389,1,4/15/23,8
6.10E+12,203812___364776,cloudbeds,4/24/23,4/26/23,258,516,2,4/15/23,9
4.28E+12,203812___364776,cloudbeds,4/16/23,4/17/23,292,292,1,4/15/23,1
1.72E+12,203812___364776,cloudbeds,4/15/23,4/16/23,1242,1242,1,4/13/23,2
4.56E+12,203812___364776,cloudbeds,5/26/23,5/28/23,1058.5,2117,2,4/12/23,44
5.44E+10,203812___364776,cloudbeds,9/22/23,9/24/23,753,1506,2,4/11/23,164
5.81E+11,203812___364776,cloudbeds,4/17/23,4/18/23,454,454,1,4/10/23,7
7.52E+12,203812___364776,cloudbeds,5/19/23,5/21/23,904,1808,2,4/10/23,39
9.64E+12,203812___364776,cloudbeds,5/10/23,5/12/23,422,844,2,4/9/23,31
3.84E+12,203812___364776,cloudbeds,3/30/23,4/2/23,425,1275,3,3/29/23,1
6.15E+12,203812___364776,cloudbeds,4/3/23,4/5/23,216,432,2,3/29/23,5
1.79E+12,203812___364776,cloudbeds,12/26/23,12/28/23,454,908,2,3/28/23,273
5.81E+12,203812___364776,cloudbeds,3/28/23,3/29/23,360,360,1,3/28/23,0
3.77E+12,203812___364776,cloudbeds,4/2/23,4/3/23,306,306,1,3/25/23,8
1.33E+12,203812___364776,cloudbeds,3/26/23,3/28/23,287,574,2,3/23/23,3
8.53E+12,203812___364776,cloudbeds,4/5/23,4/6/23,369,369,1,3/22/23,14
4.10E+11,203812___364776,cloudbeds,5/28/23,6/1/23,576.75,2307,4,3/20/23,69
8.22E+12,203812___364776,cloudbeds,4/9/23,4/11/23,383,766,2,3/19/23,21
7.13E+12,203812___364776,cloudbeds,3/19/23,3/20/23,290,290,1,3/19/23,0
4.86E+12,203812___364776,cloudbeds,5/6/23,5/8/23,885,1770,2,3/18/23,49
9.24E+12,203812___364776,cloudbeds,7/14/23,7/16/23,930,1860,2,3/18/23,118
5.99E+12,203812___364776,cloudbeds,4/11/23,4/13/23,581,1162,2,3/17/23,25
5.77E+12,203812___364776,cloudbeds,3/9/23,3/10/23,328,328,1,3/8/23,1
2.67E+12,203812___364776,cloudbeds,4/7/23,4/9/23,1084,2168,2,3/7/23,31
9.96E+12,203812___364776,cloudbeds,3/8/23,3/9/23,353,353,1,3/5/23,3
1.99E+12,203812___364776,cloudbeds,3/5/23,3/7/23,475,950,2,2/28/23,5
6.87E+12,203812___364776,cloudbeds,3/12/23,3/13/23,413,413,1,2/27/23,13
9.60E+12,203812___364776,cloudbeds,2/27/23,3/1/23,314,628,2,2/25/23,2
8.27E+12,203812___364776,cloudbeds,3/22/23,3/24/23,505,1010,2,2/24/23,26
1.44E+12,203812___364776,cloudbeds,3/17/23,3/19/23,1575,3150,2,2/23/23,22
1.13E+12,203812___364776,cloudbeds,2/22/23,2/23/23,326,326,1,2/21/23,1
3.85E+12,203812___364776,cloudbeds,2/23/23,2/25/23,735,1470,2,2/18/23,5
6.17E+12,203812___364776,cloudbeds,3/20/23,3/22/23,402,804,2,2/16/23,32
1.16E+12,203812___364776,cloudbeds,2/17/23,2/19/23,1270,2540,2,2/12/23,5
3.47E+12,203812___364776,cloudbeds,2/19/23,2/20/23,1253,1253,1,2/12/23,7
7.38E+12,203812___364776,cloudbeds,2/13/23,2/15/23,348.5,697,2,2/9/23,4
1.85E+12,203812___364776,cloudbeds,2/15/23,2/17/23,377,754,2,2/8/23,7
9.70E+12,203812___364776,cloudbeds,2/12/23,2/13/23,305,305,1,2/8/23,4
7.08E+12,203812___364776,cloudbeds,2/10/23,2/12/23,551,1102,2,2/7/23,3
2.81E+12,203812___364776,cloudbeds,4/28/23,4/30/23,818,1636,2,2/6/23,81
9976675611983-2,203812___364776,cloudbeds,2/2/23,2/5/23,622,1866,3,2/2/23,0
5.71E+12,203812___364776,cloudbeds,2/5/23,2/6/23,336,336,1,1/29/23,7
2.37E+12,203812___364776,cloudbeds,1/31/23,2/1/23,326,326,1,1/29/23,2
5.85E+10,203812___364776,cloudbeds,1/29/23,1/30/23,322,322,1,1/27/23,2
6.44E+12,203812___364776,cloudbeds,3/2/23,3/5/23,722,2166,3,1/22/23,39
9.69E+12,203812___364776,cloudbeds,1/23/23,1/26/23,279,837,3,1/12/23,11
8.95E+12,203812___364776,cloudbeds,3/15/23,3/17/23,618,1236,2,1/12/23,62
1.56E+12,203812___364776,cloudbeds,2/6/23,2/8/23,414,828,2,1/12/23,25
1.57E+12,203812___364776,cloudbeds,9/18/24,9/19/24,315,315,1,9/17/24,1
6.29E+12,203812___364776,cloudbeds,9/26/24,9/27/24,327,327,1,9/8/24,18
3.81E+12,203812___364776,cloudbeds,9/27/24,9/29/24,1029,2058,2,9/6/24,21
2.74E+12,203812___364776,cloudbeds,10/24/24,10/27/24,1159,3477,3,9/5/24,49
9.69E+12,203812___364776,cloudbeds,4/21/25,4/23/25,304,608,2,9/5/24,228
2.85E+12,203812___364776,cloudbeds,12/1/24,12/3/24,287,574,2,8/19/24,104
3.27E+12,203812___364776,cloudbeds,11/15/24,11/17/24,1099,2198,2,8/10/24,97
3.75E+12,203812___364776,cloudbeds,9/22/24,9/25/24,379,1137,3,8/5/24,48
1.30E+12,203812___364776,cloudbeds,12/20/24,12/22/24,389,778,2,8/4/24,138
7.29E+12,203812___364776,cloudbeds,10/18/24,10/20/24,749,1498,2,8/2/24,77
3.13E+12,203812___364776,cloudbeds,11/3/24,11/8/24,417,2085,5,8/2/24,93
1.52E+12,203812___364776,cloudbeds,10/1/24,10/5/24,634,2536,4,7/28/24,65
4.31E+12,203812___364776,cloudbeds,10/14/24,10/16/24,455,910,2,7/25/24,81
3.24E+12,203812___364776,cloudbeds,10/12/24,10/14/24,889,1778,2,7/21/24,83
9.05E+12,203812___364776,cloudbeds,1/12/25,1/14/25,337,674,2,7/19/24,177
5.16E+12,203812___364776,cloudbeds,10/7/24,10/9/24,379,758,2,7/5/24,94
5.32E+12,203812___364776,cloudbeds,2/13/25,2/16/25,999,2997,3,6/26/24,232
1.17E+12,203812___364776,cloudbeds,9/29/24,10/1/24,464,928,2,6/26/24,95
6.57E+12,203812___364776,cloudbeds,9/15/24,9/18/24,312,936,3,5/13/24,125
5.73E+12,203812___364776,cloudbeds,9/20/24,9/22/24,268,536,2,9/18/24,2
7.25E+12,203812___364776,cloudbeds,10/17/24,10/18/24,596,596,1,9/25/24,22
2.88E+12,203812___364776,cloudbeds,1/29/25,1/31/25,375,750,2,9/27/24,124
5.84E+12,203812___364776,cloudbeds,12/3/24,12/5/24,304,608,2,10/4/24,60
6.84E+12,203812___364776,cloudbeds,11/23/24,11/25/24,693.5,1387,2,10/3/24,51
2.39E+12,203812___364776,cloudbeds,11/10/24,11/13/24,487,1461,3,10/3/24,38
4.26E+12,203812___364776,cloudbeds,10/5/24,10/6/24,1418,1418,1,10/5/24,0
8.79E+12,203812___364776,cloudbeds,10/11/24,10/12/24,661,661,1,10/7/24,4
8.67E+12,203812___364776,cloudbeds,11/25/24,11/27/24,519,1038,2,10/12/24,44
9.15E+12,203812___364776,cloudbeds,12/6/24,12/8/24,846,1692,2,10/15/24,52
6478433114482-2,203812___364776,cloudbeds,11/17/24,11/20/24,492,1476,3,10/11/24,37
7.72E+12,203812___364776,cloudbeds,12/5/24,12/6/24,428,428,1,10/18/24,48
4.55E+12,203812___364776,cloudbeds,10/29/24,10/31/24,364,728,2,10/22/24,7
8.83E+12,203812___364776,cloudbeds,10/31/24,11/1/24,343,343,1,10/30/24,1
8.89E+12,203812___364776,cloudbeds,11/21/24,11/23/24,693.5,1387,2,11/1/24,20
4.20E+12,203812___364776,cloudbeds,11/9/24,11/10/24,690,690,1,11/4/24,5
1.97E+12,203812___364776,cloudbeds,11/14/24,11/15/24,434,434,1,11/13/24,1
6.36E+12,203812___364776,cloudbeds,11/1/24,11/3/24,827,1654,2,10/26/24,6
9.87E+12,203812___364776,cloudbeds,10/27/24,10/29/24,362,724,2,10/26/24,1
4.67E+12,203812___364776,cloudbeds,12/11/24,12/13/24,349,698,2,10/24/24,48
5.85E+12,203812___364776,cloudbeds,11/29/24,12/1/24,1199,2398,2,11/23/24,6
2.69E+12,203812___364776,cloudbeds,11/27/24,11/28/24,398,398,1,11/27/24,0
1.09E+12,203812___364776,cloudbeds,11/28/24,11/29/24,407,407,1,11/26/24,2
2.36E+12,203812___364776,cloudbeds,1/2/25,1/4/25,562,1124,2,11/29/24,34
1.36E+12,203812___364776,cloudbeds,12/14/24,12/16/24,813.5,1627,2,12/2/24,12
6.92E+12,203812___364776,cloudbeds,1/24/25,1/26/25,590,1180,2,12/3/24,52
7.63E+12,203812___364776,cloudbeds,12/28/24,12/30/24,1129,2258,2,12/3/24,25
4.72E+12,203812___364776,cloudbeds,1/14/25,1/16/25,239,478,2,12/5/24,40
5.48E+12,203812___364776,cloudbeds,12/9/24,12/11/24,270,540,2,12/6/24,3
4.86E+12,203812___364776,cloudbeds,1/10/25,1/12/25,559,1118,2,12/5/24,36
9.60E+12,203812___364776,cloudbeds,1/20/25,1/21/25,379,379,1,12/8/24,43
1.42E+12,203812___364776,cloudbeds,12/22/24,12/23/24,541,541,1,12/10/24,12
8.01E+12,203812___364776,cloudbeds,12/17/24,12/18/24,315,315,1,12/10/24,7
3.84E+12,203812___364776,cloudbeds,12/18/24,12/20/24,387,774,2,12/13/24,5
9.98E+12,203812___364776,cloudbeds,5/26/25,5/28/25,445,890,2,12/16/24,161
6.65E+12,203812___364776,cloudbeds,1/27/25,1/29/25,379,758,2,12/17/24,41
7.44E+12,203812___364776,cloudbeds,1/17/25,1/19/25,749,1498,2,12/18/24,30
7.99E+12,203812___364776,cloudbeds,12/26/24,12/28/24,741,1482,2,12/19/24,7
8.08E+12,203812___364776,cloudbeds,12/25/24,12/26/24,412,412,1,12/25/24,0
8.27E+12,203812___364776,cloudbeds,4/6/25,4/8/25,497.5,995,2,12/27/24,100
8.13E+12,203812___364776,cloudbeds,2/10/25,2/12/25,329,658,2,12/29/24,43
2.20E+12,203812___364776,cloudbeds,12/30/24,12/31/24,447,447,1,12/30/24,0
9.13E+12,203812___364776,cloudbeds,12/31/24,1/1/25,1468,1468,1,12/29/24,2
6.87E+12,203812___364776,cloudbeds,1/7/25,1/8/25,279,279,1,1/1/25,6
9.11E+12,203812___364776,cloudbeds,1/1/25,1/2/25,409,409,1,1/1/25,0
5.90E+12,203812___364776,cloudbeds,1/31/25,2/2/25,749,1498,2,12/31/24,31
4.70E+12,203812___364776,cloudbeds,11/23/25,11/25/25,441,882,2,1/2/25,325
8.65E+12,203812___364776,cloudbeds,1/6/25,1/7/25,279,279,1,1/2/25,4
9.12E+12,203812___364776,cloudbeds,1/5/25,1/6/25,310,310,1,1/1/25,4
7.49E+12,203812___364776,cloudbeds,4/28/25,4/30/25,329,658,2,1/3/25,115
2.86E+12,203812___364776,cloudbeds,2/3/25,2/6/25,239,717,3,1/3/25,31
5.77E+12,203812___364776,cloudbeds,1/4/25,1/5/25,593,593,1,1/2/25,2
9.25E+12,203812___364776,cloudbeds,2/23/25,2/27/25,299,1196,4,1/5/25,49
1.44E+12,203812___364776,cloudbeds,2/6/25,2/7/25,269,269,1,1/6/25,31
4.52E+12,203812___364776,cloudbeds,2/17/25,2/19/25,379,758,2,1/7/25,41
4.48E+12,203812___364776,cloudbeds,2/21/25,2/23/25,749,1498,2,1/8/25,44
4.74E+12,203812___364776,cloudbeds,1/19/25,1/20/25,416,416,1,1/8/25,11
9.05E+12,203812___364776,cloudbeds,1/26/25,1/27/25,416,416,1,1/10/25,16
7.98E+12,203812___364776,cloudbeds,9/8/24,9/9/24,274,274,1,9/7/24,1
6.09E+12,203812___364776,cloudbeds,9/7/24,9/8/24,403,403,1,9/7/24,0
5.18E+12,203812___364776,cloudbeds,9/13/24,9/15/24,677,1354,2,9/6/24,7
7.80E+12,203812___364776,cloudbeds,9/4/24,9/5/24,191,191,1,9/3/24,1
7.25E+12,203812___364776,cloudbeds,8/31/24,9/1/24,745,745,1,8/30/24,1
9.00E+12,203812___364776,cloudbeds,9/1/24,9/2/24,424,424,1,8/28/24,4
5.01E+12,203812___364776,cloudbeds,9/5/24,9/7/24,406,812,2,8/26/24,10
1.26E+12,203812___364776,cloudbeds,9/9/24,9/10/24,237,237,1,8/25/24,15
2.68E+12,203812___364776,cloudbeds,8/17/24,8/18/24,341,341,1,8/16/24,1
8.62E+12,203812___364776,cloudbeds,8/10/24,8/12/24,444,888,2,8/10/24,0
1.44E+12,203812___364776,cloudbeds,8/20/24,8/23/24,280,840,3,8/7/24,13
5.37E+12,203812___364776,cloudbeds,8/8/24,8/10/24,494,988,2,8/7/24,1
5.23E+12,203812___364776,cloudbeds,8/13/24,8/14/24,299,299,1,8/5/24,8
9.32E+12,203812___364776,cloudbeds,9/11/24,9/13/24,274,548,2,8/1/24,41
4.94E+12,203812___364776,cloudbeds,9/10/24,9/11/24,239,239,1,7/27/24,45
4.49E+12,203812___364776,cloudbeds,7/27/24,7/28/24,575,575,1,7/25/24,2
2.01E+12,203812___364776,cloudbeds,8/2/24,8/4/24,280,560,2,7/24/24,9
5.89E+12,203812___364776,cloudbeds,7/25/24,7/26/24,509,509,1,7/23/24,2
9.28E+12,203812___364776,cloudbeds,7/24/24,7/25/24,207,207,1,7/22/24,2
3.20E+12,203812___364776,cloudbeds,7/22/24,7/24/24,238,476,2,7/21/24,1
9.98E+12,203812___364776,cloudbeds,7/18/24,7/20/24,251,502,2,7/17/24,1
4.92E+12,203812___364776,cloudbeds,7/28/24,7/29/24,479,479,1,7/15/24,13
5.76E+12,203812___364776,cloudbeds,8/14/24,8/15/24,239,239,1,7/13/24,32
9.51E+12,203812___364776,cloudbeds,8/26/24,8/28/24,299,598,2,7/11/24,46
8.70E+12,203812___364776,cloudbeds,7/12/24,7/14/24,289,578,2,7/11/24,1
4.80E+12,203812___364776,cloudbeds,8/4/24,8/6/24,339,678,2,7/6/24,29
2.16E+12,203812___364776,cloudbeds,7/6/24,7/7/24,582,582,1,7/6/24,0
1.10E+12,203812___364776,cloudbeds,7/2/24,7/3/24,235,235,1,7/2/24,0
7.27E+12,203812___364776,cloudbeds,7/3/24,7/4/24,379,379,1,6/28/24,5
5.83E+12,203812___364776,cloudbeds,7/4/24,7/6/24,781,1562,2,6/27/24,7
4.34E+12,203812___364776,cloudbeds,6/21/24,6/23/24,470,940,2,6/21/24,0
4.50E+12,203812___364776,cloudbeds,7/17/24,7/18/24,381,381,1,6/18/24,29
2.70E+12,203812___364776,cloudbeds,6/18/24,6/19/24,300,300,1,6/18/24,0
6.64E+12,203812___364776,cloudbeds,6/14/24,6/16/24,676,1352,2,6/13/24,1
8.82E+12,203812___364776,cloudbeds,6/8/24,6/9/24,503,503,1,6/8/24,0
3.77E+12,203812___364776,cloudbeds,6/26/24,6/28/24,379,758,2,6/7/24,19
5.06E+12,203812___364776,cloudbeds,6/23/24,6/24/24,549,549,1,6/5/24,18
1.07E+12,203812___364776,cloudbeds,6/11/24,6/12/24,335,335,1,6/3/24,8
2.86E+12,203812___364776,cloudbeds,6/1/24,6/2/24,587,587,1,6/1/24,0
6.11E+12,203812___364776,cloudbeds,6/12/24,6/14/24,435,870,2,5/27/24,16
1.00E+12,203812___364776,cloudbeds,8/25/24,8/26/24,455,455,1,5/21/24,96
7.99E+12,203812___364776,cloudbeds,7/9/24,7/11/24,287,574,2,5/15/24,55
4.85E+12,203812___364776,cloudbeds,5/10/24,5/11/24,467,467,1,5/10/24,0
1.94E+12,203812___364776,cloudbeds,5/18/24,5/20/24,919,1838,2,5/6/24,12
1.74E+12,203812___364776,cloudbeds,6/16/24,6/18/24,429,858,2,5/1/24,46
5.80E+12,203812___364776,cloudbeds,5/12/24,5/13/24,459,459,1,4/30/24,12
5.17E+12,203812___364776,cloudbeds,5/16/24,5/17/24,1838,1838,1,4/29/24,17
8.27E+12,203812___364776,cloudbeds,9/2/24,9/4/24,389,778,2,4/15/24,140
3.01E+12,203812___364776,cloudbeds,5/1/24,5/3/24,424,848,2,4/15/24,16
5.51E+12,203812___364776,cloudbeds,2/9/25,2/10/25,361,361,1,1/11/25,29
9.67E+12,203812___364776,cloudbeds,2/12/25,2/13/25,329,329,1,1/12/25,31
4.42E+12,203812___364776,cloudbeds,3/31/25,4/3/25,329,987,3,1/13/25,77
2.60E+12,203812___364776,cloudbeds,4/11/25,4/13/25,999,1998,2,1/14/25,87
3.71E+12,203812___364776,cloudbeds,3/2/25,3/5/25,345.666667,1037,3,1/15/25,46
7.92E+12,203812___364776,cloudbeds,10/11/25,10/13/25,889,1778,2,1/21/25,263
1.95E+12,203812___364776,cloudbeds,2/16/25,2/17/25,386,386,1,1/24/25,23
5.18E+12,203812___364776,cloudbeds,2/7/25,2/9/25,997,1994,2,1/26/25,12
9.24E+12,203812___364776,cloudbeds,6/23/25,6/26/25,378,1134,3,1/26/25,148
7.64E+12,203812___364776,cloudbeds,3/16/25,3/18/25,518.5,1037,2,1/29/25,46
3.58E+12,203812___364776,cloudbeds,3/9/25,3/11/25,523.5,1047,2,2/6/25,31
9.63E+12,203812___364776,cloudbeds,5/12/25,5/14/25,454,908,2,2/7/25,94
5.47E+12,203812___364776,cloudbeds,2/28/25,3/2/25,989,1978,2,2/9/25,19
8.65E+12,203812___364776,cloudbeds,2/27/25,2/28/25,274,274,1,2/11/25,16
1.74E+12,203812___364776,cloudbeds,3/18/25,3/21/25,512.666667,1538,3,2/13/25,33
1.43E+12,203812___364776,cloudbeds,6/30/25,7/2/25,345,690,2,2/21/25,129
5.89E+12,203812___364776,cloudbeds,3/14/25,3/16/25,1267,2534,2,2/23/25,19
6.78E+12,203812___364776,cloudbeds,4/9/25,4/11/25,448,896,2,2/28/25,40
1.55E+12,203812___364776,cloudbeds,3/21/25,3/22/25,1030,1030,1,2/27/25,22
1.95E+12,203812___364776,cloudbeds,3/11/25,3/13/25,493,986,2,2/27/25,12
9.88E+12,203812___364776,cloudbeds,3/6/25,3/7/25,454,454,1,2/28/25,6
9.30E+12,203812___364776,cloudbeds,3/7/25,3/9/25,842,1684,2,3/1/25,6
2.88E+12,203812___364776,cloudbeds,12/4/25,12/7/25,579.333333,1738,3,3/1/25,278
5.35E+12,203812___364776,cloudbeds,4/4/25,4/6/25,1310,2620,2,3/3/25,32
9.92E+12,203812___364776,cloudbeds,3/13/25,3/14/25,478,478,1,3/3/25,10
7.25E+12,203812___364776,cloudbeds,7/11/25,7/13/25,921,1842,2,3/6/25,127
6.67E+12,203812___364776,cloudbeds,6/16/25,6/18/25,423,846,2,3/9/25,99
5.03E+12,203812___364776,cloudbeds,3/28/25,3/30/25,975,1950,2,3/10/25,18
2.54E+12,203812___364776,cloudbeds,7/6/25,7/8/25,404,808,2,3/10/25,118
6.43E+12,203812___364776,cloudbeds,7/13/25,7/15/25,355.5,711,2,3/12/25,123
4.99E+12,203812___364776,cloudbeds,6/8/25,6/12/25,421,1684,4,3/14/25,86
1.58E+12,203812___364776,cloudbeds,3/24/25,3/25/25,283,283,1,3/16/25,8
8.94E+12,203812___364776,cloudbeds,3/22/25,3/24/25,716,1432,2,3/16/25,6
8.89E+12,203812___364776,cloudbeds,4/3/25,4/4/25,349,349,1,3/17/25,17
4.03E+12,203812___364776,cloudbeds,3/25/25,3/27/25,289,578,2,3/19/25,6
1.14E+12,203812___364776,cloudbeds,7/18/25,7/20/25,726,1452,2,3/20/25,120
8.28E+12,203812___364776,cloudbeds,8/1/25,8/3/25,545,1090,2,3/23/25,131
3.31E+12,203812___364776,cloudbeds,5/1/25,5/4/25,1038.66667,3116,3,3/27/25,35
5.74E+12,203812___364776,cloudbeds,3/30/25,3/31/25,296,296,1,3/28/25,2
1.66E+12,203812___364776,cloudbeds,5/28/25,5/30/25,497,994,2,3/28/25,61
3.57E+12,203812___364776,cloudbeds,4/23/25,4/24/25,489,489,1,3/29/25,25
3.97E+12,203812___364776,cloudbeds,4/16/25,4/17/25,307,307,1,4/1/25,15
8.31E+12,203812___364776,cloudbeds,10/27/25,10/31/25,409.5,1638,4,4/2/25,208
1.19E+12,203812___364778,cloudbeds,7/8/24,7/10/24,389,778,2,4/28/24,71
1.15E+12,203812___364778,cloudbeds,6/5/24,6/7/24,296.5,593,2,4/28/24,38
3.74E+12,203812___364778,cloudbeds,4/28/24,4/30/24,221,442,2,4/28/24,0
7.10E+12,203812___364778,cloudbeds,6/13/24,6/14/24,528,528,1,4/27/24,47
9.31E+12,203812___364778,cloudbeds,6/30/24,7/3/24,412.333333,1237,3,4/26/24,65
4.04E+12,203812___364778,cloudbeds,6/27/24,6/29/24,679,1358,2,4/18/24,70
3.22E+12,203812___364778,cloudbeds,4/21/24,4/23/24,258,516,2,4/16/24,5
9.19E+12,203812___364778,cloudbeds,5/29/24,5/31/24,443.5,887,2,4/16/24,43
4.82E+12,203812___364778,cloudbeds,4/17/24,4/19/24,237,474,2,4/15/24,2
4.88E+12,203812___364778,cloudbeds,7/19/24,7/22/24,752.333333,2257,3,4/14/24,96
9.02E+12,203812___364778,cloudbeds,5/3/24,5/5/24,899,1798,2,4/8/24,25
