Listing ID,PMS Name,Date,Units,no_booked,no_blocked,blocking_units,Bookable Units,nightly_revenue,Vacant Units
203812___364779,cloudbeds,7/8/23,1,1,0,0,1,484,0
203812___364780,cloudbeds,7/8/23,1,1,0,0,1,705,0
203812___364781,cloudbeds,7/8/23,1,1,0,0,1,978,0
203812___364782,cloudbeds,7/8/23,1,1,0,0,1,605,0
203812___490007,cloudbeds,7/8/23,1,1,0,0,1,357.333333,0
203812___490024,cloudbeds,7/8/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/8/23,1,1,0,0,1,363,0
203812___634080,cloudbeds,7/8/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/9/23,1,1,0,0,1,524,0
203812___364773,cloudbeds,7/9/23,1,1,0,0,1,607,0
203812___364776,cloudbeds,7/9/23,1,1,0,0,1,243,0
203812___364778,cloudbeds,7/9/23,1,1,0,0,1,862,0
203812___364779,cloudbeds,7/9/23,1,0,0,0,1,0,1
203812___364780,cloudbeds,7/9/23,1,1,0,0,1,393,0
203812___364781,cloudbeds,7/9/23,1,1,0,0,1,290,0
203812___364782,cloudbeds,7/9/23,1,1,0,0,1,605,0
203812___490007,cloudbeds,7/9/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/9/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/9/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/9/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/10/23,1,1,0,0,1,524,0
203812___364773,cloudbeds,7/10/23,1,0,0,0,1,0,1
203812___364776,cloudbeds,7/10/23,1,1,0,0,1,435,0
203812___364778,cloudbeds,7/10/23,1,1,0,0,1,478,0
203812___364779,cloudbeds,7/10/23,1,1,0,0,1,221,0
203812___364780,cloudbeds,7/10/23,1,1,0,0,1,385,0
203812___364781,cloudbeds,7/10/23,1,1,0,0,1,290,0
203812___364782,cloudbeds,7/10/23,1,1,0,0,1,314,0
203812___490007,cloudbeds,7/10/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/10/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/10/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/10/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/11/23,1,1,0,0,1,524,0
203812___364773,cloudbeds,7/11/23,1,1,0,0,1,454,0
203812___364776,cloudbeds,7/11/23,1,1,0,0,1,435,0
203812___364778,cloudbeds,7/11/23,1,1,0,0,1,478,0
203812___364779,cloudbeds,7/11/23,1,1,0,0,1,221,0
203812___364780,cloudbeds,7/11/23,1,1,0,0,1,385,0
203812___364781,cloudbeds,7/11/23,1,0,0,0,1,0,1
203812___364782,cloudbeds,7/11/23,1,1,0,0,1,314,0
203812___490007,cloudbeds,7/11/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/11/23,1,1,0,0,1,198,0
203812___528745,cloudbeds,7/11/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/11/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/12/23,1,1,0,0,1,310,0
203812___364773,cloudbeds,7/12/23,1,1,0,0,1,454,0
203812___364776,cloudbeds,7/12/23,1,1,0,0,1,435,0
203812___364778,cloudbeds,7/12/23,1,1,0,0,1,670,0
203812___364779,cloudbeds,7/12/23,1,0,1,1,0,0,0
203812___364780,cloudbeds,7/12/23,1,1,0,0,1,572,0
203812___364781,cloudbeds,7/12/23,1,0,0,0,1,0,1
203812___364782,cloudbeds,7/12/23,1,1,0,0,1,314,0
203812___490007,cloudbeds,7/12/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/12/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/12/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/12/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/13/23,1,1,0,0,1,346,0
203812___364773,cloudbeds,7/13/23,1,1,0,0,1,579,0
203812___364776,cloudbeds,7/13/23,1,1,0,0,1,435,0
203812___364778,cloudbeds,7/13/23,1,1,0,0,1,670,0
203812___364779,cloudbeds,7/13/23,1,0,1,1,0,0,0
203812___364780,cloudbeds,7/13/23,1,1,0,0,1,572,0
203812___364781,cloudbeds,7/13/23,1,1,0,0,1,620,0
203812___364782,cloudbeds,7/13/23,1,1,0,0,1,482,0
203812___490007,cloudbeds,7/13/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/13/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/13/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/13/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/14/23,1,1,0,0,1,566,0
203812___364773,cloudbeds,7/14/23,1,1,0,0,1,579,0
203812___364776,cloudbeds,7/14/23,1,1,0,0,1,930,0
203812___364778,cloudbeds,7/14/23,1,1,0,0,1,670,0
203812___364779,cloudbeds,7/14/23,1,0,0,0,1,0,1
203812___364780,cloudbeds,7/14/23,1,1,0,0,1,983,0
203812___364781,cloudbeds,7/14/23,1,1,0,0,1,818,0
203812___364782,cloudbeds,7/14/23,1,1,0,0,1,482,0
203812___490007,cloudbeds,7/14/23,1,1,0,0,1,388,0
203812___490024,cloudbeds,7/14/23,1,1,0,0,1,239,0
203812___528745,cloudbeds,7/14/23,1,1,0,0,1,363,0
203812___634080,cloudbeds,7/14/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/15/23,1,1,0,0,1,566,0
203812___364773,cloudbeds,7/15/23,1,0,0,0,1,0,1
203812___364776,cloudbeds,7/15/23,1,1,0,0,1,930,0
203812___364778,cloudbeds,7/15/23,1,1,0,0,1,670,0
203812___364779,cloudbeds,7/15/23,1,1,0,0,1,671,0
203812___364780,cloudbeds,7/15/23,1,1,0,0,1,983,0
203812___364781,cloudbeds,7/15/23,1,1,0,0,1,818,0
203812___364782,cloudbeds,7/15/23,1,1,0,0,1,482,0
203812___490007,cloudbeds,7/15/23,1,1,0,0,1,388,0
203812___490024,cloudbeds,7/15/23,1,1,0,0,1,366,0
203812___528745,cloudbeds,7/15/23,1,1,0,0,1,363,0
203812___634080,cloudbeds,7/15/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/16/23,1,1,0,0,1,264,0
203812___364773,cloudbeds,7/16/23,1,1,0,0,1,241,0
203812___364776,cloudbeds,7/16/23,1,1,0,0,1,435.75,0
203812___364778,cloudbeds,7/16/23,1,1,0,0,1,308.5,0
203812___364779,cloudbeds,7/16/23,1,1,0,0,1,333,0
203812___364780,cloudbeds,7/16/23,1,0,0,0,1,0,1
203812___364781,cloudbeds,7/16/23,1,1,0,0,1,818,0
203812___364782,cloudbeds,7/16/23,1,1,0,0,1,398,0
203812___490007,cloudbeds,7/16/23,1,1,0,0,1,293.666667,0
203812___490024,cloudbeds,7/16/23,1,1,0,0,1,366,0
203812___528745,cloudbeds,7/16/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/16/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/17/23,1,1,0,0,1,331,0
203812___364773,cloudbeds,7/17/23,1,0,0,0,1,0,1
203812___364776,cloudbeds,7/17/23,1,1,0,0,1,435.75,0
203812___364778,cloudbeds,7/17/23,1,1,0,0,1,308.5,0
203812___364779,cloudbeds,7/17/23,1,1,0,0,1,333,0
203812___364780,cloudbeds,7/17/23,1,0,0,0,1,0,1
203812___364781,cloudbeds,7/17/23,1,1,0,0,1,466,0
203812___364782,cloudbeds,7/17/23,1,1,0,0,1,398,0
203812___490007,cloudbeds,7/17/23,1,1,0,0,1,293.666667,0
203812___490024,cloudbeds,7/17/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/17/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/17/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/18/23,1,1,0,0,1,314,0
203812___364773,cloudbeds,7/18/23,1,1,0,0,1,286,0
203812___364776,cloudbeds,7/18/23,1,1,0,0,1,435.75,0
203812___364778,cloudbeds,7/18/23,1,1,0,0,1,497,0
203812___364779,cloudbeds,7/18/23,1,1,0,0,1,380,0
203812___364780,cloudbeds,7/18/23,1,1,0,0,1,286,0
203812___364781,cloudbeds,7/18/23,1,1,0,0,1,566,0
203812___364782,cloudbeds,7/18/23,1,1,0,0,1,398,0
203812___490007,cloudbeds,7/18/23,1,1,0,0,1,293.666667,0
203812___490024,cloudbeds,7/18/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/18/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/18/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/19/23,1,1,0,0,1,314,0
203812___364773,cloudbeds,7/19/23,1,1,0,0,1,286,0
203812___364776,cloudbeds,7/19/23,1,1,0,0,1,435.75,0
203812___364778,cloudbeds,7/19/23,1,1,0,0,1,478,0
203812___364779,cloudbeds,7/19/23,1,0,0,0,1,0,1
203812___364780,cloudbeds,7/19/23,1,1,0,0,1,286,0
203812___364781,cloudbeds,7/19/23,1,1,0,0,1,566,0
203812___364782,cloudbeds,7/19/23,1,1,0,0,1,314,0
203812___490007,cloudbeds,7/19/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/19/23,1,1,0,0,1,259,0
203812___528745,cloudbeds,7/19/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/19/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/20/23,1,1,0,0,1,462,0
203812___364773,cloudbeds,7/20/23,1,1,0,0,1,636,0
203812___364776,cloudbeds,7/20/23,1,1,0,0,1,295,0
203812___364778,cloudbeds,7/20/23,1,1,0,0,1,478,0
203812___364779,cloudbeds,7/20/23,1,1,0,0,1,288,0
203812___364780,cloudbeds,7/20/23,1,1,0,0,1,454,0
203812___364781,cloudbeds,7/20/23,1,1,0,0,1,454,0
203812___364782,cloudbeds,7/20/23,1,1,0,0,1,314,0
203812___490007,cloudbeds,7/20/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/20/23,1,1,0,0,1,259,0
203812___528745,cloudbeds,7/20/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/20/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/21/23,1,1,0,0,1,693,0
203812___364773,cloudbeds,7/21/23,1,1,0,0,1,636,0
203812___364776,cloudbeds,7/21/23,1,1,0,0,1,818,0
203812___364778,cloudbeds,7/21/23,1,1,0,0,1,862,0
203812___364779,cloudbeds,7/21/23,1,1,0,0,1,692,0
203812___364780,cloudbeds,7/21/23,1,1,0,0,1,825,0
203812___364781,cloudbeds,7/21/23,1,1,0,0,1,978,0
203812___364782,cloudbeds,7/21/23,1,0,0,0,1,0,1
203812___490007,cloudbeds,7/21/23,1,1,0,0,1,517,0
203812___490024,cloudbeds,7/21/23,1,1,0,0,1,363,0
203812___528745,cloudbeds,7/21/23,1,1,0,0,1,363,0
203812___634080,cloudbeds,7/21/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/22/23,1,1,0,0,1,693,0
203812___364773,cloudbeds,7/22/23,1,1,0,0,1,657,0
203812___364776,cloudbeds,7/22/23,1,1,0,0,1,818,0
203812___364778,cloudbeds,7/22/23,1,1,0,0,1,862,0
203812___364779,cloudbeds,7/22/23,1,1,0,0,1,692,0
203812___364780,cloudbeds,7/22/23,1,1,0,0,1,825,0
203812___364781,cloudbeds,7/22/23,1,1,0,0,1,978,0
203812___364782,cloudbeds,7/22/23,1,1,0,0,1,746,0
203812___490007,cloudbeds,7/22/23,1,1,0,0,1,281.5,0
203812___490024,cloudbeds,7/22/23,1,1,0,0,1,363,0
203812___528745,cloudbeds,7/22/23,1,1,0,0,1,363,0
203812___634080,cloudbeds,7/22/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/23/23,1,0,1,1,0,0,0
203812___364773,cloudbeds,7/23/23,1,1,0,0,1,657,0
203812___364776,cloudbeds,7/23/23,1,1,0,0,1,818,0
203812___364778,cloudbeds,7/23/23,1,1,0,0,1,476,0
203812___364779,cloudbeds,7/23/23,1,0,0,0,1,0,1
203812___364780,cloudbeds,7/23/23,1,1,0,0,1,825,0
203812___364781,cloudbeds,7/23/23,1,1,0,0,1,615,0
203812___364782,cloudbeds,7/23/23,1,0,0,0,1,0,1
203812___490007,cloudbeds,7/23/23,1,1,0,0,1,281.5,0
203812___490024,cloudbeds,7/23/23,1,0,1,1,0,0,0
203812___528745,cloudbeds,7/23/23,1,1,0,0,1,363,0
203812___634080,cloudbeds,7/23/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/24/23,1,0,0,0,1,0,1
203812___364773,cloudbeds,7/24/23,1,0,0,0,1,0,1
203812___364776,cloudbeds,7/24/23,1,1,0,0,1,454,0
203812___364778,cloudbeds,7/24/23,1,1,0,0,1,476,0
203812___364779,cloudbeds,7/24/23,1,1,0,0,1,384,0
203812___364780,cloudbeds,7/24/23,1,1,0,0,1,422,0
203812___364781,cloudbeds,7/24/23,1,1,0,0,1,566,0
203812___364782,cloudbeds,7/24/23,1,1,0,0,1,408,0
203812___490007,cloudbeds,7/24/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/24/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/24/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/24/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/25/23,1,1,0,0,1,408,0
203812___364773,cloudbeds,7/25/23,1,1,0,0,1,454,0
203812___364776,cloudbeds,7/25/23,1,1,0,0,1,454,0
203812___364778,cloudbeds,7/25/23,1,1,0,0,1,478,0
203812___364779,cloudbeds,7/25/23,1,1,0,0,1,384,0
203812___364780,cloudbeds,7/25/23,1,1,0,0,1,363,0
203812___364781,cloudbeds,7/25/23,1,1,0,0,1,566,0
203812___364782,cloudbeds,7/25/23,1,1,0,0,1,408,0
203812___490007,cloudbeds,7/25/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/25/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/25/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/25/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/26/23,1,1,0,0,1,408,0
203812___364773,cloudbeds,7/26/23,1,1,0,0,1,454,0
203812___364776,cloudbeds,7/26/23,1,1,0,0,1,405,0
203812___364778,cloudbeds,7/26/23,1,1,0,0,1,478,0
203812___364779,cloudbeds,7/26/23,1,1,0,0,1,326,0
203812___364780,cloudbeds,7/26/23,1,1,0,0,1,363,0
203812___364781,cloudbeds,7/26/23,1,1,0,0,1,454,0
203812___364782,cloudbeds,7/26/23,1,1,0,0,1,381,0
203812___490007,cloudbeds,7/26/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/26/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/26/23,1,1,0,0,1,346,0
203812___634080,cloudbeds,7/26/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/27/23,1,0,1,1,0,0,0
203812___364773,cloudbeds,7/27/23,1,1,0,0,1,610.5,0
203812___364776,cloudbeds,7/27/23,1,1,0,0,1,885,0
203812___364778,cloudbeds,7/27/23,1,1,0,0,1,478,0
203812___364779,cloudbeds,7/27/23,1,0,0,0,1,0,1
203812___364780,cloudbeds,7/27/23,1,1,0,0,1,778,0
203812___364781,cloudbeds,7/27/23,1,1,0,0,1,454,0
203812___364782,cloudbeds,7/27/23,1,1,0,0,1,381,0
203812___490007,cloudbeds,7/27/23,1,1,0,0,1,311,0
203812___490024,cloudbeds,7/27/23,1,1,0,0,1,389,0
203812___528745,cloudbeds,7/27/23,1,1,0,0,1,346,0
203812___634080,cloudbeds,7/27/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/28/23,1,1,0,0,1,566,0
203812___364773,cloudbeds,7/28/23,1,1,0,0,1,610.5,0
203812___364776,cloudbeds,7/28/23,1,1,0,0,1,885,0
203812___364778,cloudbeds,7/28/23,1,1,0,0,1,862,0
203812___364779,cloudbeds,7/28/23,1,1,0,0,1,392,0
203812___364780,cloudbeds,7/28/23,1,1,0,0,1,778,0
203812___364781,cloudbeds,7/28/23,1,1,0,0,1,978,0
203812___364782,cloudbeds,7/28/23,1,1,0,0,1,774,0
203812___490007,cloudbeds,7/28/23,1,1,0,0,1,311,0
203812___490024,cloudbeds,7/28/23,1,1,0,0,1,389,0
203812___528745,cloudbeds,7/28/23,1,1,0,0,1,454,0
203812___634080,cloudbeds,7/28/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/29/23,1,1,0,0,1,566,0
203812___364773,cloudbeds,7/29/23,1,1,0,0,1,920.5,0
203812___364776,cloudbeds,7/29/23,1,1,0,0,1,790,0
203812___364778,cloudbeds,7/29/23,1,1,0,0,1,862,0
203812___364779,cloudbeds,7/29/23,1,1,0,0,1,392,0
203812___364780,cloudbeds,7/29/23,1,0,0,0,1,0,1
203812___364781,cloudbeds,7/29/23,1,1,0,0,1,978,0
203812___364782,cloudbeds,7/29/23,1,1,0,0,1,774,0
203812___490007,cloudbeds,7/29/23,1,1,0,0,1,363,0
203812___490024,cloudbeds,7/29/23,1,1,0,0,1,389,0
203812___528745,cloudbeds,7/29/23,1,1,0,0,1,454,0
203812___634080,cloudbeds,7/29/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/30/23,1,1,0,0,1,209,0
203812___364773,cloudbeds,7/30/23,1,1,0,0,1,920.5,0
203812___364776,cloudbeds,7/30/23,1,1,0,0,1,790,0
203812___364778,cloudbeds,7/30/23,1,1,0,0,1,301,0
203812___364779,cloudbeds,7/30/23,1,1,0,0,1,266,0
203812___364780,cloudbeds,7/30/23,1,1,0,0,1,441,0
203812___364781,cloudbeds,7/30/23,1,1,0,0,1,409,0
203812___364782,cloudbeds,7/30/23,1,1,0,0,1,209,0
203812___490007,cloudbeds,7/30/23,1,1,0,0,1,363,0
203812___490024,cloudbeds,7/30/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/30/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/30/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,7/31/23,1,1,0,0,1,209,0
203812___364773,cloudbeds,7/31/23,1,0,0,0,1,0,1
203812___364776,cloudbeds,7/31/23,1,1,0,0,1,428,0
203812___364778,cloudbeds,7/31/23,1,0,0,0,1,0,1
203812___364779,cloudbeds,7/31/23,1,1,0,0,1,269,0
203812___364780,cloudbeds,7/31/23,1,1,0,0,1,498,0
203812___364781,cloudbeds,7/31/23,1,1,0,0,1,448,0
203812___364782,cloudbeds,7/31/23,1,1,0,0,1,209,0
203812___490007,cloudbeds,7/31/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,7/31/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,7/31/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,7/31/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/1/23,1,1,0,0,1,278,0
203812___364773,cloudbeds,8/1/23,1,1,0,0,1,322,0
203812___364776,cloudbeds,8/1/23,1,1,0,0,1,428,0
203812___364778,cloudbeds,8/1/23,1,1,0,0,1,537,0
203812___364779,cloudbeds,8/1/23,1,1,0,0,1,272,0
203812___364780,cloudbeds,8/1/23,1,1,0,0,1,498,0
203812___364781,cloudbeds,8/1/23,1,1,0,0,1,322,0
203812___364782,cloudbeds,8/1/23,1,1,0,0,1,395,0
203812___490007,cloudbeds,8/1/23,1,0,1,1,0,0,0
203812___490024,cloudbeds,8/1/23,1,0,1,1,0,0,0
203812___528745,cloudbeds,8/1/23,1,0,1,1,0,0,0
203812___634080,cloudbeds,8/1/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/2/23,1,1,0,0,1,278,0
203812___364773,cloudbeds,8/2/23,1,1,0,0,1,322,0
203812___364776,cloudbeds,8/2/23,1,1,0,0,1,620,0
203812___364778,cloudbeds,8/2/23,1,1,0,0,1,537,0
203812___364779,cloudbeds,8/2/23,1,1,0,0,1,272,0
203812___364780,cloudbeds,8/2/23,1,1,0,0,1,498,0
203812___364781,cloudbeds,8/2/23,1,1,0,0,1,322,0
203812___364782,cloudbeds,8/2/23,1,1,0,0,1,255,0
203812___490007,cloudbeds,8/2/23,1,1,0,0,1,341,0
203812___490024,cloudbeds,8/2/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,8/2/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,8/2/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/3/23,1,1,0,0,1,463,0
203812___364773,cloudbeds,8/3/23,1,1,0,0,1,322,0
203812___364776,cloudbeds,8/3/23,1,1,0,0,1,620,0
203812___364778,cloudbeds,8/3/23,1,1,0,0,1,608,0
203812___364779,cloudbeds,8/3/23,1,1,0,0,1,272,0
203812___364780,cloudbeds,8/3/23,1,1,0,0,1,498,0
203812___364781,cloudbeds,8/3/23,1,1,0,0,1,754,0
203812___364782,cloudbeds,8/3/23,1,1,0,0,1,548,0
203812___490007,cloudbeds,8/3/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,8/3/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,8/3/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,8/3/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/4/23,1,1,0,0,1,521,0
203812___364773,cloudbeds,8/4/23,1,1,0,0,1,753,0
203812___364776,cloudbeds,8/4/23,1,1,0,0,1,620,0
203812___364778,cloudbeds,8/4/23,1,1,0,0,1,608,0
203812___364779,cloudbeds,8/4/23,1,1,0,0,1,593,0
203812___364780,cloudbeds,8/4/23,1,1,0,0,1,910,0
203812___364781,cloudbeds,8/4/23,1,1,0,0,1,754,0
203812___364782,cloudbeds,8/4/23,1,1,0,0,1,548,0
203812___490007,cloudbeds,8/4/23,1,0,1,1,0,0,0
203812___490024,cloudbeds,8/4/23,1,1,0,0,1,239,0
203812___528745,cloudbeds,8/4/23,1,1,0,0,1,363,0
203812___634080,cloudbeds,8/4/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/5/23,1,1,0,0,1,521,0
203812___364773,cloudbeds,8/5/23,1,1,0,0,1,753,0
203812___364776,cloudbeds,8/5/23,1,1,0,0,1,952,0
203812___364778,cloudbeds,8/5/23,1,1,0,0,1,417.5,0
203812___364779,cloudbeds,8/5/23,1,1,0,0,1,593,0
203812___364780,cloudbeds,8/5/23,1,1,0,0,1,910,0
203812___364781,cloudbeds,8/5/23,1,1,0,0,1,754,0
203812___364782,cloudbeds,8/5/23,1,1,0,0,1,548,0
203812___490007,cloudbeds,8/5/23,1,0,1,1,0,0,0
203812___490024,cloudbeds,8/5/23,1,1,0,0,1,239,0
203812___528745,cloudbeds,8/5/23,1,1,0,0,1,363,0
203812___634080,cloudbeds,8/5/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/6/23,1,1,0,0,1,288,0
203812___364773,cloudbeds,8/6/23,1,1,0,0,1,577,0
203812___364776,cloudbeds,8/6/23,1,1,0,0,1,703,0
203812___364778,cloudbeds,8/6/23,1,1,0,0,1,417.5,0
203812___364779,cloudbeds,8/6/23,1,1,0,0,1,352,0
203812___364780,cloudbeds,8/6/23,1,0,0,0,1,0,1
203812___364781,cloudbeds,8/6/23,1,1,0,0,1,517,0
203812___364782,cloudbeds,8/6/23,1,0,0,0,1,0,1
203812___490007,cloudbeds,8/6/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,8/6/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,8/6/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,8/6/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/7/23,1,0,1,1,0,0,0
203812___364773,cloudbeds,8/7/23,1,1,0,0,1,331,0
203812___364776,cloudbeds,8/7/23,1,1,0,0,1,703,0
203812___364778,cloudbeds,8/7/23,1,1,0,0,1,423,0
203812___364779,cloudbeds,8/7/23,1,0,1,1,0,0,0
203812___364780,cloudbeds,8/7/23,1,0,1,1,0,0,0
203812___364781,cloudbeds,8/7/23,1,1,0,0,1,517,0
203812___364782,cloudbeds,8/7/23,1,0,0,0,1,0,1
203812___490007,cloudbeds,8/7/23,1,0,0,0,1,0,1
203812___490024,cloudbeds,8/7/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,8/7/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,8/7/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/8/23,1,1,0,0,1,374,0
203812___364773,cloudbeds,8/8/23,1,1,0,0,1,331,0
203812___364776,cloudbeds,8/8/23,1,0,1,1,0,0,0
203812___364778,cloudbeds,8/8/23,1,1,0,0,1,423,0
203812___364779,cloudbeds,8/8/23,1,0,1,1,0,0,0
203812___364780,cloudbeds,8/8/23,1,1,0,0,1,321.333333,0
203812___364781,cloudbeds,8/8/23,1,0,1,1,0,0,0
203812___364782,cloudbeds,8/8/23,1,1,0,0,1,222.5,0
203812___490007,cloudbeds,8/8/23,1,1,0,0,1,215.666667,0
203812___490024,cloudbeds,8/8/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,8/8/23,1,0,1,1,0,0,0
203812___634080,cloudbeds,8/8/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/9/23,1,1,0,0,1,236,0
203812___364773,cloudbeds,8/9/23,1,0,1,1,0,0,0
203812___364776,cloudbeds,8/9/23,1,0,1,1,0,0,0
203812___364778,cloudbeds,8/9/23,1,1,0,0,1,423,0
203812___364779,cloudbeds,8/9/23,1,1,0,0,1,255,0
203812___364780,cloudbeds,8/9/23,1,1,0,0,1,321.333333,0
203812___364781,cloudbeds,8/9/23,1,0,1,1,0,0,0
203812___364782,cloudbeds,8/9/23,1,1,0,0,1,222.5,0
203812___490007,cloudbeds,8/9/23,1,1,0,0,1,215.666667,0
203812___490024,cloudbeds,8/9/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,8/9/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,8/9/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/10/23,1,0,0,0,1,0,1
203812___364773,cloudbeds,8/10/23,1,0,1,1,0,0,0
203812___364776,cloudbeds,8/10/23,1,1,0,0,1,703,0
203812___364778,cloudbeds,8/10/23,1,0,1,1,0,0,0
203812___364779,cloudbeds,8/10/23,1,1,0,0,1,643,0
203812___364780,cloudbeds,8/10/23,1,1,0,0,1,321.333333,0
203812___364781,cloudbeds,8/10/23,1,1,0,0,1,754,0
203812___364782,cloudbeds,8/10/23,1,1,0,0,1,440,0
203812___490007,cloudbeds,8/10/23,1,1,0,0,1,215.666667,0
203812___490024,cloudbeds,8/10/23,1,0,0,0,1,0,1
203812___528745,cloudbeds,8/10/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,8/10/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/11/23,1,1,0,0,1,521,0
203812___364773,cloudbeds,8/11/23,1,0,0,0,1,0,1
203812___364776,cloudbeds,8/11/23,1,1,0,0,1,703,0
203812___364778,cloudbeds,8/11/23,1,1,0,0,1,611.666667,0
203812___364779,cloudbeds,8/11/23,1,1,0,0,1,643,0
203812___364780,cloudbeds,8/11/23,1,0,0,0,1,0,1
203812___364781,cloudbeds,8/11/23,1,1,0,0,1,754,0
203812___364782,cloudbeds,8/11/23,1,1,0,0,1,440,0
203812___490007,cloudbeds,8/11/23,1,1,0,0,1,190,0
203812___490024,cloudbeds,8/11/23,1,1,0,0,1,363,0
203812___528745,cloudbeds,8/11/23,1,0,0,0,1,0,1
203812___634080,cloudbeds,8/11/23,1,0,1,1,0,0,0
203812___362535,cloudbeds,8/12/23,1,1,0,0,1,521,0
203812___364773,cloudbeds,8/12/23,1,1,0,0,1,379,0
203812___364776,cloudbeds,8/12/23,1,1,0,0,1,936,0
203812___364778,cloudbeds,8/12/23,1,1,0,0,1,611.666667,0
