Listing ID,PMS Name,Date,Units,no_booked,no_blocked,blocking_units,Bookable Units,nightly_revenue,Vacant Units
203812___634080,cloudbeds,11/9/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/10/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/11/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/12/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/13/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/14/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/15/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/16/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/17/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/18/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/19/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/20/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/21/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/22/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/23/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/24/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/25/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/26/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/27/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/28/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/29/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,11/30/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/1/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/2/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/3/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/4/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/5/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/6/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/7/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/8/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/9/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/10/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/11/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/12/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/13/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___364773,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___364776,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___364778,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___364779,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___364780,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___364781,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___364782,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___490007,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___490024,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___528745,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___634080,cloudbeds,12/14/21,1,0,1,1,0,0,0
203812___362535,cloudbeds,12/15/21,1,0,1,1,0,0,0
