"Listing ID	PMS Name	Date	Units	No. Booked	No. Blocked	blocking_units	Bookable Units	nightly_revenue	Vacant Units	Date Corrected	Listing	Day"
"316005___633307	cloudbeds	2021-03-13T00:00:00.000000	1	0	1	1	0	0	0	3/13/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-03-13T00:00:00.000000	6	0	6	6	0	0	0	3/13/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-03-13T00:00:00.000000	5	0	5	5	0	0	0	3/13/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-03-13T00:00:00.000000	1	0	1	1	0	0	0	3/13/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-03-13T00:00:00.000000	6	0	6	6	0	0	0	3/13/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-03-14T00:00:00.000000	9	0	9	9	0	0	0	3/14/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-03-14T00:00:00.000000	1	0	1	1	0	0	0	3/14/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
"316005___633308	cloudbeds	2021-03-14T00:00:00.000000	6	0	6	6	0	0	0	3/14/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-03-14T00:00:00.000000	5	0	5	5	0	0	0	3/14/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-03-14T00:00:00.000000	1	0	1	1	0	0	0	3/14/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-03-14T00:00:00.000000	6	0	6	6	0	0	0	3/14/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-03-15T00:00:00.000000	9	0	9	9	0	0	0	3/15/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-03-15T00:00:00.000000	1	0	1	1	0	0	0	3/15/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-03-15T00:00:00.000000	6	0	6	6	0	0	0	3/15/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
"316005___633310	cloudbeds	2021-03-15T00:00:00.000000	5	0	5	5	0	0	0	3/15/21	Onera Wimberley Spyglass -- 5 units	Monday"
"316005___633311	cloudbeds	2021-03-15T00:00:00.000000	1	0	1	1	0	0	0	3/15/21	Onera Wimberley Spyglass (Accessible)	Monday"
"316005___633312	cloudbeds	2021-03-15T00:00:00.000000	6	0	6	6	0	0	0	3/15/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Monday"
"316005___633306	cloudbeds	2021-03-16T00:00:00.000000	9	0	9	9	0	0	0	3/16/21	Onera Wimberley Greenhouse -- 9 units	Tuesday"
"316005___633307	cloudbeds	2021-03-16T00:00:00.000000	1	0	1	1	0	0	0	3/16/21	Onera Wimberley Greenhouse (Accessible)	Tuesday"
"316005___633308	cloudbeds	2021-03-16T00:00:00.000000	6	0	6	6	0	0	0	3/16/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Tuesday"
"316005___633310	cloudbeds	2021-03-16T00:00:00.000000	5	0	5	5	0	0	0	3/16/21	Onera Wimberley Spyglass -- 5 units	Tuesday"
"316005___633311	cloudbeds	2021-03-16T00:00:00.000000	1	0	1	1	0	0	0	3/16/21	Onera Wimberley Spyglass (Accessible)	Tuesday"
"316005___633312	cloudbeds	2021-03-16T00:00:00.000000	6	0	6	6	0	0	0	3/16/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Tuesday"
"316005___633306	cloudbeds	2021-03-17T00:00:00.000000	9	0	9	9	0	0	0	3/17/21	Onera Wimberley Greenhouse -- 9 units	Wednesday"
"316005___633307	cloudbeds	2021-03-17T00:00:00.000000	1	0	1	1	0	0	0	3/17/21	Onera Wimberley Greenhouse (Accessible)	Wednesday"
"316005___633308	cloudbeds	2021-03-17T00:00:00.000000	6	0	6	6	0	0	0	3/17/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Wednesday"
"316005___633310	cloudbeds	2021-03-17T00:00:00.000000	5	0	5	5	0	0	0	3/17/21	Onera Wimberley Spyglass -- 5 units	Wednesday"
"316005___633311	cloudbeds	2021-03-17T00:00:00.000000	1	0	1	1	0	0	0	3/17/21	Onera Wimberley Spyglass (Accessible)	Wednesday"
"316005___633312	cloudbeds	2021-03-17T00:00:00.000000	6	0	6	6	0	0	0	3/17/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Wednesday"
"316005___633306	cloudbeds	2021-03-18T00:00:00.000000	9	0	9	9	0	0	0	3/18/21	Onera Wimberley Greenhouse -- 9 units	Thursday"
"316005___633307	cloudbeds	2021-03-18T00:00:00.000000	1	0	1	1	0	0	0	3/18/21	Onera Wimberley Greenhouse (Accessible)	Thursday"
"316005___633308	cloudbeds	2021-03-18T00:00:00.000000	6	0	6	6	0	0	0	3/18/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Thursday"
"316005___633310	cloudbeds	2021-03-18T00:00:00.000000	5	0	5	5	0	0	0	3/18/21	Onera Wimberley Spyglass -- 5 units	Thursday"
"316005___633311	cloudbeds	2021-03-18T00:00:00.000000	1	0	1	1	0	0	0	3/18/21	Onera Wimberley Spyglass (Accessible)	Thursday"
"316005___633312	cloudbeds	2021-03-18T00:00:00.000000	6	0	6	6	0	0	0	3/18/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Thursday"
"316005___633306	cloudbeds	2021-03-19T00:00:00.000000	9	0	9	9	0	0	0	3/19/21	Onera Wimberley Greenhouse -- 9 units	Friday"
"316005___633307	cloudbeds	2021-03-19T00:00:00.000000	1	0	1	1	0	0	0	3/19/21	Onera Wimberley Greenhouse (Accessible)	Friday"
"316005___633308	cloudbeds	2021-03-19T00:00:00.000000	6	0	6	6	0	0	0	3/19/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Friday"
"316005___633310	cloudbeds	2021-03-19T00:00:00.000000	5	0	5	5	0	0	0	3/19/21	Onera Wimberley Spyglass -- 5 units	Friday"
"316005___633311	cloudbeds	2021-03-19T00:00:00.000000	1	0	1	1	0	0	0	3/19/21	Onera Wimberley Spyglass (Accessible)	Friday"
"316005___633312	cloudbeds	2021-03-19T00:00:00.000000	6	0	6	6	0	0	0	3/19/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Friday"
"316005___633306	cloudbeds	2021-03-20T00:00:00.000000	9	0	9	9	0	0	0	3/20/21	Onera Wimberley Greenhouse -- 9 units	Saturday"
"316005___633307	cloudbeds	2021-03-20T00:00:00.000000	1	0	1	1	0	0	0	3/20/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-03-20T00:00:00.000000	6	0	6	6	0	0	0	3/20/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-03-20T00:00:00.000000	5	0	5	5	0	0	0	3/20/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-03-20T00:00:00.000000	1	0	1	1	0	0	0	3/20/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-03-20T00:00:00.000000	6	0	6	6	0	0	0	3/20/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-03-21T00:00:00.000000	9	0	9	9	0	0	0	3/21/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-03-21T00:00:00.000000	1	0	1	1	0	0	0	3/21/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
"316005___633308	cloudbeds	2021-03-21T00:00:00.000000	6	0	6	6	0	0	0	3/21/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-03-21T00:00:00.000000	5	0	5	5	0	0	0	3/21/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-03-21T00:00:00.000000	1	0	1	1	0	0	0	3/21/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-03-21T00:00:00.000000	6	0	6	6	0	0	0	3/21/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-03-22T00:00:00.000000	9	0	9	9	0	0	0	3/22/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-03-22T00:00:00.000000	1	0	1	1	0	0	0	3/22/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-03-22T00:00:00.000000	6	0	6	6	0	0	0	3/22/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
"316005___633310	cloudbeds	2021-03-22T00:00:00.000000	5	0	5	5	0	0	0	3/22/21	Onera Wimberley Spyglass -- 5 units	Monday"
"316005___633311	cloudbeds	2021-03-22T00:00:00.000000	1	0	1	1	0	0	0	3/22/21	Onera Wimberley Spyglass (Accessible)	Monday"
"316005___633312	cloudbeds	2021-03-22T00:00:00.000000	6	0	6	6	0	0	0	3/22/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Monday"
"316005___633306	cloudbeds	2021-03-23T00:00:00.000000	9	0	9	9	0	0	0	3/23/21	Onera Wimberley Greenhouse -- 9 units	Tuesday"
"316005___633307	cloudbeds	2021-03-23T00:00:00.000000	1	0	1	1	0	0	0	3/23/21	Onera Wimberley Greenhouse (Accessible)	Tuesday"
"316005___633308	cloudbeds	2021-03-23T00:00:00.000000	6	0	6	6	0	0	0	3/23/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Tuesday"
"316005___633310	cloudbeds	2021-03-23T00:00:00.000000	5	0	5	5	0	0	0	3/23/21	Onera Wimberley Spyglass -- 5 units	Tuesday"
"316005___633311	cloudbeds	2021-03-23T00:00:00.000000	1	0	1	1	0	0	0	3/23/21	Onera Wimberley Spyglass (Accessible)	Tuesday"
"316005___633312	cloudbeds	2021-03-23T00:00:00.000000	6	0	6	6	0	0	0	3/23/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Tuesday"
"316005___633306	cloudbeds	2021-03-24T00:00:00.000000	9	0	9	9	0	0	0	3/24/21	Onera Wimberley Greenhouse -- 9 units	Wednesday"
"316005___633307	cloudbeds	2021-03-24T00:00:00.000000	1	0	1	1	0	0	0	3/24/21	Onera Wimberley Greenhouse (Accessible)	Wednesday"
"316005___633308	cloudbeds	2021-03-24T00:00:00.000000	6	0	6	6	0	0	0	3/24/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Wednesday"
"316005___633310	cloudbeds	2021-03-24T00:00:00.000000	5	0	5	5	0	0	0	3/24/21	Onera Wimberley Spyglass -- 5 units	Wednesday"
"316005___633311	cloudbeds	2021-03-24T00:00:00.000000	1	0	1	1	0	0	0	3/24/21	Onera Wimberley Spyglass (Accessible)	Wednesday"
"316005___633312	cloudbeds	2021-03-24T00:00:00.000000	6	0	6	6	0	0	0	3/24/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Wednesday"
"316005___633306	cloudbeds	2021-03-25T00:00:00.000000	9	0	9	9	0	0	0	3/25/21	Onera Wimberley Greenhouse -- 9 units	Thursday"
"316005___633307	cloudbeds	2021-03-25T00:00:00.000000	1	0	1	1	0	0	0	3/25/21	Onera Wimberley Greenhouse (Accessible)	Thursday"
"316005___633308	cloudbeds	2021-03-25T00:00:00.000000	6	0	6	6	0	0	0	3/25/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Thursday"
"316005___633310	cloudbeds	2021-03-25T00:00:00.000000	5	0	5	5	0	0	0	3/25/21	Onera Wimberley Spyglass -- 5 units	Thursday"
"316005___633311	cloudbeds	2021-03-25T00:00:00.000000	1	0	1	1	0	0	0	3/25/21	Onera Wimberley Spyglass (Accessible)	Thursday"
"316005___633312	cloudbeds	2021-03-25T00:00:00.000000	6	0	6	6	0	0	0	3/25/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Thursday"
"316005___633306	cloudbeds	2021-03-26T00:00:00.000000	9	0	9	9	0	0	0	3/26/21	Onera Wimberley Greenhouse -- 9 units	Friday"
"316005___633307	cloudbeds	2021-03-26T00:00:00.000000	1	0	1	1	0	0	0	3/26/21	Onera Wimberley Greenhouse (Accessible)	Friday"
"316005___633308	cloudbeds	2021-03-26T00:00:00.000000	6	0	6	6	0	0	0	3/26/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Friday"
"316005___633310	cloudbeds	2021-03-26T00:00:00.000000	5	0	5	5	0	0	0	3/26/21	Onera Wimberley Spyglass -- 5 units	Friday"
"316005___633311	cloudbeds	2021-03-26T00:00:00.000000	1	0	1	1	0	0	0	3/26/21	Onera Wimberley Spyglass (Accessible)	Friday"
"316005___633312	cloudbeds	2021-03-26T00:00:00.000000	6	0	6	6	0	0	0	3/26/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Friday"
"316005___633306	cloudbeds	2021-03-27T00:00:00.000000	9	0	9	9	0	0	0	3/27/21	Onera Wimberley Greenhouse -- 9 units	Saturday"
"316005___633307	cloudbeds	2021-03-27T00:00:00.000000	1	0	1	1	0	0	0	3/27/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-03-27T00:00:00.000000	6	0	6	6	0	0	0	3/27/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-03-27T00:00:00.000000	5	0	5	5	0	0	0	3/27/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-03-27T00:00:00.000000	1	0	1	1	0	0	0	3/27/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-03-27T00:00:00.000000	6	0	6	6	0	0	0	3/27/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-03-28T00:00:00.000000	9	0	9	9	0	0	0	3/28/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-03-28T00:00:00.000000	1	0	1	1	0	0	0	3/28/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
"316005___633308	cloudbeds	2021-03-28T00:00:00.000000	6	0	6	6	0	0	0	3/28/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-03-28T00:00:00.000000	5	0	5	5	0	0	0	3/28/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-03-28T00:00:00.000000	1	0	1	1	0	0	0	3/28/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-03-28T00:00:00.000000	6	0	6	6	0	0	0	3/28/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-03-29T00:00:00.000000	9	0	9	9	0	0	0	3/29/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-03-29T00:00:00.000000	1	0	1	1	0	0	0	3/29/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-03-29T00:00:00.000000	6	0	6	6	0	0	0	3/29/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
"316005___633310	cloudbeds	2021-03-29T00:00:00.000000	5	0	5	5	0	0	0	3/29/21	Onera Wimberley Spyglass -- 5 units	Monday"
"316005___633311	cloudbeds	2021-03-29T00:00:00.000000	1	0	1	1	0	0	0	3/29/21	Onera Wimberley Spyglass (Accessible)	Monday"
"316005___633312	cloudbeds	2021-03-29T00:00:00.000000	6	0	6	6	0	0	0	3/29/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Monday"
"316005___633306	cloudbeds	2021-03-30T00:00:00.000000	9	0	9	9	0	0	0	3/30/21	Onera Wimberley Greenhouse -- 9 units	Tuesday"
"316005___633307	cloudbeds	2021-03-30T00:00:00.000000	1	0	1	1	0	0	0	3/30/21	Onera Wimberley Greenhouse (Accessible)	Tuesday"
"316005___633308	cloudbeds	2021-03-30T00:00:00.000000	6	0	6	6	0	0	0	3/30/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Tuesday"
"316005___633310	cloudbeds	2021-03-30T00:00:00.000000	5	0	5	5	0	0	0	3/30/21	Onera Wimberley Spyglass -- 5 units	Tuesday"
"316005___633311	cloudbeds	2021-03-30T00:00:00.000000	1	0	1	1	0	0	0	3/30/21	Onera Wimberley Spyglass (Accessible)	Tuesday"
"316005___633312	cloudbeds	2021-03-30T00:00:00.000000	6	0	6	6	0	0	0	3/30/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Tuesday"
"316005___633306	cloudbeds	2021-03-31T00:00:00.000000	9	0	9	9	0	0	0	3/31/21	Onera Wimberley Greenhouse -- 9 units	Wednesday"
"316005___633307	cloudbeds	2021-03-31T00:00:00.000000	1	0	1	1	0	0	0	3/31/21	Onera Wimberley Greenhouse (Accessible)	Wednesday"
"316005___633308	cloudbeds	2021-03-31T00:00:00.000000	6	0	6	6	0	0	0	3/31/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Wednesday"
"316005___633310	cloudbeds	2021-03-31T00:00:00.000000	5	0	5	5	0	0	0	3/31/21	Onera Wimberley Spyglass -- 5 units	Wednesday"
"316005___633311	cloudbeds	2021-03-31T00:00:00.000000	1	0	1	1	0	0	0	3/31/21	Onera Wimberley Spyglass (Accessible)	Wednesday"
"316005___633312	cloudbeds	2021-03-31T00:00:00.000000	6	0	6	6	0	0	0	3/31/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Wednesday"
"316005___633306	cloudbeds	2021-04-01T00:00:00.000000	9	0	9	9	0	0	0	4/1/21	Onera Wimberley Greenhouse -- 9 units	Thursday"
"316005___633307	cloudbeds	2021-04-01T00:00:00.000000	1	0	1	1	0	0	0	4/1/21	Onera Wimberley Greenhouse (Accessible)	Thursday"
"316005___633308	cloudbeds	2021-04-01T00:00:00.000000	6	0	6	6	0	0	0	4/1/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Thursday"
"316005___633310	cloudbeds	2021-04-01T00:00:00.000000	5	0	5	5	0	0	0	4/1/21	Onera Wimberley Spyglass -- 5 units	Thursday"
"316005___633311	cloudbeds	2021-04-01T00:00:00.000000	1	0	1	1	0	0	0	4/1/21	Onera Wimberley Spyglass (Accessible)	Thursday"
"316005___633312	cloudbeds	2021-04-01T00:00:00.000000	6	0	6	6	0	0	0	4/1/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Thursday"
"316005___633306	cloudbeds	2021-04-02T00:00:00.000000	9	0	9	9	0	0	0	4/2/21	Onera Wimberley Greenhouse -- 9 units	Friday"
"316005___633307	cloudbeds	2021-04-02T00:00:00.000000	1	0	1	1	0	0	0	4/2/21	Onera Wimberley Greenhouse (Accessible)	Friday"
"316005___633308	cloudbeds	2021-04-02T00:00:00.000000	6	0	6	6	0	0	0	4/2/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Friday"
"316005___633310	cloudbeds	2021-04-02T00:00:00.000000	5	0	5	5	0	0	0	4/2/21	Onera Wimberley Spyglass -- 5 units	Friday"
"316005___633311	cloudbeds	2021-04-02T00:00:00.000000	1	0	1	1	0	0	0	4/2/21	Onera Wimberley Spyglass (Accessible)	Friday"
"316005___633312	cloudbeds	2021-04-02T00:00:00.000000	6	0	6	6	0	0	0	4/2/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Friday"
"316005___633306	cloudbeds	2021-04-03T00:00:00.000000	9	0	9	9	0	0	0	4/3/21	Onera Wimberley Greenhouse -- 9 units	Saturday"
"316005___633307	cloudbeds	2021-04-03T00:00:00.000000	1	0	1	1	0	0	0	4/3/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-04-03T00:00:00.000000	6	0	6	6	0	0	0	4/3/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-04-03T00:00:00.000000	5	0	5	5	0	0	0	4/3/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-04-03T00:00:00.000000	1	0	1	1	0	0	0	4/3/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-04-03T00:00:00.000000	6	0	6	6	0	0	0	4/3/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-04-04T00:00:00.000000	9	0	9	9	0	0	0	4/4/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-04-04T00:00:00.000000	1	0	1	1	0	0	0	4/4/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
"316005___633308	cloudbeds	2021-04-04T00:00:00.000000	6	0	6	6	0	0	0	4/4/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Sunday"
"316005___633310	cloudbeds	2021-04-04T00:00:00.000000	5	0	5	5	0	0	0	4/4/21	Onera Wimberley Spyglass -- 5 units	Sunday"
"316005___633311	cloudbeds	2021-04-04T00:00:00.000000	1	0	1	1	0	0	0	4/4/21	Onera Wimberley Spyglass (Accessible)	Sunday"
"316005___633312	cloudbeds	2021-04-04T00:00:00.000000	6	0	6	6	0	0	0	4/4/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Sunday"
"316005___633306	cloudbeds	2021-04-05T00:00:00.000000	9	0	9	9	0	0	0	4/5/21	Onera Wimberley Greenhouse -- 9 units	Monday"
"316005___633307	cloudbeds	2021-04-05T00:00:00.000000	1	0	1	1	0	0	0	4/5/21	Onera Wimberley Greenhouse (Accessible)	Monday"
"316005___633308	cloudbeds	2021-04-05T00:00:00.000000	6	0	6	6	0	0	0	4/5/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Monday"
"316005___633310	cloudbeds	2021-04-05T00:00:00.000000	5	0	5	5	0	0	0	4/5/21	Onera Wimberley Spyglass -- 5 units	Monday"
"316005___633311	cloudbeds	2021-04-05T00:00:00.000000	1	0	1	1	0	0	0	4/5/21	Onera Wimberley Spyglass (Accessible)	Monday"
"316005___633312	cloudbeds	2021-04-05T00:00:00.000000	6	0	6	6	0	0	0	4/5/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Monday"
"316005___633306	cloudbeds	2021-04-06T00:00:00.000000	9	0	9	9	0	0	0	4/6/21	Onera Wimberley Greenhouse -- 9 units	Tuesday"
"316005___633307	cloudbeds	2021-04-06T00:00:00.000000	1	0	1	1	0	0	0	4/6/21	Onera Wimberley Greenhouse (Accessible)	Tuesday"
"316005___633308	cloudbeds	2021-04-06T00:00:00.000000	6	0	6	6	0	0	0	4/6/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Tuesday"
"316005___633310	cloudbeds	2021-04-06T00:00:00.000000	5	0	5	5	0	0	0	4/6/21	Onera Wimberley Spyglass -- 5 units	Tuesday"
"316005___633311	cloudbeds	2021-04-06T00:00:00.000000	1	0	1	1	0	0	0	4/6/21	Onera Wimberley Spyglass (Accessible)	Tuesday"
"316005___633312	cloudbeds	2021-04-06T00:00:00.000000	6	0	6	6	0	0	0	4/6/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Tuesday"
"316005___633306	cloudbeds	2021-04-07T00:00:00.000000	9	0	9	9	0	0	0	4/7/21	Onera Wimberley Greenhouse -- 9 units	Wednesday"
"316005___633307	cloudbeds	2021-04-07T00:00:00.000000	1	0	1	1	0	0	0	4/7/21	Onera Wimberley Greenhouse (Accessible)	Wednesday"
"316005___633308	cloudbeds	2021-04-07T00:00:00.000000	6	0	6	6	0	0	0	4/7/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Wednesday"
"316005___633310	cloudbeds	2021-04-07T00:00:00.000000	5	0	5	5	0	0	0	4/7/21	Onera Wimberley Spyglass -- 5 units	Wednesday"
"316005___633311	cloudbeds	2021-04-07T00:00:00.000000	1	0	1	1	0	0	0	4/7/21	Onera Wimberley Spyglass (Accessible)	Wednesday"
"316005___633312	cloudbeds	2021-04-07T00:00:00.000000	6	0	6	6	0	0	0	4/7/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Wednesday"
"316005___633306	cloudbeds	2021-04-08T00:00:00.000000	9	0	9	9	0	0	0	4/8/21	Onera Wimberley Greenhouse -- 9 units	Thursday"
"316005___633307	cloudbeds	2021-04-08T00:00:00.000000	1	0	1	1	0	0	0	4/8/21	Onera Wimberley Greenhouse (Accessible)	Thursday"
"316005___633308	cloudbeds	2021-04-08T00:00:00.000000	6	0	6	6	0	0	0	4/8/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Thursday"
"316005___633310	cloudbeds	2021-04-08T00:00:00.000000	5	0	5	5	0	0	0	4/8/21	Onera Wimberley Spyglass -- 5 units	Thursday"
"316005___633311	cloudbeds	2021-04-08T00:00:00.000000	1	0	1	1	0	0	0	4/8/21	Onera Wimberley Spyglass (Accessible)	Thursday"
"316005___633312	cloudbeds	2021-04-08T00:00:00.000000	6	0	6	6	0	0	0	4/8/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Thursday"
"316005___633306	cloudbeds	2021-04-09T00:00:00.000000	9	0	9	9	0	0	0	4/9/21	Onera Wimberley Greenhouse -- 9 units	Friday"
"316005___633307	cloudbeds	2021-04-09T00:00:00.000000	1	0	1	1	0	0	0	4/9/21	Onera Wimberley Greenhouse (Accessible)	Friday"
"316005___633308	cloudbeds	2021-04-09T00:00:00.000000	6	0	6	6	0	0	0	4/9/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Friday"
"316005___633310	cloudbeds	2021-04-09T00:00:00.000000	5	0	5	5	0	0	0	4/9/21	Onera Wimberley Spyglass -- 5 units	Friday"
"316005___633311	cloudbeds	2021-04-09T00:00:00.000000	1	0	1	1	0	0	0	4/9/21	Onera Wimberley Spyglass (Accessible)	Friday"
"316005___633312	cloudbeds	2021-04-09T00:00:00.000000	6	0	6	6	0	0	0	4/9/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Friday"
"316005___633306	cloudbeds	2021-04-10T00:00:00.000000	9	0	9	9	0	0	0	4/10/21	Onera Wimberley Greenhouse -- 9 units	Saturday"
"316005___633307	cloudbeds	2021-04-10T00:00:00.000000	1	0	1	1	0	0	0	4/10/21	Onera Wimberley Greenhouse (Accessible)	Saturday"
"316005___633308	cloudbeds	2021-04-10T00:00:00.000000	6	0	6	6	0	0	0	4/10/21	Onera Wimberley Greenhouse (Pet Friendly) -- 6 units	Saturday"
"316005___633310	cloudbeds	2021-04-10T00:00:00.000000	5	0	5	5	0	0	0	4/10/21	Onera Wimberley Spyglass -- 5 units	Saturday"
"316005___633311	cloudbeds	2021-04-10T00:00:00.000000	1	0	1	1	0	0	0	4/10/21	Onera Wimberley Spyglass (Accessible)	Saturday"
"316005___633312	cloudbeds	2021-04-10T00:00:00.000000	6	0	6	6	0	0	0	4/10/21	Onera Wimberley Spyglass (Pet Friendly) -- 6 units	Saturday"
"316005___633306	cloudbeds	2021-04-11T00:00:00.000000	9	0	9	9	0	0	0	4/11/21	Onera Wimberley Greenhouse -- 9 units	Sunday"
"316005___633307	cloudbeds	2021-04-11T00:00:00.000000	1	0	1	1	0	0	0	4/11/21	Onera Wimberley Greenhouse (Accessible)	Sunday"
