Reservation ID,Listing ID,PMS Name,Start Date,End Date,Nightly Amount,Rental Revenue,No. of Days,Booked Date,Lead Time
7.29565E+12,203812___364776,cloudbeds,8/18/23,8/20/23,948.5,1897,2,8/13/23,5
7.65579E+12,203812___364776,cloudbeds,8/21/23,8/22/23,402,402,1,8/13/23,8
7.1132E+12,203812___364776,cloudbeds,8/12/23,8/13/23,936,936,1,8/11/23,1
5.59591E+12,203812___364776,cloudbeds,8/16/23,8/17/23,211,211,1,8/3/23,13
2.13308E+12,203812___364776,cloudbeds,8/15/23,8/16/23,211,211,1,8/2/23,13
3.68657E+12,203812___364776,cloudbeds,10/13/23,10/15/23,1023,2046,2,7/30/23,75
7.96825E+12,203812___364776,cloudbeds,7/29/23,7/31/23,790,1580,2,7/28/23,1
2.9696E+12,203812___364776,cloudbeds,11/10/23,11/12/23,1299,2598,2,7/26/23,107
5.91788E+12,203812___364776,cloudbeds,7/26/23,7/27/23,405,405,1,7/25/23,1
6.35753E+12,203812___364776,cloudbeds,9/7/23,9/9/23,577.5,1155,2,7/23/23,46
6.04549E+12,203812___364776,cloudbeds,8/25/23,8/27/23,901,1802,2,7/21/23,35
1.02535E+12,203812___364776,cloudbeds,7/20/23,7/21/23,295,295,1,7/19/23,1
3.59011E+12,203812___364776,cloudbeds,8/13/23,8/15/23,464.5,929,2,7/18/23,26
9.95038E+12,203812___364776,cloudbeds,11/7/23,11/9/23,511,1022,2,7/18/23,112
7.04051E+12,203812___364776,cloudbeds,8/5/23,8/6/23,952,952,1,7/17/23,19
7.8778E+12,203812___364776,cloudbeds,7/24/23,7/26/23,454,908,2,7/13/23,11
4.97031E+12,203812___364776,cloudbeds,7/27/23,7/29/23,885,1770,2,7/12/23,15
4.41432E+12,203812___364776,cloudbeds,8/10/23,8/12/23,703,1406,2,7/8/23,33
8.82761E+12,203812___364776,cloudbeds,7/9/23,7/10/23,243,243,1,7/8/23,1
2.34677E+12,203812___364776,cloudbeds,7/12/23,7/14/23,435,870,2,7/4/23,8
6.41073E+12,203812___364776,cloudbeds,7/10/23,7/12/23,435,870,2,7/3/23,7
6.80512E+12,203812___364776,cloudbeds,7/21/23,7/24/23,818,2454,3,7/2/23,19
8.82771E+12,203812___364776,cloudbeds,7/4/23,7/7/23,418,1254,3,6/28/23,6
3.75951E+12,203812___364776,cloudbeds,6/30/23,7/2/23,713,1426,2,6/28/23,2
0909850321971,203812___364776,cloudbeds,7/2/23,7/4/23,787,1574,2,6/27/23,5
5.18034E+12,203812___364776,cloudbeds,8/2/23,8/5/23,620,1860,3,6/23/23,40
0989360347556,203812___364776,cloudbeds,7/7/23,7/9/23,818,1636,2,6/21/23,16
8.85845E+12,203812___364776,cloudbeds,6/19/23,6/21/23,363,726,2,6/13/23,6
4.94603E+12,203812___364776,cloudbeds,7/31/23,8/2/23,428,856,2,6/13/23,48
4.33731E+12,203812___364776,cloudbeds,6/17/23,6/18/23,966,966,1,6/12/23,5
5.41957E+12,203812___364776,cloudbeds,6/25/23,6/26/23,448,448,1,6/9/23,16
3.99745E+12,203812___364776,cloudbeds,6/11/23,6/13/23,383,766,2,6/7/23,4
1.10063E+12,203812___364776,cloudbeds,6/27/23,6/29/23,454,908,2,6/7/23,20
8.46469E+12,203812___364776,cloudbeds,8/6/23,8/8/23,703,1406,2,6/6/23,61
9.21359E+12,203812___364776,cloudbeds,6/7/23,6/8/23,241,241,1,6/1/23,6
5.36932E+12,203812___364776,cloudbeds,6/21/23,6/22/23,304,304,1,5/31/23,21
0825088196395,203812___364776,cloudbeds,6/1/23,6/2/23,353,353,1,5/31/23,1
1.28776E+12,203812___364776,cloudbeds,7/16/23,7/20/23,435.75,1743,4,5/31/23,46
0223313672689,203812___364776,cloudbeds,6/18/23,6/19/23,473,473,1,5/29/23,20
2.75227E+12,203812___364776,cloudbeds,6/2/23,6/4/23,901,1802,2,5/26/23,7
4.27694E+12,203812___364776,cloudbeds,6/4/23,6/7/23,304,912,3,5/24/23,11
2.09385E+12,203812___364776,cloudbeds,6/13/23,6/16/23,393,1179,3,5/20/23,24
5603359291392-2,203812___364776,cloudbeds,5/15/23,5/17/23,274,548,2,5/15/23,0
1.51185E+12,203812___364776,cloudbeds,10/2/23,10/4/23,563,1126,2,5/13/23,142
4.76653E+12,203812___364776,cloudbeds,6/8/23,6/11/23,675.3333333333334,2026,3,5/10/23,29
9.38549E+12,203812___364776,cloudbeds,5/14/23,5/15/23,422,422,1,5/8/23,6
4.12191E+12,203812___364776,cloudbeds,5/12/23,5/14/23,614,1228,2,5/4/23,8
2.6418E+12,203812___364776,cloudbeds,5/5/23,5/6/23,557,557,1,5/4/23,1
5.24258E+12,203812___364776,cloudbeds,5/4/23,5/5/23,670,670,1,4/30/23,4
8.138E+12,203812___364776,cloudbeds,4/30/23,5/2/23,230.5,461,2,4/29/23,1
9.87936E+12,203812___364776,cloudbeds,4/27/23,4/28/23,423,423,1,4/26/23,1
2.3155E+12,203812___364776,cloudbeds,5/18/23,5/19/23,402,402,1,4/26/23,22
0177292578891,203812___364776,cloudbeds,5/8/23,5/10/23,505,1010,2,4/24/23,14
8.99538E+12,203812___364776,cloudbeds,6/3/24,6/7/24,569,2276,4,4/23/23,407
2.91355E+12,203812___364776,cloudbeds,6/23/23,6/25/23,818,1636,2,4/22/23,62
9.11501E+12,203812___364776,cloudbeds,4/26/23,4/27/23,331,331,1,4/19/23,7
1.66308E+12,203812___364776,cloudbeds,5/2/23,5/4/23,452.5,905,2,4/19/23,13
6.74622E+12,203812___364776,cloudbeds,4/19/23,4/20/23,454,454,1,4/17/23,2
4.56525E+12,203812___364776,cloudbeds,4/20/23,4/21/23,435,435,1,4/17/23,3
3.45136E+12,203812___364776,cloudbeds,4/23/23,4/24/23,389,389,1,4/15/23,8
6.09792E+12,203812___364776,cloudbeds,4/24/23,4/26/23,258,516,2,4/15/23,9
4.28061E+12,203812___364776,cloudbeds,4/16/23,4/17/23,292,292,1,4/15/23,1
1.72078E+12,203812___364776,cloudbeds,4/15/23,4/16/23,1242,1242,1,4/13/23,2
4.56235E+12,203812___364776,cloudbeds,5/26/23,5/28/23,1058.5,2117,2,4/12/23,44
0054426287514,203812___364776,cloudbeds,9/22/23,9/24/23,753,1506,2,4/11/23,164
0580902440963,203812___364776,cloudbeds,4/17/23,4/18/23,454,454,1,4/10/23,7
7.52419E+12,203812___364776,cloudbeds,5/19/23,5/21/23,904,1808,2,4/10/23,39
9.6351E+12,203812___364776,cloudbeds,5/10/23,5/12/23,422,844,2,4/9/23,31
3.83599E+12,203812___364776,cloudbeds,3/30/23,4/2/23,425,1275,3,3/29/23,1
6.14641E+12,203812___364776,cloudbeds,4/3/23,4/5/23,216,432,2,3/29/23,5
1.78626E+12,203812___364776,cloudbeds,12/26/23,12/28/23,454,908,2,3/28/23,273
5.81047E+12,203812___364776,cloudbeds,3/28/23,3/29/23,360,360,1,3/28/23,0
3.76804E+12,203812___364776,cloudbeds,4/2/23,4/3/23,306,306,1,3/25/23,8
1.33025E+12,203812___364776,cloudbeds,3/26/23,3/28/23,287,574,2,3/23/23,3
8.53296E+12,203812___364776,cloudbeds,4/5/23,4/6/23,369,369,1,3/22/23,14
0409634184174,203812___364776,cloudbeds,5/28/23,6/1/23,576.75,2307,4,3/20/23,69
8.22462E+12,203812___364776,cloudbeds,4/9/23,4/11/23,383,766,2,3/19/23,21
7.13301E+12,203812___364776,cloudbeds,3/19/23,3/20/23,290,290,1,3/19/23,0
4.85745E+12,203812___364776,cloudbeds,5/6/23,5/8/23,885,1770,2,3/18/23,49
9.24297E+12,203812___364776,cloudbeds,7/14/23,7/16/23,930,1860,2,3/18/23,118
5.9922E+12,203812___364776,cloudbeds,4/11/23,4/13/23,581,1162,2,3/17/23,25
5.77156E+12,203812___364776,cloudbeds,3/9/23,3/10/23,328,328,1,3/8/23,1
2.6661E+12,203812___364776,cloudbeds,4/7/23,4/9/23,1084,2168,2,3/7/23,31
9.9628E+12,203812___364776,cloudbeds,3/8/23,3/9/23,353,353,1,3/5/23,3
1.98651E+12,203812___364776,cloudbeds,3/5/23,3/7/23,475,950,2,2/28/23,5
6.86982E+12,203812___364776,cloudbeds,3/12/23,3/13/23,413,413,1,2/27/23,13
9.6032E+12,203812___364776,cloudbeds,2/27/23,3/1/23,314,628,2,2/25/23,2
8.27245E+12,203812___364776,cloudbeds,3/22/23,3/24/23,505,1010,2,2/24/23,26
1.43903E+12,203812___364776,cloudbeds,3/17/23,3/19/23,1575,3150,2,2/23/23,22
1.12936E+12,203812___364776,cloudbeds,2/22/23,2/23/23,326,326,1,2/21/23,1
3.84508E+12,203812___364776,cloudbeds,2/23/23,2/25/23,735,1470,2,2/18/23,5
6.1732E+12,203812___364776,cloudbeds,3/20/23,3/22/23,402,804,2,2/16/23,32
1.16143E+12,203812___364776,cloudbeds,2/17/23,2/19/23,1270,2540,2,2/12/23,5
3.46856E+12,203812___364776,cloudbeds,2/19/23,2/20/23,1253,1253,1,2/12/23,7
7.38073E+12,203812___364776,cloudbeds,2/13/23,2/15/23,348.5,697,2,2/9/23,4
1.8536E+12,203812___364776,cloudbeds,2/15/23,2/17/23,377,754,2,2/8/23,7
9.70111E+12,203812___364776,cloudbeds,2/12/23,2/13/23,305,305,1,2/8/23,4
7.07798E+12,203812___364776,cloudbeds,2/10/23,2/12/23,551,1102,2,2/7/23,3
2.81282E+12,203812___364776,cloudbeds,4/28/23,4/30/23,818,1636,2,2/6/23,81
9976675611983-2,203812___364776,cloudbeds,2/2/23,2/5/23,622,1866,3,2/2/23,0
5.71071E+12,203812___364776,cloudbeds,2/5/23,2/6/23,336,336,1,1/29/23,7
2.36878E+12,203812___364776,cloudbeds,1/31/23,2/1/23,326,326,1,1/29/23,2
0058479725183,203812___364776,cloudbeds,1/29/23,1/30/23,322,322,1,1/27/23,2
6.44106E+12,203812___364776,cloudbeds,3/2/23,3/5/23,722,2166,3,1/22/23,39
9.69399E+12,203812___364776,cloudbeds,1/23/23,1/26/23,279,837,3,1/12/23,11
8.94869E+12,203812___364776,cloudbeds,3/15/23,3/17/23,618,1236,2,1/12/23,62
1.56327E+12,203812___364776,cloudbeds,2/6/23,2/8/23,414,828,2,1/12/23,25
1.56498E+12,203812___364776,cloudbeds,9/18/24,9/19/24,315,315,1,9/17/24,1
6.29424E+12,203812___364776,cloudbeds,9/26/24,9/27/24,327,327,1,9/8/24,18
3.81061E+12,203812___364776,cloudbeds,9/27/24,9/29/24,1029,2058,2,9/6/24,21
2.74485E+12,203812___364776,cloudbeds,10/24/24,10/27/24,1159,3477,3,9/5/24,49
9.68786E+12,203812___364776,cloudbeds,4/21/25,4/23/25,304,608,2,9/5/24,228
2.85316E+12,203812___364776,cloudbeds,12/1/24,12/3/24,287,574,2,8/19/24,104
3.27149E+12,203812___364776,cloudbeds,11/15/24,11/17/24,1099,2198,2,8/10/24,97
3.75016E+12,203812___364776,cloudbeds,9/22/24,9/25/24,379,1137,3,8/5/24,48
1.30155E+12,203812___364776,cloudbeds,12/20/24,12/22/24,389,778,2,8/4/24,138
7.28531E+12,203812___364776,cloudbeds,10/18/24,10/20/24,749,1498,2,8/2/24,77
3.1348E+12,203812___364776,cloudbeds,11/3/24,11/8/24,417,2085,5,8/2/24,93
1.51896E+12,203812___364776,cloudbeds,10/1/24,10/5/24,634,2536,4,7/28/24,65
4.30537E+12,203812___364776,cloudbeds,10/14/24,10/16/24,455,910,2,7/25/24,81
3.24283E+12,203812___364776,cloudbeds,10/12/24,10/14/24,889,1778,2,7/21/24,83
9.04685E+12,203812___364776,cloudbeds,1/12/25,1/14/25,337,674,2,7/19/24,177
5.15624E+12,203812___364776,cloudbeds,10/7/24,10/9/24,379,758,2,7/5/24,94
5.3231E+12,203812___364776,cloudbeds,2/13/25,2/16/25,999,2997,3,6/26/24,232
1.17152E+12,203812___364776,cloudbeds,9/29/24,10/1/24,464,928,2,6/26/24,95
6.56878E+12,203812___364776,cloudbeds,9/15/24,9/18/24,312,936,3,5/13/24,125
5.72996E+12,203812___364776,cloudbeds,9/20/24,9/22/24,268,536,2,9/18/24,2
7.24518E+12,203812___364776,cloudbeds,10/17/24,10/18/24,596,596,1,9/25/24,22
2.87812E+12,203812___364776,cloudbeds,1/29/25,1/31/25,375,750,2,9/27/24,124
5.83525E+12,203812___364776,cloudbeds,12/3/24,12/5/24,304,608,2,10/4/24,60
6.83739E+12,203812___364776,cloudbeds,11/23/24,11/25/24,693.5,1387,2,10/3/24,51
2.38509E+12,203812___364776,cloudbeds,11/10/24,11/13/24,487,1461,3,10/3/24,38
4.25704E+12,203812___364776,cloudbeds,10/5/24,10/6/24,1418,1418,1,10/5/24,0
8.79169E+12,203812___364776,cloudbeds,10/11/24,10/12/24,661,661,1,10/7/24,4
8.67021E+12,203812___364776,cloudbeds,11/25/24,11/27/24,519,1038,2,10/12/24,44
9.15392E+12,203812___364776,cloudbeds,12/6/24,12/8/24,846,1692,2,10/15/24,52
6478433114482-2,203812___364776,cloudbeds,11/17/24,11/20/24,492,1476,3,10/11/24,37
7.71997E+12,203812___364776,cloudbeds,12/5/24,12/6/24,428,428,1,10/18/24,48
4.54988E+12,203812___364776,cloudbeds,10/29/24,10/31/24,364,728,2,10/22/24,7
8.83178E+12,203812___364776,cloudbeds,10/31/24,11/1/24,343,343,1,10/30/24,1
8.89148E+12,203812___364776,cloudbeds,11/21/24,11/23/24,693.5,1387,2,11/1/24,20
4.19633E+12,203812___364776,cloudbeds,11/9/24,11/10/24,690,690,1,11/4/24,5
1.96777E+12,203812___364776,cloudbeds,11/14/24,11/15/24,434,434,1,11/13/24,1
6.35942E+12,203812___364776,cloudbeds,11/1/24,11/3/24,827,1654,2,10/26/24,6
9.87272E+12,203812___364776,cloudbeds,10/27/24,10/29/24,362,724,2,10/26/24,1
4.66704E+12,203812___364776,cloudbeds,12/11/24,12/13/24,349,698,2,10/24/24,48
5.85306E+12,203812___364776,cloudbeds,11/29/24,12/1/24,1199,2398,2,11/23/24,6
2.69022E+12,203812___364776,cloudbeds,11/27/24,11/28/24,398,398,1,11/27/24,0
1.09414E+12,203812___364776,cloudbeds,11/28/24,11/29/24,407,407,1,11/26/24,2
2.36037E+12,203812___364776,cloudbeds,1/2/25,1/4/25,562,1124,2,11/29/24,34
1.36193E+12,203812___364776,cloudbeds,12/14/24,12/16/24,813.5,1627,2,12/2/24,12
6.91568E+12,203812___364776,cloudbeds,1/24/25,1/26/25,590,1180,2,12/3/24,52
7.62551E+12,203812___364776,cloudbeds,12/28/24,12/30/24,1129,2258,2,12/3/24,25
4.71714E+12,203812___364776,cloudbeds,1/14/25,1/16/25,239,478,2,12/5/24,40
5.48381E+12,203812___364776,cloudbeds,12/9/24,12/11/24,270,540,2,12/6/24,3
4.85589E+12,203812___364776,cloudbeds,1/10/25,1/12/25,559,1118,2,12/5/24,36
9.60042E+12,203812___364776,cloudbeds,1/20/25,1/21/25,379,379,1,12/8/24,43
1.41622E+12,203812___364776,cloudbeds,12/22/24,12/23/24,541,541,1,12/10/24,12
8.01151E+12,203812___364776,cloudbeds,12/17/24,12/18/24,315,315,1,12/10/24,7
3.8362E+12,203812___364776,cloudbeds,12/18/24,12/20/24,387,774,2,12/13/24,5
9.98351E+12,203812___364776,cloudbeds,5/26/25,5/28/25,445,890,2,12/16/24,161
6.654E+12,203812___364776,cloudbeds,1/27/25,1/29/25,379,758,2,12/17/24,41
7.43703E+12,203812___364776,cloudbeds,1/17/25,1/19/25,749,1498,2,12/18/24,30
7.98596E+12,203812___364776,cloudbeds,12/26/24,12/28/24,741,1482,2,12/19/24,7
8.08094E+12,203812___364776,cloudbeds,12/25/24,12/26/24,412,412,1,12/25/24,0
8.13029E+12,203812___364776,cloudbeds,2/10/25,2/12/25,329,658,2,12/29/24,43
2.19742E+12,203812___364776,cloudbeds,12/30/24,12/31/24,447,447,1,12/30/24,0
9.12607E+12,203812___364776,cloudbeds,12/31/24,1/1/25,1468,1468,1,12/29/24,2
6.8702E+12,203812___364776,cloudbeds,1/7/25,1/8/25,279,279,1,1/1/25,6
9.11139E+12,203812___364776,cloudbeds,1/1/25,1/2/25,409,409,1,1/1/25,0
5.89817E+12,203812___364776,cloudbeds,1/31/25,2/2/25,749,1498,2,12/31/24,31
8.65298E+12,203812___364776,cloudbeds,1/6/25,1/7/25,279,279,1,1/2/25,4
9.123E+12,203812___364776,cloudbeds,1/5/25,1/6/25,310,310,1,1/1/25,4
7.49252E+12,203812___364776,cloudbeds,4/28/25,4/30/25,329,658,2,1/3/25,115
2.86253E+12,203812___364776,cloudbeds,2/3/25,2/6/25,239,717,3,1/3/25,31
5.76973E+12,203812___364776,cloudbeds,1/4/25,1/5/25,593,593,1,1/2/25,2
9.25138E+12,203812___364776,cloudbeds,2/23/25,2/27/25,299,1196,4,1/5/25,49
1.43652E+12,203812___364776,cloudbeds,2/6/25,2/7/25,269,269,1,1/6/25,31
4.51773E+12,203812___364776,cloudbeds,2/17/25,2/19/25,379,758,2,1/7/25,41
4.47851E+12,203812___364776,cloudbeds,2/21/25,2/23/25,749,1498,2,1/8/25,44
4.73508E+12,203812___364776,cloudbeds,1/19/25,1/20/25,416,416,1,1/8/25,11
9.05271E+12,203812___364776,cloudbeds,1/26/25,1/27/25,416,416,1,1/10/25,16
7.97668E+12,203812___364776,cloudbeds,9/8/24,9/9/24,274,274,1,9/7/24,1
6.08814E+12,203812___364776,cloudbeds,9/7/24,9/8/24,403,403,1,9/7/24,0
5.17854E+12,203812___364776,cloudbeds,9/13/24,9/15/24,677,1354,2,9/6/24,7
7.80011E+12,203812___364776,cloudbeds,9/4/24,9/5/24,191,191,1,9/3/24,1
7.25257E+12,203812___364776,cloudbeds,8/31/24,9/1/24,745,745,1,8/30/24,1
9.00392E+12,203812___364776,cloudbeds,9/1/24,9/2/24,424,424,1,8/28/24,4
5.00996E+12,203812___364776,cloudbeds,9/5/24,9/7/24,406,812,2,8/26/24,10
1.25785E+12,203812___364776,cloudbeds,9/9/24,9/10/24,237,237,1,8/25/24,15
2.67849E+12,203812___364776,cloudbeds,8/17/24,8/18/24,341,341,1,8/16/24,1
8.62032E+12,203812___364776,cloudbeds,8/10/24,8/12/24,444,888,2,8/10/24,0
1.44043E+12,203812___364776,cloudbeds,8/20/24,8/23/24,280,840,3,8/7/24,13
5.3694E+12,203812___364776,cloudbeds,8/8/24,8/10/24,494,988,2,8/7/24,1
5.22597E+12,203812___364776,cloudbeds,8/13/24,8/14/24,299,299,1,8/5/24,8
9.31571E+12,203812___364776,cloudbeds,9/11/24,9/13/24,274,548,2,8/1/24,41
4.94056E+12,203812___364776,cloudbeds,9/10/24,9/11/24,239,239,1,7/27/24,45
4.48762E+12,203812___364776,cloudbeds,7/27/24,7/28/24,575,575,1,7/25/24,2
2.01344E+12,203812___364776,cloudbeds,8/2/24,8/4/24,280,560,2,7/24/24,9
5.89247E+12,203812___364776,cloudbeds,7/25/24,7/26/24,509,509,1,7/23/24,2
9.28436E+12,203812___364776,cloudbeds,7/24/24,7/25/24,207,207,1,7/22/24,2
3.20145E+12,203812___364776,cloudbeds,7/22/24,7/24/24,238,476,2,7/21/24,1
9.97897E+12,203812___364776,cloudbeds,7/18/24,7/20/24,251,502,2,7/17/24,1
4.91666E+12,203812___364776,cloudbeds,7/28/24,7/29/24,479,479,1,7/15/24,13
5.7591E+12,203812___364776,cloudbeds,8/14/24,8/15/24,239,239,1,7/13/24,32
9.50794E+12,203812___364776,cloudbeds,8/26/24,8/28/24,299,598,2,7/11/24,46
8.70158E+12,203812___364776,cloudbeds,7/12/24,7/14/24,289,578,2,7/11/24,1
4.79544E+12,203812___364776,cloudbeds,8/4/24,8/6/24,339,678,2,7/6/24,29
2.16289E+12,203812___364776,cloudbeds,7/6/24,7/7/24,582,582,1,7/6/24,0
1.10438E+12,203812___364776,cloudbeds,7/2/24,7/3/24,235,235,1,7/2/24,0
7.27477E+12,203812___364776,cloudbeds,7/3/24,7/4/24,379,379,1,6/28/24,5
5.82849E+12,203812___364776,cloudbeds,7/4/24,7/6/24,781,1562,2,6/27/24,7
4.33824E+12,203812___364776,cloudbeds,6/21/24,6/23/24,470,940,2,6/21/24,0
4.50102E+12,203812___364776,cloudbeds,7/17/24,7/18/24,381,381,1,6/18/24,29
2.69813E+12,203812___364776,cloudbeds,6/18/24,6/19/24,300,300,1,6/18/24,0
6.64305E+12,203812___364776,cloudbeds,6/14/24,6/16/24,676,1352,2,6/13/24,1
8.82064E+12,203812___364776,cloudbeds,6/8/24,6/9/24,503,503,1,6/8/24,0
3.7679E+12,203812___364776,cloudbeds,6/26/24,6/28/24,379,758,2,6/7/24,19
5.0643E+12,203812___364776,cloudbeds,6/23/24,6/24/24,549,549,1,6/5/24,18
1.06667E+12,203812___364776,cloudbeds,6/11/24,6/12/24,335,335,1,6/3/24,8
2.86079E+12,203812___364776,cloudbeds,6/1/24,6/2/24,587,587,1,6/1/24,0
6.10767E+12,203812___364776,cloudbeds,6/12/24,6/14/24,435,870,2,5/27/24,16
1.00127E+12,203812___364776,cloudbeds,8/25/24,8/26/24,455,455,1,5/21/24,96
7.9917E+12,203812___364776,cloudbeds,7/9/24,7/11/24,287,574,2,5/15/24,55
4.84672E+12,203812___364776,cloudbeds,5/10/24,5/11/24,467,467,1,5/10/24,0
1.93806E+12,203812___364776,cloudbeds,5/18/24,5/20/24,919,1838,2,5/6/24,12
1.7433E+12,203812___364776,cloudbeds,6/16/24,6/18/24,429,858,2,5/1/24,46
5.79958E+12,203812___364776,cloudbeds,5/12/24,5/13/24,459,459,1,4/30/24,12
5.16939E+12,203812___364776,cloudbeds,5/16/24,5/17/24,1838,1838,1,4/29/24,17
8.26988E+12,203812___364776,cloudbeds,9/2/24,9/4/24,389,778,2,4/15/24,140
3.01242E+12,203812___364776,cloudbeds,5/1/24,5/3/24,424,848,2,4/15/24,16
5.50866E+12,203812___364776,cloudbeds,2/9/25,2/10/25,361,361,1,1/11/25,29
9.66565E+12,203812___364776,cloudbeds,2/12/25,2/13/25,329,329,1,1/12/25,31
4.41754E+12,203812___364776,cloudbeds,3/31/25,4/3/25,329,987,3,1/13/25,77
2.60179E+12,203812___364776,cloudbeds,4/11/25,4/13/25,999,1998,2,1/14/25,87
3.71361E+12,203812___364776,cloudbeds,3/2/25,3/5/25,345.6666666666667,1037,3,1/15/25,46
7.91988E+12,203812___364776,cloudbeds,10/11/25,10/13/25,889,1778,2,1/21/25,263
1.94929E+12,203812___364776,cloudbeds,2/16/25,2/17/25,386,386,1,1/24/25,23
5.1779E+12,203812___364776,cloudbeds,2/7/25,2/9/25,997,1994,2,1/26/25,12
9.24364E+12,203812___364776,cloudbeds,6/23/25,6/26/25,378,1134,3,1/26/25,148
7.63801E+12,203812___364776,cloudbeds,3/16/25,3/18/25,518.5,1037,2,1/29/25,46
3.57693E+12,203812___364776,cloudbeds,3/9/25,3/11/25,523.5,1047,2,2/6/25,31
9.63318E+12,203812___364776,cloudbeds,5/12/25,5/14/25,454,908,2,2/7/25,94
5.47062E+12,203812___364776,cloudbeds,2/28/25,3/2/25,989,1978,2,2/9/25,19
8.65351E+12,203812___364776,cloudbeds,2/27/25,2/28/25,274,274,1,2/11/25,16
1.74397E+12,203812___364776,cloudbeds,3/18/25,3/21/25,512.6666666666666,1538,3,2/13/25,33
1.42661E+12,203812___364776,cloudbeds,6/30/25,7/2/25,345,690,2,2/21/25,129
5.89442E+12,203812___364776,cloudbeds,3/14/25,3/16/25,1267,2534,2,2/23/25,19
6.77898E+12,203812___364776,cloudbeds,4/9/25,4/11/25,448,896,2,2/28/25,40
1.55002E+12,203812___364776,cloudbeds,3/21/25,3/22/25,1030,1030,1,2/27/25,22
1.95491E+12,203812___364776,cloudbeds,3/11/25,3/13/25,493,986,2,2/27/25,12
9.88438E+12,203812___364776,cloudbeds,3/6/25,3/7/25,454,454,1,2/28/25,6
9.29701E+12,203812___364776,cloudbeds,3/7/25,3/9/25,842,1684,2,3/1/25,6
2.87845E+12,203812___364776,cloudbeds,12/4/25,12/7/25,579.3333333333334,1738,3,3/1/25,278
5.35345E+12,203812___364776,cloudbeds,4/4/25,4/6/25,1310,2620,2,3/3/25,32
9.91915E+12,203812___364776,cloudbeds,3/13/25,3/14/25,478,478,1,3/3/25,10
7.25304E+12,203812___364776,cloudbeds,7/11/25,7/13/25,921,1842,2,3/6/25,127
6.67398E+12,203812___364776,cloudbeds,6/16/25,6/18/25,423,846,2,3/9/25,99
5.03117E+12,203812___364776,cloudbeds,3/28/25,3/30/25,975,1950,2,3/10/25,18
2.53841E+12,203812___364776,cloudbeds,7/6/25,7/8/25,404,808,2,3/10/25,118
6.42693E+12,203812___364776,cloudbeds,7/13/25,7/15/25,355.5,711,2,3/12/25,123
4.99258E+12,203812___364776,cloudbeds,6/8/25,6/12/25,421,1684,4,3/14/25,86
1.58465E+12,203812___364776,cloudbeds,3/24/25,3/25/25,283,283,1,3/16/25,8
8.94418E+12,203812___364776,cloudbeds,3/22/25,3/24/25,716,1432,2,3/16/25,6
8.88585E+12,203812___364776,cloudbeds,4/3/25,4/4/25,349,349,1,3/17/25,17
4.02597E+12,203812___364776,cloudbeds,3/25/25,3/27/25,289,578,2,3/19/25,6
1.1409E+12,203812___364776,cloudbeds,7/18/25,7/20/25,726,1452,2,3/20/25,120
8.27536E+12,203812___364776,cloudbeds,8/1/25,8/3/25,545,1090,2,3/23/25,131
3.30959E+12,203812___364776,cloudbeds,5/1/25,5/4/25,1038.6666666666667,3116,3,3/27/25,35
5.735E+12,203812___364776,cloudbeds,3/30/25,3/31/25,296,296,1,3/28/25,2
1.65807E+12,203812___364776,cloudbeds,5/28/25,5/30/25,497,994,2,3/28/25,61
3.57348E+12,203812___364776,cloudbeds,4/23/25,4/24/25,489,489,1,3/29/25,25
3.9709E+12,203812___364776,cloudbeds,4/16/25,4/17/25,307,307,1,4/1/25,15
8.31064E+12,203812___364776,cloudbeds,10/27/25,10/31/25,409.5,1638,4,4/2/25,208
4.75349E+12,203812___364776,cloudbeds,4/8/25,4/9/25,378,378,1,4/3/25,5
3.90655E+12,203812___364776,cloudbeds,5/24/25,5/26/25,1110,2220,2,4/3/25,51
3.26339E+12,203812___364776,cloudbeds,7/21/25,7/24/25,379,1137,3,4/3/25,109
8.14864E+12,203812___364776,cloudbeds,4/15/25,4/16/25,409,409,1,4/4/25,11
3.92847E+12,203812___364776,cloudbeds,4/14/25,4/15/25,307,307,1,4/5/25,9
1.29788E+12,203812___364776,cloudbeds,5/20/25,5/22/25,445,890,2,4/10/25,40
6.02953E+12,203812___364776,cloudbeds,4/25/25,4/27/25,1013,2026,2,4/10/25,15
3.60763E+12,203812___364776,cloudbeds,4/18/25,4/20/25,801,1602,2,4/12/25,6
1.58669E+12,203812___364776,cloudbeds,6/1/25,6/3/25,414,828,2,4/12/25,50
3.84745E+12,203812___364776,cloudbeds,4/27/25,4/28/25,394,394,1,4/14/25,13
3.72845E+12,203812___364776,cloudbeds,4/17/25,4/18/25,336,336,1,4/15/25,2
7.72813E+12,203812___364776,cloudbeds,5/17/25,5/19/25,776.5,1553,2,4/16/25,31
9.99189E+12,203812___364776,cloudbeds,4/20/25,4/21/25,279,279,1,4/18/25,2
1.34913E+12,203812___364776,cloudbeds,4/24/25,4/25/25,279,279,1,4/23/25,1
1.1861E+12,203812___364778,cloudbeds,7/8/24,7/10/24,389,778,2,4/28/24,71
1.1509E+12,203812___364778,cloudbeds,6/5/24,6/7/24,296.5,593,2,4/28/24,38
3.73899E+12,203812___364778,cloudbeds,4/28/24,4/30/24,221,442,2,4/28/24,0
7.09576E+12,203812___364778,cloudbeds,6/13/24,6/14/24,528,528,1,4/27/24,47
