Reservation ID,Listing ID,PMS Name,Start Date,End Date,Nightly Amount,Rental Revenue,No. of Days,Booked Date,Lead Time
11832320,278915,ownerrez,10/25/24,10/27/24,700,1400,2,9/25/24,30
11881012,278915,ownerrez,11/15/24,11/17/24,799,1598,2,10/1/24,45
11980789,278915,ownerrez,11/1/24,11/3/24,799,1598,2,10/14/24,18
11986070,278915,ownerrez,11/10/24,11/13/24,279,837,3,10/14/24,27
11996881,278915,ownerrez,12/20/24,12/22/24,799,1598,2,10/16/24,65
12027882,278915,ownerrez,10/24/24,10/25/24,259,259,1,10/21/24,3
12027115,278915,ownerrez,11/3/24,11/6/24,272.3333333,817,3,10/20/24,14
12035714,278915,ownerrez,2/24/25,2/27/25,189,567,3,10/22/24,125
12058965,278915,ownerrez,11/6/24,11/8/24,279,558,2,10/24/24,13
12078223,278915,ownerrez,11/13/24,11/15/24,326.5,653,2,10/28/24,16
12152298,278915,ownerrez,1/10/25,1/12/25,299,598,2,11/6/24,65
12151259,278915,ownerrez,11/20/24,11/22/24,499,998,2,11/6/24,14
12197109,278915,ownerrez,11/25/24,11/29/24,389,1556,4,11/12/24,13
12193380,278915,ownerrez,11/23/24,11/25/24,539,1078,2,11/11/24,12
12229110,278915,ownerrez,12/12/24,12/15/24,699,2097,3,11/17/24,25
12236765,278915,ownerrez,11/22/24,11/23/24,499,499,1,11/18/24,4
12296700,278915,ownerrez,1/12/25,1/14/25,199,398,2,11/27/24,46
12302639,278915,ownerrez,11/29/24,12/1/24,299,598,2,11/28/24,1
12356403,278915,ownerrez,1/14/25,1/16/25,189,378,2,12/6/24,39
12365278,278915,ownerrez,1/2/25,1/4/25,406,812,2,12/8/24,25
12414242,278915,ownerrez,1/24/25,1/26/25,299,598,2,12/16/24,39
12424245,278915,ownerrez,1/16/25,1/18/25,406,812,2,12/17/24,30
12432387,278915,ownerrez,2/3/25,2/5/25,189,378,2,12/18/24,47
12437353,278915,ownerrez,5/14/25,5/18/25,594,2376,4,12/19/24,146
12455722,278915,ownerrez,12/28/24,12/30/24,434,868,2,12/22/24,6
12455604,278915,ownerrez,2/7/25,2/9/25,449,898,2,12/22/24,47
12469672,278915,ownerrez,1/26/25,1/29/25,195.6666667,587,3,12/25/24,32
12470192,278915,ownerrez,1/31/25,2/2/25,299,598,2,12/25/24,37
12475152,278915,ownerrez,12/27/24,12/28/24,289.35,289.35,1,12/26/24,1
12493391,278915,ownerrez,1/4/25,1/6/25,289,578,2,12/28/24,7
12516527,278915,ownerrez,2/10/25,2/12/25,189,378,2,12/30/24,42
12521318,278915,ownerrez,2/14/25,2/17/25,538.3333333,1615,3,12/31/24,45
12525958,278915,ownerrez,4/7/25,4/9/25,276,552,2,12/31/24,97
12594343,278915,ownerrez,4/18/25,4/20/25,799,1598,2,1/9/25,99
12628034,278915,ownerrez,3/24/25,3/27/25,289,867,3,1/12/25,71
12662688,278915,ownerrez,1/29/25,1/30/25,189,189,1,1/16/25,13
12657801,278915,ownerrez,3/12/25,3/14/25,193.125,386.25,2,1/15/25,56
12689796,278915,ownerrez,3/17/25,3/19/25,470.5,941,2,1/18/25,58
12707951,278915,ownerrez,3/10/25,3/12/25,289,578,2,1/21/25,48
12714876,278915,ownerrez,3/19/25,3/21/25,399,798,2,1/22/25,56
12733378,278915,ownerrez,5/5/25,5/8/25,356,1068,3,1/24/25,101
12749627,278915,ownerrez,6/2/25,6/4/25,371,742,2,1/25/25,128
12813688,278915,ownerrez,2/12/25,2/14/25,221,442,2,1/31/25,12
12842421,278915,ownerrez,3/28/25,3/30/25,626,1252,2,2/3/25,53
12847308,278915,ownerrez,2/5/25,2/7/25,205.5,411,2,2/4/25,1
12888689,278915,ownerrez,3/3/25,3/5/25,284,568,2,2/8/25,23
12884533,278915,ownerrez,2/17/25,2/19/25,212.5,425,2,2/7/25,10
12907994,278915,ownerrez,4/30/25,5/2/25,403.5,807,2,2/10/25,79
12943769,278915,ownerrez,2/28/25,3/3/25,394.6666667,1184,3,2/14/25,14
12957813,278915,ownerrez,6/6/25,6/8/25,824,1648,2,2/16/25,110
12975566,278915,ownerrez,10/30/25,11/2/25,645,1935,3,2/18/25,254
12974025,278915,ownerrez,3/21/25,3/23/25,783,1566,2,2/17/25,32
12984384,278915,ownerrez,3/7/25,3/9/25,621,1242,2,2/19/25,16
12995366,278915,ownerrez,10/20/25,10/22/25,321,642,2,2/20/25,242
13042196,278915,ownerrez,4/27/25,4/30/25,346,1038,3,2/24/25,62
13124396,278915,ownerrez,4/13/25,4/15/25,409,818,2,3/4/25,40
13125507,278915,ownerrez,5/21/25,5/23/25,429,858,2,3/4/25,78
13173847,278915,ownerrez,3/9/25,3/10/25,249,249,1,3/9/25,0
13196240,278915,ownerrez,9/5/25,9/7/25,609,1218,2,3/11/25,178
13222635,278915,ownerrez,7/1/25,7/3/25,485,970,2,3/14/25,109
13220484,278915,ownerrez,3/15/25,3/17/25,472.5,945,2,3/13/25,2
13267999,278915,ownerrez,4/4/25,4/6/25,886,1772,2,3/18/25,17
13278377,278915,ownerrez,3/23/25,3/24/25,229,229,1,3/19/25,4
13297051,278915,ownerrez,7/9/25,7/11/25,470.5,941,2,3/21/25,110
13343349,278915,ownerrez,4/2/25,4/4/25,379.5,759,2,3/25/25,8
13368234,278915,ownerrez,8/4/25,8/7/25,390,1170,3,3/28/25,129
13423962,278915,ownerrez,4/25/25,4/27/25,886,1772,2,4/3/25,22
13422573,278915,ownerrez,7/31/25,8/3/25,676.6666667,2030,3,4/2/25,120
13437617,278915,ownerrez,6/9/25,6/11/25,442,884,2,4/4/25,66
13477818,278915,ownerrez,4/11/25,4/13/25,979,1958,2,4/8/25,3
13477455,278915,ownerrez,4/16/25,4/18/25,244,488,2,4/8/25,8
13524448,278915,ownerrez,7/4/25,7/7/25,835,2505,3,4/13/25,82
13558661,278915,ownerrez,6/13/25,6/16/25,934.6666667,2804,3,4/17/25,57
13575170,278915,ownerrez,6/25/25,6/27/25,471.5,943,2,4/19/25,67
13602955,278915,ownerrez,4/24/25,4/25/25,233,233,1,4/22/25,2
10868485,303587,ownerrez,6/10/24,6/11/24,455,455,1,5/31/24,10
10822033,303587,ownerrez,8/14/24,8/18/24,461,1844,4,5/26/24,80
10754937,303587,ownerrez,5/18/24,5/20/24,143,286,2,5/17/24,1
10747037,303587,ownerrez,8/20/24,8/22/24,287,574,2,5/16/24,96
10738828,303587,ownerrez,5/16/24,5/17/24,212,212,1,5/15/24,1
10736524,303587,ownerrez,6/7/24,6/8/24,599,599,1,5/15/24,23
10717538,303587,ownerrez,5/30/24,6/1/24,485,970,2,5/13/24,17
10703282,303587,ownerrez,8/24/24,8/26/24,479,958,2,5/11/24,105
10646831,303587,ownerrez,5/13/24,5/15/24,212,424,2,5/5/24,8
10570296,303587,ownerrez,7/15/24,7/19/24,507.5,2030,4,4/25/24,81
10540828,303587,ownerrez,5/9/24,5/11/24,439,878,2,4/22/24,17
10515952,303587,ownerrez,6/11/24,6/14/24,455,1365,3,4/19/24,53
10510360,303587,ownerrez,6/14/24,6/17/24,399.3333333,1198,3,4/19/24,56
10479700,303587,ownerrez,5/28/24,5/30/24,379,758,2,4/15/24,43
10455530,303587,ownerrez,9/6/24,9/8/24,499,998,2,4/12/24,147
10450113,303587,ownerrez,4/25/24,4/26/24,249,249,1,4/11/24,14
10419342,303587,ownerrez,6/29/24,7/1/24,514,1028,2,4/7/24,83
10403249,303587,ownerrez,4/5/24,4/7/24,299,598,2,4/5/24,0
10386924,303587,ownerrez,6/26/24,6/28/24,299,598,2,4/3/24,84
10359633,303587,ownerrez,7/23/24,7/26/24,350,1050,3,3/30/24,115
10341069,303587,ownerrez,5/23/24,5/26/24,304.1666667,912.5,3,3/28/24,56
10340599,303587,ownerrez,6/5/24,6/7/24,269,538,2,3/28/24,69
10340290,303587,ownerrez,5/26/24,5/28/24,269,538,2,3/28/24,59
10295869,303587,ownerrez,4/28/24,4/30/24,244,488,2,3/22/24,37
10294862,303587,ownerrez,4/11/24,4/14/24,432.3333333,1297,3,3/22/24,20
10292662,303587,ownerrez,6/8/24,6/10/24,339,678,2,3/22/24,78
10278592,303587,ownerrez,5/11/24,5/13/24,339,678,2,3/20/24,52
10252491,303587,ownerrez,4/14/24,4/16/24,279,558,2,3/18/24,27
10246143,303587,ownerrez,6/20/24,6/25/24,321,1605,5,3/17/24,95
10245689,303587,ownerrez,7/4/24,7/6/24,339,678,2,3/17/24,109
10217431,303587,ownerrez,4/26/24,4/28/24,499,998,2,3/13/24,44
10212465,303587,ownerrez,4/23/24,4/25/24,279,558,2,3/13/24,41
10207464,303587,ownerrez,5/3/24,5/5/24,399,798,2,3/12/24,52
10142358,303587,ownerrez,4/21/24,4/23/24,279,558,2,3/5/24,47
10088416,303587,ownerrez,3/4/24,3/7/24,283,849,3,2/27/24,6
9862486,303587,ownerrez,2/13/24,2/15/24,189,378,2,2/3/24,10
9712710,303587,ownerrez,3/18/24,3/20/24,276,552,2,1/19/24,59
9688640,303587,ownerrez,3/8/24,3/10/24,299,598,2,1/16/24,52
9618845,303587,ownerrez,2/9/24,2/11/24,299,598,2,1/9/24,31
9591261,303587,ownerrez,3/24/24,3/26/24,256.7,513.4,2,1/6/24,78
9574192,303587,ownerrez,1/5/24,1/8/24,197,591,3,1/4/24,1
9547478,303587,ownerrez,1/12/24,1/15/24,372.3333333,1117,3,12/31/23,12
9545998,303587,ownerrez,12/31/23,1/1/24,279,279,1,12/31/23,0
9512818,303587,ownerrez,1/1/24,1/3/24,181.5,363,2,12/26/23,6
9511935,303587,ownerrez,1/26/24,1/28/24,299,598,2,12/26/23,31
9457702,303587,ownerrez,12/22/23,12/25/23,266,798,3,12/16/23,6
9326179,303587,ownerrez,12/1/23,12/3/23,299,598,2,11/26/23,5
9307510,303587,ownerrez,11/22/23,11/24/23,209,418,2,11/22/23,0
9241152,303587,ownerrez,11/13/23,11/15/23,189,378,2,11/10/23,3
9211989,303587,ownerrez,11/21/23,11/22/23,189,189,1,11/6/23,15
9208987,303587,ownerrez,11/10/23,11/12/23,349,698,2,11/6/23,4
9207875,303587,ownerrez,11/19/23,11/21/23,239,478,2,11/6/23,13
9197917,303587,ownerrez,11/4/23,11/5/23,289,289,1,11/4/23,0
9148794,303587,ownerrez,12/13/23,12/14/23,250,250,1,10/27/23,47
9136459,303587,ownerrez,10/26/23,10/27/23,159,159,1,10/26/23,0
9120292,303587,ownerrez,10/29/23,11/4/23,252.5,1515,6,10/23/23,6
9101415,303587,ownerrez,11/6/23,11/9/23,159,477,3,10/20/23,17
9100349,303587,ownerrez,10/22/23,10/24/23,174,348,2,10/20/23,2
8935509,303587,ownerrez,9/30/23,10/2/23,194,388,2,10/1/23,-1
8934878,303587,ownerrez,10/20/23,10/22/23,679,1358,2,9/30/23,20
8904761,303587,ownerrez,10/7/23,10/9/23,566.5,1133,2,9/28/23,9
8877467,303587,ownerrez,10/13/23,10/15/23,574,1148,2,9/24/23,19
8736283,303587,ownerrez,4/18/24,4/21/24,699,2097,3,9/6/23,225
8710350,303587,ownerrez,9/8/23,9/10/23,375,750,2,9/3/23,5
8677546,303587,ownerrez,9/3/23,9/4/23,199,199,1,8/30/23,4
8644990,303587,ownerrez,8/25/23,8/27/23,189,378,2,8/25/23,0
8623946,303587,ownerrez,9/1/23,9/3/23,329,658,2,8/23/23,9
8620355,303587,ownerrez,10/10/23,10/12/23,288,576,2,8/23/23,48
8515369,303587,ownerrez,8/11/23,8/13/23,239,478,2,8/10/23,1
8477191,303587,ownerrez,8/6/23,8/8/23,189,378,2,8/5/23,1
8455130,303587,ownerrez,9/21/23,9/24/23,346.3333333,1039,3,8/2/23,50
8441518,303587,ownerrez,8/18/23,8/20/23,325,650,2,7/31/23,18
8430554,303587,ownerrez,8/4/23,8/6/23,279,558,2,7/29/23,6
8400917,303587,ownerrez,9/25/23,9/26/23,209,209,1,7/25/23,62
8364781,303587,ownerrez,7/21/23,7/23/23,249,498,2,7/19/23,2
8362303,303587,ownerrez,7/27/23,7/30/23,265.6666667,797,3,7/19/23,8
8283771,303587,ownerrez,7/8/23,7/10/23,189,378,2,7/7/23,1
8280007,303587,ownerrez,7/7/23,7/8/23,179,179,1,7/7/23,0
8278437,303587,ownerrez,7/14/23,7/18/23,279,1116,4,7/6/23,8
8182714,303587,ownerrez,6/30/23,7/1/23,259,259,1,6/22/23,8
8180508,303587,ownerrez,6/23/23,6/25/23,292,584,2,6/22/23,1
8140336,303587,ownerrez,6/15/23,6/16/23,159,159,1,6/15/23,0
8124918,303587,ownerrez,6/16/23,6/17/23,223,223,1,6/14/23,2
8120768,303587,ownerrez,9/15/23,9/17/23,-25.005,-50.01,2,6/13/23,94
8101460,303587,ownerrez,6/10/23,6/11/23,229,229,1,6/10/23,0
8041690,303587,ownerrez,6/3/23,6/5/23,219,438,2,6/3/23,0
8020087,303587,ownerrez,6/13/23,6/14/23,159,159,1,5/31/23,13
7923370,303587,ownerrez,10/4/23,10/6/23,269.5,539,2,5/17/23,140
7867028,303587,ownerrez,6/19/23,6/21/23,189,378,2,5/11/23,39
7841266,303587,ownerrez,5/8/23,5/9/23,189,189,1,5/8/23,0
7649722,303587,ownerrez,6/17/23,6/19/23,315.775,631.55,2,4/16/23,62
7592293,303587,ownerrez,4/21/23,4/23/23,333.75,667.5,2,4/8/23,13
7492266,303587,ownerrez,7/1/23,7/6/23,355,1775,5,3/27/23,96
7452006,303587,ownerrez,3/24/23,3/26/23,350,700,2,3/21/23,3
7402434,303587,ownerrez,3/30/23,4/1/23,337.5,675,2,3/13/23,17
7363255,303587,ownerrez,3/15/23,3/17/23,325,650,2,3/8/23,7
7286023,303587,ownerrez,4/1/23,4/3/23,337.5,675,2,2/26/23,34
7285929,303587,ownerrez,3/12/23,3/15/23,308.3333333,925,3,2/26/23,14
7284564,303587,ownerrez,5/25/23,5/29/23,362.5,1450,4,2/26/23,88
7246122,303587,ownerrez,2/25/23,2/26/23,300,300,1,2/21/23,4
7202346,303587,ownerrez,4/5/23,4/8/23,348.3333333,1045,3,2/14/23,50
7191548,303587,ownerrez,3/2/23,3/6/23,218.75,875,4,2/12/23,18
7180859,303587,ownerrez,2/19/23,2/20/23,275,275,1,2/10/23,9
7149750,303587,ownerrez,2/27/23,3/1/23,275,550,2,2/7/23,20
7107123,303587,ownerrez,5/19/23,5/22/23,366.6666667,1100,3,2/4/23,104
7098714,303587,ownerrez,2/3/23,2/5/23,300,600,2,2/3/23,0
6963099,303587,ownerrez,3/10/23,3/12/23,300,600,2,1/21/23,48
6957498,303587,ownerrez,1/27/23,1/29/23,375,750,2,1/21/23,6
6956822,303587,ownerrez,5/12/23,5/14/23,375,750,2,1/20/23,112
6931292,303587,ownerrez,10/27/23,10/29/23,375,750,2,1/17/23,283
6920853,303587,ownerrez,3/27/23,3/29/23,325,650,2,1/15/23,71
6886306,303587,ownerrez,2/10/23,2/12/23,300,600,2,1/10/23,31
6883978,303587,ownerrez,6/25/23,6/27/23,350,700,2,1/10/23,166
6883351,303587,ownerrez,5/4/23,5/7/23,200,600,3,1/10/23,114
6868200,303587,ownerrez,2/17/23,2/19/23,300,600,2,1/8/23,40
6857665,303587,ownerrez,1/14/23,1/16/23,292.41,584.82,2,1/6/23,8
6854575,303587,ownerrez,2/22/23,2/25/23,283.3333333,850,3,1/6/23,47
6785028,303587,ownerrez,1/6/23,1/8/23,375,750,2,12/25/22,12
6763771,303587,ownerrez,1/24/23,1/26/23,280,560,2,12/19/22,36
6738796,303587,ownerrez,1/20/23,1/22/23,300,600,2,12/14/22,37
6728399,303587,ownerrez,12/19/22,12/22/22,350,1050,3,12/12/22,7
6714666,303587,ownerrez,4/28/23,4/30/23,375,750,2,12/9/22,140
6679153,303587,ownerrez,12/29/22,1/1/23,16.66666667,50,3,12/4/22,25
6676858,303587,ownerrez,4/14/23,4/16/23,375,750,2,12/3/22,132
6519381,303587,ownerrez,11/4/22,11/6/22,431,862,2,11/1/22,3
6480077,303587,ownerrez,12/16/22,12/18/22,375,750,2,10/25/22,52
6470018,303587,ownerrez,11/20/22,11/22/22,350,700,2,10/23/22,28
6442381,303587,ownerrez,10/26/22,10/28/22,282.03,564.06,2,10/17/22,9
6410405,303587,ownerrez,10/18/22,10/20/22,300,600,2,10/10/22,8
6364324,303587,ownerrez,10/16/22,10/18/22,291.875,583.75,2,10/2/22,14
6336420,303587,ownerrez,11/18/22,11/20/22,375,750,2,9/26/22,53
6215961,303587,ownerrez,9/3/22,9/5/22,417,834,2,9/3/22,0
6165905,303587,ownerrez,9/1/22,9/3/22,312.5,625,2,8/25/22,7
6158452,303587,ownerrez,9/11/22,9/13/22,300,600,2,8/25/22,17
6128752,303587,ownerrez,8/28/22,8/30/22,200,400,2,8/20/22,8
6030553,303587,ownerrez,9/30/22,10/2/22,375,750,2,8/3/22,58
6019495,303587,ownerrez,8/7/22,8/9/22,350,700,2,8/1/22,6
6005042,303587,ownerrez,8/26/22,8/28/22,375,750,2,7/29/22,28
5966885,303587,ownerrez,12/9/22,12/11/22,350,700,2,7/24/22,138
5956202,303587,ownerrez,7/22/22,7/24/22,302.795,605.59,2,7/22/22,0
5850984,303587,ownerrez,8/18/22,8/21/22,366.6666667,1100,3,7/2/22,47
5826429,303587,ownerrez,7/18/22,7/20/22,350,700,2,6/27/22,21
5819749,303587,ownerrez,10/28/22,10/30/22,350,700,2,6/25/22,125
5802178,303587,ownerrez,10/21/22,10/23/22,350,700,2,6/22/22,121
5772727,303587,ownerrez,9/8/22,9/11/22,366.6666667,1100,3,6/15/22,85
5761998,303587,ownerrez,8/13/22,8/15/22,362.5,725,2,6/13/22,61
5739420,303587,ownerrez,6/8/22,6/9/22,350,350,1,6/8/22,0
5734138,303587,ownerrez,6/24/22,6/25/22,275,275,1,6/7/22,17
5731649,303587,ownerrez,7/16/22,7/18/22,312.5,625,2,6/7/22,39
5731383,303587,ownerrez,9/16/22,9/18/22,375,750,2,6/7/22,101
5728636,303587,ownerrez,11/12/22,11/14/22,337.5,675,2,6/6/22,159
5727300,303587,ownerrez,7/24/22,7/27/22,350,1050,3,6/6/22,48
5725609,303587,ownerrez,7/11/22,7/14/22,350,1050,3,6/6/22,35
5723824,303587,ownerrez,8/5/22,8/7/22,375,750,2,6/5/22,61
5723687,303587,ownerrez,6/19/22,6/24/22,350,1750,5,6/5/22,14
5720526,303587,ownerrez,6/25/22,6/27/22,312.5,625,2,6/4/22,21
5719644,303587,ownerrez,9/24/22,9/26/22,362.5,725,2,6/4/22,112
5718403,303587,ownerrez,7/20/22,7/22/22,300,600,2,6/3/22,47
5704632,303587,ownerrez,7/1/22,7/5/22,350,1400,4,6/2/22,29
5701968,303587,ownerrez,8/21/22,8/24/22,350,1050,3,6/1/22,81
5696232,303587,ownerrez,7/5/22,7/10/22,360,1800,5,5/31/22,35
5675787,303587,ownerrez,6/16/22,6/19/22,366.6666667,1100,3,5/28/22,19
5673132,303587,ownerrez,10/6/22,10/9/22,366.6666667,1100,3,5/27/22,132
5672291,303587,ownerrez,10/13/22,10/16/22,366.6666667,1100,3,5/27/22,139
5670849,303587,ownerrez,7/29/22,7/31/22,325,650,2,5/27/22,63
5567692,303587,ownerrez,6/14/22,6/16/22,350,700,2,5/7/22,38
5565542,303587,ownerrez,6/3/22,6/5/22,289.8,579.6,2,5/7/22,27
5537790,303587,ownerrez,6/10/22,6/12/22,332.4,664.8,2,4/30/22,41
5475792,303587,ownerrez,5/6/22,5/8/22,350,700,2,4/17/22,19
5473312,303587,ownerrez,4/29/22,5/1/22,350,700,2,4/17/22,12
5452116,303587,ownerrez,5/20/22,5/22/22,350,700,2,4/11/22,39
5328623,303587,ownerrez,5/14/22,5/16/22,350,700,2,3/23/22,52
5322216,303587,ownerrez,4/22/22,4/24/22,350,700,2,3/22/22,31
5228771,303587,ownerrez,4/15/22,4/17/22,350,700,2,3/3/22,43
5220809,303587,ownerrez,4/10/22,4/12/22,325,650,2,3/1/22,40
5219349,303587,ownerrez,3/15/22,3/17/22,325,650,2,3/1/22,14
5216149,303587,ownerrez,4/8/22,4/10/22,350,700,2,2/28/22,39
5149342,303587,ownerrez,3/3/22,3/5/22,337.5,675,2,2/14/22,17
5133435,303587,ownerrez,5/27/22,5/30/22,333.3333333,1000,3,2/10/22,106
5111479,303587,ownerrez,2/16/22,2/18/22,300,600,2,2/6/22,10
5096097,303587,ownerrez,3/11/22,3/13/22,350,700,2,2/2/22,37
5042146,303587,ownerrez,2/18/22,2/20/22,325,650,2,1/23/22,26
5037867,303587,ownerrez,2/23/22,2/26/22,308.3333333,925,3,1/22/22,32
5021904,303587,ownerrez,2/26/22,2/28/22,300,600,2,1/19/22,38
4998672,303587,ownerrez,2/7/22,2/9/22,300,600,2,1/15/22,23
4965546,303587,ownerrez,10/23/22,10/26/22,325,975,3,1/9/22,287
4899290,303587,ownerrez,1/7/22,1/9/22,325,650,2,12/24/21,14
4898986,303587,ownerrez,12/31/21,1/3/22,316.6666667,950,3,12/24/21,7
4879113,303587,ownerrez,12/29/21,12/31/21,300,600,2,12/19/21,10
4854725,303587,ownerrez,12/19/21,12/20/21,300,300,1,12/13/21,6
4848476,303587,ownerrez,1/26/22,1/28/22,300,600,2,12/10/21,47
4836951,303587,ownerrez,1/28/22,1/30/22,325,650,2,12/7/21,52
4833318,303587,ownerrez,3/25/22,3/27/22,325,650,2,12/5/21,110
4758896,303587,ownerrez,12/20/21,12/23/21,308.3333333,925,3,11/13/21,37
4748759,303587,ownerrez,1/21/22,1/23/22,325,650,2,11/10/21,72
4704356,303587,ownerrez,12/17/21,12/19/21,350,700,2,10/30/21,48
4657518,303587,ownerrez,11/28/21,12/1/21,300,900,3,10/22/21,37
4621005,303587,ownerrez,10/31/21,11/2/21,300,600,2,10/12/21,19
4609347,303587,ownerrez,11/12/21,11/14/21,350,700,2,10/9/21,34
4609113,303587,ownerrez,4/1/22,4/3/22,350,700,2,10/8/21,175
4606038,303587,ownerrez,10/11/21,10/15/21,300,1200,4,10/8/21,3
4559414,303587,ownerrez,10/24/21,10/25/21,300,300,1,9/25/21,29
4542854,303587,ownerrez,1/14/22,1/17/22,316.6666667,950,3,9/21/21,115
4490318,303587,ownerrez,10/19/21,10/21/21,300,600,2,9/6/21,43
4473821,303587,ownerrez,9/7/21,9/9/21,300,600,2,9/1/21,6
4453719,303587,ownerrez,3/21/22,3/25/22,325,1300,4,8/26/21,207
4443592,303587,ownerrez,3/18/22,3/20/22,325,650,2,8/24/21,206
4442579,303587,ownerrez,10/25/21,10/27/21,300,600,2,8/24/21,62
4441468,303587,ownerrez,11/21/21,11/24/21,300,900,3,8/23/21,90
4432426,303587,ownerrez,10/27/21,10/29/21,300,600,2,8/20/21,68
4414691,303587,ownerrez,8/22/21,8/24/21,300,600,2,8/16/21,6
4389311,303587,ownerrez,9/24/21,9/25/21,315,315,1,8/9/21,46
4344532,303587,ownerrez,9/1/21,9/3/21,300,600,2,7/28/21,35
4341772,303587,ownerrez,8/8/21,8/11/21,300,900,3,7/28/21,11
4322387,303587,ownerrez,11/25/21,11/28/21,333.3333333,1000,3,7/23/21,125
4281248,303587,ownerrez,7/25/21,7/26/21,300,300,1,7/13/21,12
4203735,303587,ownerrez,9/13/21,9/15/21,300,600,2,6/24/21,81
4064564,303587,ownerrez,7/19/21,7/21/21,275,550,2,6/2/21,47
4058726,303587,ownerrez,9/16/21,9/18/21,325,650,2,5/31/21,108
4052418,303587,ownerrez,7/28/21,7/30/21,275,550,2,5/30/21,59
4045904,303587,ownerrez,5/28/21,5/29/21,300,300,1,5/27/21,1
4045781,303587,ownerrez,5/29/21,6/1/21,291.6666667,875,3,5/27/21,2
4022274,303587,ownerrez,10/8/21,10/10/21,350,700,2,5/21/21,140
4003700,303587,ownerrez,7/12/21,7/14/21,275,550,2,5/16/21,57
4000280,303587,ownerrez,12/3/21,12/5/21,350,700,2,5/15/21,202
3989913,303587,ownerrez,5/27/21,5/28/21,275,275,1,5/13/21,14
3963313,303587,ownerrez,10/29/21,10/31/21,300,600,2,5/6/21,176
3962641,303587,ownerrez,6/6/21,6/8/21,275,550,2,5/6/21,31
3957764,303587,ownerrez,6/13/21,6/15/21,275,550,2,5/4/21,40
3952401,303587,ownerrez,8/1/21,8/2/21,275,275,1,5/3/21,90
3951818,303587,ownerrez,5/16/21,5/17/21,275,275,1,5/3/21,13
3951813,303587,ownerrez,6/9/21,6/11/21,275,550,2,5/3/21,37
3947102,303587,ownerrez,7/21/21,7/23/21,275,550,2,5/1/21,81
3947042,303587,ownerrez,11/5/21,11/7/21,300,600,2,5/1/21,188
3946913,303587,ownerrez,6/16/21,6/18/21,275,550,2,5/1/21,46
3941941,303587,ownerrez,8/2/21,8/4/21,275,550,2,4/30/21,94
3924513,303587,ownerrez,11/7/21,11/9/21,250,500,2,4/27/21,194
3906507,303587,ownerrez,7/2/21,7/5/21,350,1050,3,4/24/21,69
3888807,303587,ownerrez,5/5/21,5/7/21,275,550,2,4/21/21,14
3873329,303587,ownerrez,7/6/21,7/8/21,275,550,2,4/18/21,79
3851352,303587,ownerrez,8/27/21,8/30/21,300,900,3,4/15/21,134
3849623,303587,ownerrez,7/23/21,7/25/21,300,600,2,4/15/21,99
3841547,303587,ownerrez,8/12/21,8/15/21,291.6666667,875,3,4/13/21,121
3835093,303587,ownerrez,6/26/21,6/28/21,256.5,513,2,4/12/21,75
3833625,303587,ownerrez,4/21/21,4/23/21,275,550,2,4/12/21,9
3833452,303587,ownerrez,5/17/21,5/19/21,275,550,2,4/12/21,35
3833016,303587,ownerrez,4/19/21,4/21/21,275,550,2,4/12/21,7
3832566,303587,ownerrez,9/27/21,9/28/21,220.5,220.5,1,4/12/21,168
3831128,303587,ownerrez,7/15/21,7/18/21,291.6666667,875,3,4/11/21,95
3830608,303587,ownerrez,8/4/21,8/6/21,245.25,490.5,2,4/11/21,115
3829100,303587,ownerrez,5/10/21,5/12/21,275,550,2,4/11/21,29
3828977,303587,ownerrez,4/14/21,4/16/21,245.25,490.5,2,4/11/21,3
3827667,303587,ownerrez,4/25/21,4/26/21,243,243,1,4/11/21,14
3827532,303587,ownerrez,6/1/21,6/3/21,275,550,2,4/11/21,51
3826084,303587,ownerrez,9/10/21,9/12/21,300,600,2,4/10/21,153
3825024,303587,ownerrez,11/14/21,11/17/21,223.5,670.5,3,4/10/21,218
3822062,303587,ownerrez,8/20/21,8/22/21,267.75,535.5,2,4/9/21,133
3817920,303587,ownerrez,7/26/21,7/28/21,275,550,2,4/9/21,108
3817768,303587,ownerrez,6/28/21,7/2/21,246.375,985.5,4,4/8/21,81
3811974,303587,ownerrez,11/19/21,11/21/21,300,600,2,4/8/21,225
3808042,303587,ownerrez,5/23/21,5/25/21,245.25,490.5,2,4/8/21,45
3807546,303587,ownerrez,9/28/21,9/30/21,250,500,2,4/8/21,173
3807518,303587,ownerrez,8/6/21,8/8/21,300,600,2,4/8/21,120
3807312,303587,ownerrez,4/11/21,4/12/21,243,243,1,4/7/21,4
3806635,303587,ownerrez,11/3/21,11/5/21,250,500,2,4/7/21,210
3805524,303587,ownerrez,9/25/21,9/27/21,275,550,2,4/7/21,171
3805384,303587,ownerrez,9/30/21,10/3/21,253.5,760.5,3,4/7/21,176
3802926,303587,ownerrez,5/3/21,5/5/21,245.25,490.5,2,4/6/21,27
3801398,303587,ownerrez,9/3/21,9/6/21,350,1050,3,4/6/21,150
3801037,303587,ownerrez,5/25/21,5/27/21,275,550,2,4/6/21,49
3797224,303587,ownerrez,7/30/21,8/1/21,267.75,535.5,2,4/5/21,116
3786775,303587,ownerrez,10/15/21,10/19/21,246.375,985.5,4,4/5/21,193
3786176,303587,ownerrez,5/19/21,5/21/21,245.25,490.5,2,4/4/21,45
