tier_group,day_group,booking_window,Occupancy Band,occupancy_min_pct,occupancy_max_pct,Urgency Breakdown,Tier after movement scale,Calculated Tier,rate_1,rate_2,rate_3,rate_4
T7-T9,Thu-Sun,15-29 Days (W3),0-25%,0,25,,,T5,$292,$337,$353,$407
T7-T9,Fri-Sat,15-29 Days (W3),0-25%,0,25,,,T5,$420,$483,$508,$584
T7-T9,Mon-Wed,15-29 Days (W3),26-40%,26,40,,,T6,$297,$342,$359,$413
T7-T9,Thu-Sun,15-29 Days (W3),26-40%,26,40,,,T6,$332,$381,$401,$461
T7-T9,Fri-Sat,15-29 Days (W3),26-40%,26,40,,,T6,$476,$548,$575,$661
T7-T9,Mon-Wed,15-29 Days (W3),41-55%,41,55,,,T7,$339,$390,$410,$471
T7-T9,Thu-Sun,15-29 Days (W3),41-55%,41,55,,,T7,$381,$437,$459,$528
T7-T9,Fri-Sat,15-29 Days (W3),41-55%,41,55,,,T7,$542,$624,$655,$753
T7-T9,Mon-Wed,15-29 Days (W3),56-70%,56,70,,,T8,$383,$441,$463,$533
T7-T9,Thu-Sun,15-29 Days (W3),56-70%,56,70,,,T8,$432,$497,$522,$599
T7-T9,Fri-Sat,15-29 Days (W3),56-70%,56,70,,,T8,$614,$706,$741,$851
T7-T9,Mon-Wed,15-29 Days (W3),71-82%,71,82,,,T10,$471,$541,$569,$654
T7-T9,Thu-Sun,15-29 Days (W3),71-82%,71,82,,,T10,$536,$616,$646,$743
T7-T9,Fri-Sat,15-29 Days (W3),71-82%,71,82,,,T10,$754,$866,$910,"$1,046"
T7-T9,Mon-Wed,15-29 Days (W3),83-100%,83,100,,,T11,$526,$605,$636,$731
T7-T9,Thu-Sun,15-29 Days (W3),83-100%,83,100,,,T11,$602,$693,$728,$837
T7-T9,Fri-Sat,15-29 Days (W3),83-100%,83,100,,,T11,$844,$971,"$1,019","$1,172"
T7-T9,Mon-Wed,7-14 Days (W2),0-25%,0,25,,,T5,$257,$295,$310,$357
T7-T9,Thu-Sun,7-14 Days (W2),0-25%,0,25,,,T5,$286,$329,$346,$398
T7-T9,Fri-Sat,7-14 Days (W2),0-25%,0,25,,,T5,$411,$473,$497,$571
T7-T9,Mon-Wed,7-14 Days (W2),26-40%,26,40,,,T6,$291,$335,$352,$405
T7-T9,Thu-Sun,7-14 Days (W2),26-40%,26,40,,,T6,$325,$373,$392,$451
T7-T9,Fri-Sat,7-14 Days (W2),26-40%,26,40,,,T6,$466,$536,$563,$647
T7-T9,Mon-Wed,7-14 Days (W2),41-60%,41,60,,,T7,$332,$381,$401,$461
T7-T9,Thu-Sun,7-14 Days (W2),41-60%,41,60,,,T7,$373,$428,$450,$517
T7-T9,Fri-Sat,7-14 Days (W2),41-60%,41,60,,,T7,$531,$610,$641,$737
T7-T9,Mon-Wed,7-14 Days (W2),61-75%,61,75,,,T7,$341,$392,$412,$474
T7-T9,Thu-Sun,7-14 Days (W2),61-75%,61,75,,,T7,$383,$440,$462,$531
T7-T9,Fri-Sat,7-14 Days (W2),61-75%,61,75,,,T7,$546,$628,$659,$758
T7-T9,Mon-Wed,7-14 Days (W2),76-82%,76,82,,,T8,$385,$443,$466,$536
T7-T9,Thu-Sun,7-14 Days (W2),76-82%,76,82,,,T8,$435,$500,$524,$603
T7-T9,Fri-Sat,7-14 Days (W2),76-82%,76,82,,,T8,$617,$710,$745,$856
T7-T9,Mon-Wed,7-14 Days (W2),83-100%,83,100,,,T8,$396,$455,$478,$550
T7-T9,Thu-Sun,7-14 Days (W2),83-100%,83,100,,,T8,$446,$513,$539,$619
T7-T9,Fri-Sat,7-14 Days (W2),83-100%,83,100,,,T8,$634,$729,$765,$879
T7-T9,Mon-Wed,0-6 Days (W1),0-25%,0,25,,,T5,$251,$289,$303,$349
T7-T9,Thu-Sun,0-6 Days (W1),0-25%,0,25,,,T5,$280,$322,$338,$390
T7-T9,Fri-Sat,0-6 Days (W1),0-25%,0,25,,,T5,$402,$463,$486,$559
T7-T9,Mon-Wed,0-6 Days (W1),26-40%,26,40,,,T6,$285,$327,$344,$396
T7-T9,Thu-Sun,0-6 Days (W1),26-40%,26,40,,,T6,$318,$365,$384,$441
T7-T9,Fri-Sat,0-6 Days (W1),26-40%,26,40,,,T6,$456,$525,$551,$633
T7-T9,Mon-Wed,0-6 Days (W1),41-55%,41,55,,,T7,$324,$373,$392,$451
T7-T9,Thu-Sun,0-6 Days (W1),41-55%,41,55,,,T7,$364,$419,$440,$506
T7-T9,Fri-Sat,0-6 Days (W1),41-55%,41,55,,,T7,$519,$597,$627,$721
T7-T9,Mon-Wed,0-6 Days (W1),56-70%,56,70,,,T7,$334,$384,$403,$464
T7-T9,Thu-Sun,0-6 Days (W1),56-70%,56,70,,,T7,$375,$431,$452,$520
T7-T9,Fri-Sat,0-6 Days (W1),56-70%,56,70,,,T7,$534,$614,$645,$742
T7-T9,Mon-Wed,0-6 Days (W1),71-82%,71,82,,,T8,$377,$433,$456,$524
T7-T9,Thu-Sun,0-6 Days (W1),71-82%,71,82,,,T8,$425,$489,$513,$590
T7-T9,Fri-Sat,0-6 Days (W1),71-82%,71,82,,,T8,$604,$695,$729,$838
T7-T9,Mon-Wed,0-6 Days (W1),83-100%,83,100,,,T8,$387,$445,$468,$538
T7-T9,Thu-Sun,0-6 Days (W1),83-100%,83,100,,,T8,$437,$502,$527,$605
T7-T9,Fri-Sat,0-6 Days (W1),83-100%,83,100,,,T8,$620,$713,$748,$860
T10-T12,Mon-Wed,>90 Days (W6),0-15%,0,15,,,T10,$447,$514,$540,$621
T10-T12,Thu-Sun,>90 Days (W6),0-15%,0,15,,,T10,$509,$585,$614,$706
T10-T12,Fri-Sat,>90 Days (W6),0-15%,0,15,,,T10,$716,$823,$864,$994
T10-T12,Mon-Wed,>90 Days (W6),16-35%,16,35,,,T11,$502,$577,$606,$696
T10-T12,Thu-Sun,>90 Days (W6),16-35%,16,35,,,T11,$574,$660,$693,$797
T10-T12,Fri-Sat,>90 Days (W6),16-35%,16,35,,,T11,$804,$925,$971,"$1,117"
T10-T12,Mon-Wed,>90 Days (W6),36-50%,36,50,,,T12,$559,$642,$674,$775
T10-T12,Thu-Sun,>90 Days (W6),36-50%,36,50,,,T12,$641,$738,$775,$891
T10-T12,Fri-Sat,>90 Days (W6),36-50%,36,50,,,T12,$897,"$1,031","$1,083","$1,246"
T10-T12,Mon-Wed,>90 Days (W6),51-65%,51,65,,,T13,$623,$717,$753,$867
T10-T12,Thu-Sun,>90 Days (W6),51-65%,51,65,,,T13,$719,$827,$869,"$1,000"
T10-T12,Fri-Sat,>90 Days (W6),51-65%,51,65,,,T13,"$1,006","$1,156","$1,214","$1,396"
T10-T12,Mon-Wed,>90 Days (W6),66-79%,66,79,,,T14,$691,$795,$836,$961
T10-T12,Thu-Sun,>90 Days (W6),66-79%,66,79,,,T14,$801,$921,$967,"$1,111"
T10-T12,Fri-Sat,>90 Days (W6),66-79%,66,79,,,T14,"$1,121","$1,289","$1,354","$1,557"
T10-T12,Mon-Wed,>90 Days (W6),80-100%,80,100,,,T15,$761,$875,$919,"$1,057"
T10-T12,Thu-Sun,>90 Days (W6),80-100%,80,100,,,T15,$885,"$1,019","$1,070","$1,230"
T10-T12,Fri-Sat,>90 Days (W6),80-100%,80,100,,,T15,"$1,241","$1,427","$1,498","$1,723"
T10-T12,Mon-Wed,60-90 Days (W5),0-20%,0,20,,,T10,$438,$504,$529,$609
T10-T12,Thu-Sun,60-90 Days (W5),0-20%,0,20,,,T10,$499,$573,$602,$692
T10-T12,Fri-Sat,60-90 Days (W5),0-20%,0,20,,,T10,$702,$807,$847,$974
T10-T12,Mon-Wed,60-90 Days (W5),21-35%,21,35,,,T11,$492,$565,$594,$682
T10-T12,Thu-Sun,60-90 Days (W5),21-35%,21,35,,,T11,$562,$647,$679,$781
T10-T12,Fri-Sat,60-90 Days (W5),21-35%,21,35,,,T11,$788,$906,$952,"$1,094"
T10-T12,Mon-Wed,60-90 Days (W5),36-50%,36,50,,,T12,$547,$630,$661,$759
T10-T12,Thu-Sun,60-90 Days (W5),36-50%,36,50,,,T12,$628,$723,$759,$874
T10-T12,Fri-Sat,60-90 Days (W5),36-50%,36,50,,,T12,$879,"$1,011","$1,062","$1,221"
T10-T12,Mon-Wed,60-90 Days (W5),51-65%,51,65,,,T13,$611,$703,$738,$849
T10-T12,Thu-Sun,60-90 Days (W5),51-65%,51,65,,,T13,$705,$811,$851,$980
T10-T12,Fri-Sat,60-90 Days (W5),51-65%,51,65,,,T13,$986,"$1,133","$1,190","$1,368"
T10-T12,Mon-Wed,60-90 Days (W5),66-82%,66,82,,,T14,$677,$779,$819,$942
T10-T12,Thu-Sun,60-90 Days (W5),66-82%,66,82,,,T14,$785,$902,$947,"$1,089"
T10-T12,Fri-Sat,60-90 Days (W5),66-82%,66,82,,,T14,"$1,099","$1,263","$1,327","$1,526"
T10-T12,Mon-Wed,60-90 Days (W5),83-100%,83,100,,,T15,$746,$858,$900,"$1,036"
T10-T12,Thu-Sun,60-90 Days (W5),83-100%,83,100,,,T15,$868,$999,"$1,048","$1,206"
T10-T12,Fri-Sat,60-90 Days (W5),83-100%,83,100,,,T15,"$1,216","$1,399","$1,468","$1,688"
T10-T12,Mon-Wed,30-59 Days (W4),0-25%,0,25,,,T7,$326,$375,$395,$454
T10-T12,Thu-Sun,30-59 Days (W4),0-25%,0,25,,,T7,$367,$421,$443,$509
T10-T12,Fri-Sat,30-59 Days (W4),0-25%,0,25,,,T7,$522,$601,$631,$726
T10-T12,Mon-Wed,30-59 Days (W4),26-40%,26,40,,,T8,$370,$425,$447,$514
T10-T12,Thu-Sun,30-59 Days (W4),26-40%,26,40,,,T8,$417,$480,$503,$578
T10-T12,Fri-Sat,30-59 Days (W4),26-40%,26,40,,,T8,$592,$681,$715,$822
T10-T12,Mon-Wed,30-59 Days (W4),41-55%,41,55,,,T9,$415,$477,$501,$576
T10-T12,Thu-Sun,30-59 Days (W4),41-55%,41,55,,,T9,$470,$540,$568,$653
T10-T12,Fri-Sat,30-59 Days (W4),41-55%,41,55,,,T9,$666,$765,$804,$925
T10-T12,Mon-Wed,30-59 Days (W4),56-70%,56,70,,,T11,$510,$586,$615,$707
T10-T12,Thu-Sun,30-59 Days (W4),56-70%,56,70,,,T11,$583,$671,$704,$810
T10-T12,Fri-Sat,30-59 Days (W4),56-70%,56,70,,,T11,$817,$940,$987,"$1,134"
T10-T12,Mon-Wed,30-59 Days (W4),71-82%,71,82,,,T13,$615,$707,$743,$855
T10-T12,Thu-Sun,30-59 Days (W4),71-82%,71,82,,,T13,$710,$816,$857,$986
T10-T12,Fri-Sat,30-59 Days (W4),71-82%,71,82,,,T13,$992,"$1,141","$1,198","$1,377"
T10-T12,Mon-Wed,30-59 Days (W4),83-100%,83,100,,,T14,$681,$784,$824,$947
T10-T12,Thu-Sun,30-59 Days (W4),83-100%,83,100,,,T14,$789,$907,$953,"$1,095"
T10-T12,Fri-Sat,30-59 Days (W4),83-100%,83,100,,,T14,"$1,105","$1,271","$1,335","$1,535"
T10-T12,Mon-Wed,15-29 Days (W3),0-25%,0,25,,,T7,$320,$368,$386,$445
T10-T12,Thu-Sun,15-29 Days (W3),0-25%,0,25,,,T7,$359,$413,$433,$498
T10-T12,Fri-Sat,15-29 Days (W3),0-25%,0,25,,,T7,$511,$588,$618,$711
T10-T12,Mon-Wed,15-29 Days (W3),26-40%,26,40,,,T8,$362,$416,$438,$503
T10-T12,Thu-Sun,15-29 Days (W3),26-40%,26,40,,,T8,$409,$470,$493,$566
T10-T12,Fri-Sat,15-29 Days (W3),26-40%,26,40,,,T8,$580,$667,$700,$805
T10-T12,Mon-Wed,15-29 Days (W3),41-55%,41,55,,,T9,$407,$467,$490,$564
T10-T12,Thu-Sun,15-29 Days (W3),41-55%,41,55,,,T9,$460,$529,$556,$640
T10-T12,Fri-Sat,15-29 Days (W3),41-55%,41,55,,,T9,$652,$749,$787,$906
T10-T12,Mon-Wed,15-29 Days (W3),56-70%,56,70,,,T10,$458,$527,$553,$636
T10-T12,Thu-Sun,15-29 Days (W3),56-70%,56,70,,,T10,$522,$599,$629,$723
T10-T12,Fri-Sat,15-29 Days (W3),56-70%,56,70,,,T10,$734,$843,$885,"$1,018"
T10-T12,Mon-Wed,15-29 Days (W3),71-82%,71,82,,,T12,$555,$638,$670,$770
T10-T12,Thu-Sun,15-29 Days (W3),71-82%,71,82,,,T12,$637,$733,$770,$885
T10-T12,Fri-Sat,15-29 Days (W3),71-82%,71,82,,,T12,$891,"$1,024","$1,076","$1,237"
T10-T12,Mon-Wed,15-29 Days (W3),83-100%,83,100,,,T13,$618,$711,$747,$859
T10-T12,Thu-Sun,15-29 Days (W3),83-100%,83,100,,,T13,$713,$820,$862,$991
T10-T12,Fri-Sat,15-29 Days (W3),83-100%,83,100,,,T13,$998,"$1,147","$1,204","$1,385"
T10-T12,Mon-Wed,7-14 Days (W2),0-25%,0,25,,,T7,$313,$360,$378,$435
T10-T12,Thu-Sun,7-14 Days (W2),0-25%,0,25,,,T7,$351,$404,$424,$488
T10-T12,Fri-Sat,7-14 Days (W2),0-25%,0,25,,,T7,$500,$576,$604,$696
T10-T12,Mon-Wed,7-14 Days (W2),26-40%,26,40,,,T8,$354,$407,$428,$493
T10-T12,Thu-Sun,7-14 Days (W2),26-40%,26,40,,,T8,$400,$460,$482,$554
T10-T12,Fri-Sat,7-14 Days (W2),26-40%,26,40,,,T8,$568,$653,$685,$787
T10-T12,Mon-Wed,7-14 Days (W2),41-60%,41,60,,,T9,$398,$457,$480,$552
T10-T12,Thu-Sun,7-14 Days (W2),41-60%,41,60,,,T9,$451,$518,$544,$626
T10-T12,Fri-Sat,7-14 Days (W2),41-60%,41,60,,,T9,$638,$733,$770,$886
T10-T12,Mon-Wed,7-14 Days (W2),61-75%,61,75,,,T9,$409,$470,$493,$568
T10-T12,Thu-Sun,7-14 Days (W2),61-75%,61,75,,,T9,$463,$532,$560,$644
T10-T12,Fri-Sat,7-14 Days (W2),61-75%,61,75,,,T9,$656,$754,$792,$912
T10-T12,Mon-Wed,7-14 Days (W2),76-82%,76,82,,,T10,$461,$530,$556,$640
T10-T12,Thu-Sun,7-14 Days (W2),76-82%,76,82,,,T10,$524,$603,$633,$727
T10-T12,Fri-Sat,7-14 Days (W2),76-82%,76,82,,,T10,$738,$848,$890,"$1,024"
T10-T12,Mon-Wed,7-14 Days (W2),83-100%,83,100,,,T10,$473,$544,$571,$657
T10-T12,Thu-Sun,7-14 Days (W2),83-100%,83,100,,,T10,$539,$619,$650,$747
T10-T12,Fri-Sat,7-14 Days (W2),83-100%,83,100,,,T10,$758,$871,$914,"$1,052"
T10-T12,Mon-Wed,0-6 Days (W1),0-25%,0,25,0-1,,T5,$251,$289,$303,$349
T10-T12,Thu-Sun,0-6 Days (W1),0-25%,0,25,0-1,,T5,$280,$322,$338,$390
T10-T12,Fri-Sat,0-6 Days (W1),0-25%,0,25,0-1,,T5,$402,$463,$486,$559
T10-T12,Mon-Wed,0-6 Days (W1),0-25%,0,25,2-3,,T6,$282,$324,$341,$392
T10-T12,Thu-Sun,0-6 Days (W1),0-25%,0,25,2-3,,T6,$315,$362,$380,$437
T10-T12,Fri-Sat,0-6 Days (W1),0-25%,0,25,2-3,,T6,$452,$520,$545,$627
T10-T12,Mon-Wed,0-6 Days (W1),0-25%,0,25,4-6,,T7,$318,$366,$385,$443
T10-T12,Thu-Sun,0-6 Days (W1),0-25%,0,25,4-6,,T7,$358,$411,$431,$496
T10-T12,Fri-Sat,0-6 Days (W1),0-25%,0,25,4-6,,T7,$509,$586,$615,$708
T10-T12,Mon-Wed,0-6 Days (W1),26-40%,26,40,,,T8,$347,$399,$419,$482
T10-T12,Thu-Sun,0-6 Days (W1),26-40%,26,40,,,T8,$391,$450,$472,$542
T10-T12,Fri-Sat,0-6 Days (W1),26-40%,26,40,,,T8,$555,$639,$670,$770
T10-T12,Mon-Wed,0-6 Days (W1),41-55%,41,55,,,T9,$389,$447,$469,$540
T10-T12,Thu-Sun,0-6 Days (W1),41-55%,41,55,,,T9,$441,$507,$532,$612
T10-T12,Fri-Sat,0-6 Days (W1),41-55%,41,55,,,T9,$624,$717,$754,$867
T10-T12,Mon-Wed,0-6 Days (W1),56-70%,56,70,,,T9,$400,$460,$483,$555
T10-T12,Thu-Sun,0-6 Days (W1),56-70%,56,70,,,T9,$453,$521,$547,$630
T10-T12,Fri-Sat,0-6 Days (W1),56-70%,56,70,,,T9,$642,$738,$775,$892
T10-T12,Mon-Wed,0-6 Days (W1),71-82%,71,82,,,T10,$451,$518,$544,$626
T10-T12,Thu-Sun,0-6 Days (W1),71-82%,71,82,,,T10,$513,$590,$619,$712
T10-T12,Fri-Sat,0-6 Days (W1),71-82%,71,82,,,T10,$722,$830,$871,"$1,002"
T10-T12,Mon-Wed,0-6 Days (W1),83-100%,83,100,,,T10,$463,$532,$559,$643
T10-T12,Thu-Sun,0-6 Days (W1),83-100%,83,100,,,T10,$527,$605,$635,$731
T10-T12,Fri-Sat,0-6 Days (W1),83-100%,83,100,,,T10,$741,$852,$894,"$1,029"
T13-T15,Mon-Wed,>90 Days (W6),0-15%,0,15,,,T13,$572,$658,$691,$795
T13-T15,Thu-Sun,>90 Days (W6),0-15%,0,15,,,T13,$660,$759,$797,$917
T13-T15,Fri-Sat,>90 Days (W6),0-15%,0,15,,,T13,$923,"$1,061","$1,114","$1,281"
T13-T15,Mon-Wed,>90 Days (W6),16-35%,16,35,,,T14,$636,$731,$768,$884
T13-T15,Thu-Sun,>90 Days (W6),16-35%,16,35,,,T14,$736,$847,$889,"$1,022"
T13-T15,Fri-Sat,>90 Days (W6),16-35%,16,35,,,T14,"$1,031","$1,186","$1,245","$1,432"
T13-T15,Mon-Wed,>90 Days (W6),36-50%,36,50,,,T15,$702,$807,$847,$974
T13-T15,Thu-Sun,>90 Days (W6),36-50%,36,50,,,T15,$816,$939,$986,"$1,134"
T13-T15,Fri-Sat,>90 Days (W6),36-50%,36,50,,,T15,"$1,144","$1,315","$1,381","$1,588"
T13-T15,Mon-Wed,>90 Days (W6),51-65%,51,65,,,T16,$794,$912,$958,"$1,102"
T13-T15,Thu-Sun,>90 Days (W6),51-65%,51,65,,,T16,$923,"$1,062","$1,115","$1,282"
T13-T15,Fri-Sat,>90 Days (W6),51-65%,51,65,,,T16,"$1,294","$1,488","$1,562","$1,796"
T13-T15,Mon-Wed,>90 Days (W6),66-79%,66,79,,,T16,$815,$937,$984,"$1,132"
T13-T15,Thu-Sun,>90 Days (W6),66-79%,66,79,,,T16,$949,"$1,091","$1,146","$1,317"
T13-T15,Fri-Sat,>90 Days (W6),66-79%,66,79,,,T16,"$1,329","$1,529","$1,605","$1,846"
T13-T15,Mon-Wed,>90 Days (W6),80-100%,80,100,,,T16,$837,$963,"$1,011","$1,163"
T13-T15,Thu-Sun,>90 Days (W6),80-100%,80,100,,,T16,$974,"$1,120","$1,176","$1,352"
T13-T15,Fri-Sat,>90 Days (W6),80-100%,80,100,,,T16,"$1,365","$1,570","$1,648","$1,895"
T13-T15,Mon-Wed,60-90 Days (W5),0-20%,0,20,,,T13,$561,$645,$677,$779
T13-T15,Thu-Sun,60-90 Days (W5),0-20%,0,20,,,T13,$647,$744,$781,$899
T13-T15,Fri-Sat,60-90 Days (W5),0-20%,0,20,,,T13,$905,"$1,040","$1,092","$1,255"
T13-T15,Mon-Wed,60-90 Days (W5),21-35%,21,35,,,T14,$623,$717,$753,$866
T13-T15,Thu-Sun,60-90 Days (W5),21-35%,21,35,,,T14,$722,$830,$871,"$1,001"
T13-T15,Fri-Sat,60-90 Days (W5),21-35%,21,35,,,T14,"$1,010","$1,162","$1,220","$1,403"
T13-T15,Mon-Wed,60-90 Days (W5),36-50%,36,50,,,T15,$688,$791,$830,$955
T13-T15,Thu-Sun,60-90 Days (W5),36-50%,36,50,,,T15,$800,$920,$966,"$1,112"
T13-T15,Fri-Sat,60-90 Days (W5),36-50%,36,50,,,T15,"$1,121","$1,289","$1,354","$1,556"
T13-T15,Mon-Wed,60-90 Days (W5),51-65%,51,65,,,T16,$778,$894,$939,"$1,080"
T13-T15,Thu-Sun,60-90 Days (W5),51-65%,51,65,,,T16,$905,"$1,040","$1,093","$1,256"
T13-T15,Fri-Sat,60-90 Days (W5),51-65%,51,65,,,T16,"$1,268","$1,458","$1,531","$1,760"
T13-T15,Mon-Wed,60-90 Days (W5),66-82%,66,82,,,T16,$799,$919,$965,"$1,110"
T13-T15,Thu-Sun,60-90 Days (W5),66-82%,66,82,,,T16,$930,"$1,069","$1,123","$1,291"
T13-T15,Fri-Sat,60-90 Days (W5),66-82%,66,82,,,T16,"$1,303","$1,498","$1,573","$1,809"
T13-T15,Mon-Wed,60-90 Days (W5),83-100%,83,100,,,T16,$820,$943,$991,"$1,139"
T13-T15,Thu-Sun,60-90 Days (W5),83-100%,83,100,,,T16,$955,"$1,098","$1,153","$1,325"
T13-T15,Fri-Sat,60-90 Days (W5),83-100%,83,100,,,T16,"$1,338","$1,538","$1,615","$1,857"
T13-T15,Mon-Wed,30-59 Days (W4),0-25%,0,25,,,T9,$392,$450,$472,$543
T13-T15,Thu-Sun,30-59 Days (W4),0-25%,0,25,,,T9,$444,$510,$536,$616
T13-T15,Fri-Sat,30-59 Days (W4),0-25%,0,25,,,T9,$628,$722,$758,$873
T13-T15,Mon-Wed,30-59 Days (W4),26-40%,26,40,,,T10,$442,$508,$534,$614
T13-T15,Thu-Sun,30-59 Days (W4),26-40%,26,40,,,T10,$503,$578,$607,$698
T13-T15,Fri-Sat,30-59 Days (W4),26-40%,26,40,,,T10,$708,$814,$854,$983
T13-T15,Mon-Wed,30-59 Days (W4),41-55%,41,55,,,T11,$496,$570,$598,$688
T13-T15,Thu-Sun,30-59 Days (W4),41-55%,41,55,,,T11,$567,$652,$685,$788
T13-T15,Fri-Sat,30-59 Days (W4),41-55%,41,55,,,T11,$795,$914,$960,"$1,103"
T13-T15,Mon-Wed,30-59 Days (W4),56-70%,56,70,,,T13,$599,$689,$723,$832
T13-T15,Thu-Sun,30-59 Days (W4),56-70%,56,70,,,T13,$691,$794,$834,$960
T13-T15,Fri-Sat,30-59 Days (W4),56-70%,56,70,,,T13,$966,"$1,110","$1,166","$1,340"
T13-T15,Mon-Wed,30-59 Days (W4),71-82%,71,82,,,T15,$712,$818,$859,$988
T13-T15,Thu-Sun,30-59 Days (W4),71-82%,71,82,,,T15,$828,$953,"$1,000","$1,150"
T13-T15,Fri-Sat,30-59 Days (W4),71-82%,71,82,,,T15,"$1,160","$1,334","$1,401","$1,611"
T13-T15,Mon-Wed,30-59 Days (W4),83-100%,83,100,,,T16,$804,$924,$970,"$1,116"
T13-T15,Thu-Sun,30-59 Days (W4),83-100%,83,100,,,T16,$935,"$1,075","$1,129","$1,298"
T13-T15,Fri-Sat,30-59 Days (W4),83-100%,83,100,,,T16,"$1,310","$1,507","$1,582","$1,819"
T13-T15,Mon-Wed,15-29 Days (W3),0-25%,0,25,,,T9,$384,$441,$462,$532
T13-T15,Thu-Sun,15-29 Days (W3),0-25%,0,25,,,T9,$434,$499,$525,$603
T13-T15,Fri-Sat,15-29 Days (W3),0-25%,0,25,,,T9,$615,$707,$743,$854
T13-T15,Mon-Wed,15-29 Days (W3),26-40%,26,40,,,T10,$433,$498,$523,$601
T13-T15,Thu-Sun,15-29 Days (W3),26-40%,26,40,,,T10,$493,$566,$594,$684
T13-T15,Fri-Sat,15-29 Days (W3),26-40%,26,40,,,T10,$693,$797,$837,$962
T13-T15,Mon-Wed,15-29 Days (W3),41-55%,41,55,,,T11,$485,$558,$586,$674
T13-T15,Thu-Sun,15-29 Days (W3),41-55%,41,55,,,T11,$555,$639,$671,$771
T13-T15,Fri-Sat,15-29 Days (W3),41-55%,41,55,,,T11,$778,$895,$940,"$1,080"
T13-T15,Mon-Wed,15-29 Days (W3),56-70%,56,70,,,T12,$540,$621,$652,$749
T13-T15,Thu-Sun,15-29 Days (W3),56-70%,56,70,,,T12,$620,$713,$749,$862
T13-T15,Fri-Sat,15-29 Days (W3),56-70%,56,70,,,T12,$867,$997,"$1,047","$1,204"
T13-T15,Mon-Wed,15-29 Days (W3),71-82%,71,82,,,T14,$650,$747,$785,$903
T13-T15,Thu-Sun,15-29 Days (W3),71-82%,71,82,,,T14,$753,$865,$909,"$1,044"
T13-T15,Fri-Sat,15-29 Days (W3),71-82%,71,82,,,T14,"$1,054","$1,212","$1,273","$1,463"
T13-T15,Mon-Wed,15-29 Days (W3),83-100%,83,100,,,T15,$716,$823,$864,$993
T13-T15,Thu-Sun,15-29 Days (W3),83-100%,83,100,,,T15,$832,$958,"$1,005","$1,157"
T13-T15,Fri-Sat,15-29 Days (W3),83-100%,83,100,,,T15,"$1,166","$1,342","$1,409","$1,619"
T13-T15,Mon-Wed,7-14 Days (W2),0-25%,0,25,,,T9,$375,$431,$453,$521
T13-T15,Thu-Sun,7-14 Days (W2),0-25%,0,25,,,T9,$425,$489,$513,$591
T13-T15,Fri-Sat,7-14 Days (W2),0-25%,0,25,,,T9,$602,$692,$727,$836
T13-T15,Mon-Wed,7-14 Days (W2),26-40%,26,40,,,T10,$424,$487,$512,$588
T13-T15,Thu-Sun,7-14 Days (W2),26-40%,26,40,,,T10,$482,$554,$582,$669
T13-T15,Fri-Sat,7-14 Days (W2),26-40%,26,40,,,T10,$678,$780,$819,$942
T13-T15,Mon-Wed,7-14 Days (W2),41-60%,41,60,,,T11,$475,$546,$573,$659
T13-T15,Thu-Sun,7-14 Days (W2),41-60%,41,60,,,T11,$543,$625,$656,$755
T13-T15,Fri-Sat,7-14 Days (W2),41-60%,41,60,,,T11,$762,$876,$920,"$1,057"
T13-T15,Mon-Wed,7-14 Days (W2),61-75%,61,75,,,T11,$488,$562,$590,$678
T13-T15,Thu-Sun,7-14 Days (W2),61-75%,61,75,,,T11,$559,$643,$675,$776
T13-T15,Fri-Sat,7-14 Days (W2),61-75%,61,75,,,T11,$783,$901,$946,"$1,087"
T13-T15,Mon-Wed,7-14 Days (W2),76-82%,76,82,,,T12,$543,$624,$655,$753
T13-T15,Thu-Sun,7-14 Days (W2),76-82%,76,82,,,T12,$623,$717,$753,$867
T13-T15,Fri-Sat,7-14 Days (W2),76-82%,76,82,,,T12,$872,"$1,003","$1,053","$1,211"
T13-T15,Mon-Wed,7-14 Days (W2),83-100%,83,100,,,T12,$558,$641,$673,$773
T13-T15,Thu-Sun,7-14 Days (W2),83-100%,83,100,,,T12,$640,$736,$773,$890
T13-T15,Fri-Sat,7-14 Days (W2),83-100%,83,100,,,T12,$895,"$1,029","$1,081","$1,243"
T13-T15,Mon-Wed,0-6 Days (W1),0-25%,0,25,0-1,,T6,$276,$318,$334,$384
T13-T15,Thu-Sun,0-6 Days (W1),0-25%,0,25,0-1,,T6,$309,$355,$373,$428
T13-T15,Fri-Sat,0-6 Days (W1),0-25%,0,25,0-1,,T6,$443,$509,$535,$615
T13-T15,Mon-Wed,0-6 Days (W1),0-25%,0,25,2-3,,T7,$312,$359,$377,$434
T13-T15,Thu-Sun,0-6 Days (W1),0-25%,0,25,2-3,,T7,$351,$403,$423,$487
T13-T15,Fri-Sat,0-6 Days (W1),0-25%,0,25,2-3,,T7,$499,$575,$603,$694
T13-T15,Mon-Wed,0-6 Days (W1),0-25%,0,25,4-6,,T8,$350,$402,$423,$487
T13-T15,Thu-Sun,0-6 Days (W1),0-25%,0,25,4-6,,T8,$395,$454,$476,$548
T13-T15,Fri-Sat,0-6 Days (W1),0-25%,0,25,4-6,,T8,$561,$645,$677,$778
T13-T15,Mon-Wed,0-6 Days (W1),26-40%,26,40,,,T9,$378,$435,$456,$525
