listing,listing_id,date,occupancy_percent,suggested_rate,adjusted_rate,final_tier,booking_window,error_details
Bluebonnet,203812___634080,2025-07-15,8.33,293,,T4-T6,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-16,0.0,293,,T4-T6,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-17,0.0,362,322,T4-T6,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-18,41.67,1257,,T7-T9,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-19,41.67,1257,,T7-T9,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-20,8.33,362,305,T4-T6,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-21,16.67,254,,T1-T3,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-22,16.67,254,,T1-T3,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-23,8.33,254,,T1-T3,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-24,0.0,322,,T1-T3,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-25,0.0,1038,,T10-T12,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-26,0.0,1038,,T10-T12,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-27,0.0,322,,T1-T3,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-28,0.0,293,,T4-T6,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-29,8.33,293,,T4-T6,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-30,8.33,293,,T4-T6,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-07-31,16.67,362,,T4-T6,60-120 Days (W6),None
Bluebonnet,203812___634080,2025-08-01,33.33,838,,T4-T6,60-120 Days (W6),None
