listing,listing_id,date,Live Rate $,occupancy_percent,suggested_rate,adjusted_rate,final_tier,booking_window,error_details
Spyglass,203812___364776,2025-05-13,461,33.33,269,,T1-T3,10-21 Days (W2),None
Spyglass,203812___364776,2025-05-14,279,33.33,269,,T1-T3,10-21 Days (W2),None
Spyglass,203812___364776,2025-05-15,477,8.33,242,,T1-T3,10-21 Days (W2),None
Live Oak Lodge,203812___364778,2025-05-01,438,25.0,237,,T4-T6,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-02,,41.67,422,,T7-T9,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-03,878,33.33,422,,T7-T9,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-04,372,25.0,237,,T4-T6,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-05,322,25.0,202,,T1-T3,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-06,322,33.33,228,,T1-T3,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-07,461,25.0,202,,T1-T3,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-08,438,16.67,237,242,T1-T3,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-09,1037,16.67,615,,T10-T12,0-9 Days (W1),None
Live Oak Lodge,203812___364778,2025-05-10,959,8.33,566,,T10-T12,10-21 Days (W2),None
Live Oak Lodge,203812___364778,2025-05-11,438,8.33,242,,T1-T3,10-21 Days (W2),None
Live Oak Lodge,203812___364778,2025-05-12,279,33.33,269,,T1-T3,10-21 Days (W2),None
Live Oak Lodge,203812___364778,2025-05-13,279,33.33,269,,T1-T3,10-21 Days (W2),None
Live Oak Lodge,203812___364778,2025-05-14,279,33.33,269,,T1-T3,10-21 Days (W2),None
Live Oak Lodge,203812___364778,2025-05-15,482,8.33,242,227,T1-T3,10-21 Days (W2),None
Lantana Dome,203812___364779,2025-05-01,449,25.0,202,193,T4-T6,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-02,1200,41.67,378,,T7-T9,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-03,651,33.33,378,,T7-T9,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-04,305,25.0,202,,T4-T6,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-05,209,25.0,175,,T1-T3,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-06,209,33.33,202,,T1-T3,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-07,209,25.0,175,,T1-T3,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-08,323,16.67,202,,T1-T3,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-09,574,16.67,554,,T10-T12,0-9 Days (W1),None
Lantana Dome,203812___364779,2025-05-10,574,8.33,530,,T10-T12,10-21 Days (W2),None
Lantana Dome,203812___364779,2025-05-11,323,8.33,206,,T1-T3,10-21 Days (W2),None
Lantana Dome,203812___364779,2025-05-12,259,33.33,233,,T1-T3,10-21 Days (W2),None
Lantana Dome,203812___364779,2025-05-13,259,33.33,233,,T1-T3,10-21 Days (W2),None
Lantana Dome,203812___364779,2025-05-14,278,33.33,233,,T1-T3,10-21 Days (W2),None
Lantana Dome,203812___364779,2025-05-15,443,8.33,206,,T1-T3,10-21 Days (W2),None
Sage Safari,203812___364780,2025-05-01,251,25.0,202,,T4-T6,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-02,651,41.67,378,,T7-T9,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-03,651,33.33,378,,T7-T9,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-04,359,25.0,202,,T4-T6,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-05,278,25.0,175,,T1-T3,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-06,278,33.33,202,,T1-T3,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-07,278,25.0,175,,T1-T3,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-08,247,16.67,202,,T1-T3,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-09,574,16.67,554,,T10-T12,0-9 Days (W1),None
Sage Safari,203812___364780,2025-05-10,574,8.33,530,,T10-T12,10-21 Days (W2),None
Sage Safari,203812___364780,2025-05-11,269,8.33,206,,T1-T3,10-21 Days (W2),None
Sage Safari,203812___364780,2025-05-12,278,33.33,233,,T1-T3,10-21 Days (W2),None
Sage Safari,203812___364780,2025-05-13,278,33.33,233,,T1-T3,10-21 Days (W2),None
Sage Safari,203812___364780,2025-05-14,278,33.33,233,,T1-T3,10-21 Days (W2),None
Sage Safari,203812___364780,2025-05-15,276,8.33,206,215,T1-T3,10-21 Days (W2),None
Monarch,203812___364781,2025-05-01,628,25.0,237,242,T4-T6,0-9 Days (W1),None
Monarch,203812___364781,2025-05-02,1296,41.67,422,338,T7-T9,0-9 Days (W1),None
Monarch,203812___364781,2025-05-03,1296,33.33,422,,T7-T9,0-9 Days (W1),None
Monarch,203812___364781,2025-05-04,628,25.0,237,242,T4-T6,0-9 Days (W1),None
Monarch,203812___364781,2025-05-05,502,25.0,202,,T1-T3,0-9 Days (W1),None
Monarch,203812___364781,2025-05-06,327,33.33,228,,T1-T3,0-9 Days (W1),None
Monarch,203812___364781,2025-05-07,327,25.0,202,,T1-T3,0-9 Days (W1),None
Monarch,203812___364781,2025-05-08,359,16.67,237,,T1-T3,0-9 Days (W1),None
Monarch,203812___364781,2025-05-09,959,16.67,615,,T10-T12,0-9 Days (W1),None
Monarch,203812___364781,2025-05-10,959,8.33,566,,T10-T12,10-21 Days (W2),None
Monarch,203812___364781,2025-05-11,334,8.33,242,,T1-T3,10-21 Days (W2),None
Monarch,203812___364781,2025-05-12,279,33.33,269,,T1-T3,10-21 Days (W2),None
Monarch,203812___364781,2025-05-13,279,33.33,269,,T1-T3,10-21 Days (W2),None
Monarch,203812___364781,2025-05-14,279,33.33,269,,T1-T3,10-21 Days (W2),None
Monarch,203812___364781,2025-05-15,477,8.33,242,,T1-T3,10-21 Days (W2),None
Buckeye Bungalow,203812___364782,2025-05-01,179,25.0,202,193,T4-T6,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-02,1200,41.67,378,,T7-T9,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-03,1200,33.33,378,,T7-T9,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-04,179,25.0,202,210,T4-T6,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-05,278,25.0,175,,T1-T3,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-06,278,33.33,202,,T1-T3,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-07,278,25.0,175,,T1-T3,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-08,323,16.67,202,,T1-T3,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-09,574,16.67,554,,T10-T12,0-9 Days (W1),None
Buckeye Bungalow,203812___364782,2025-05-10,574,8.33,530,,T10-T12,10-21 Days (W2),None
Buckeye Bungalow,203812___364782,2025-05-11,359,8.33,206,,T1-T3,10-21 Days (W2),None
Buckeye Bungalow,203812___364782,2025-05-12,259,33.33,233,,T1-T3,10-21 Days (W2),None
Buckeye Bungalow,203812___364782,2025-05-13,259,33.33,233,,T1-T3,10-21 Days (W2),None
Buckeye Bungalow,203812___364782,2025-05-14,259,33.33,233,,T1-T3,10-21 Days (W2),None
Buckeye Bungalow,203812___364782,2025-05-15,276,8.33,206,,T1-T3,10-21 Days (W2),None
Cedar Haus,203812___490007,2025-05-01,221,25.0,158,,T4-T6,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-02,279,41.67,246,,T7-T9,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-03,279,33.33,246,,T7-T9,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-04,221,25.0,158,,T4-T6,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-05,169,25.0,149,,T1-T3,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-06,220,33.33,161,,T1-T3,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-07,220,25.0,149,,T1-T3,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-08,251,16.67,158,,T1-T3,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-09,320,16.67,290,,T10-T12,0-9 Days (W1),None
Cedar Haus,203812___490007,2025-05-10,401,8.33,260,,T10-T12,10-21 Days (W2),None
Cedar Haus,203812___490007,2025-05-11,251,8.33,161,,T1-T3,10-21 Days (W2),None
Cedar Haus,203812___490007,2025-05-12,209,33.33,179,,T1-T3,10-21 Days (W2),None
Cedar Haus,203812___490007,2025-05-13,209,33.33,179,,T1-T3,10-21 Days (W2),None
Cedar Haus,203812___490007,2025-05-14,209,33.33,179,,T1-T3,10-21 Days (W2),None
Cedar Haus,203812___490007,2025-05-15,350,8.33,161,,T1-T3,10-21 Days (W2),None
Juniper Haus,203812___490024,2025-05-01,180,25.0,158,164,T4-T6,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-02,502,41.67,246,,T7-T9,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-03,502,33.33,246,,T7-T9,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-04,327,25.0,158,179,T4-T6,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-05,169,25.0,149,,T1-T3,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-06,169,33.33,161,,T1-T3,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-07,169,25.0,149,,T1-T3,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-08,261,16.67,158,,T1-T3,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-09,320,16.67,290,,T10-T12,0-9 Days (W1),None
Juniper Haus,203812___490024,2025-05-10,320,8.33,260,,T10-T12,10-21 Days (W2),None
Juniper Haus,203812___490024,2025-05-11,261,8.33,161,,T1-T3,10-21 Days (W2),None
Juniper Haus,203812___490024,2025-05-12,209,33.33,179,,T1-T3,10-21 Days (W2),None
Juniper Haus,203812___490024,2025-05-13,209,33.33,179,,T1-T3,10-21 Days (W2),None
Juniper Haus,203812___490024,2025-05-14,209,33.33,179,,T1-T3,10-21 Days (W2),None
Juniper Haus,203812___490024,2025-05-15,350,8.33,161,,T1-T3,10-21 Days (W2),None
Pecan Haus,203812___528745,2025-05-01,221,25.0,158,,T4-T6,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-02,279,41.67,246,,T7-T9,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-03,279,33.33,246,,T7-T9,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-04,221,25.0,158,,T4-T6,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-05,169,25.0,149,,T1-T3,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-06,169,33.33,161,,T1-T3,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-07,169,25.0,149,,T1-T3,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-08,185,16.67,158,164,T1-T3,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-09,502,16.67,290,,T10-T12,0-9 Days (W1),None
Pecan Haus,203812___528745,2025-05-10,502,8.33,260,,T10-T12,10-21 Days (W2),None
Pecan Haus,203812___528745,2025-05-11,251,8.33,161,182,T1-T3,10-21 Days (W2),None
Pecan Haus,203812___528745,2025-05-12,209,33.33,179,,T1-T3,10-21 Days (W2),None
Pecan Haus,203812___528745,2025-05-13,209,33.33,179,,T1-T3,10-21 Days (W2),None
Pecan Haus,203812___528745,2025-05-14,209,33.33,179,,T1-T3,10-21 Days (W2),None
Pecan Haus,203812___528745,2025-05-15,350,8.33,161,,T1-T3,10-21 Days (W2),None
Bluebonnet,203812___634080,2025-05-01,305,25.0,202,,T4-T6,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-02,651,41.67,378,,T7-T9,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-03,651,33.33,378,,T7-T9,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-04,449,25.0,202,,T4-T6,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-05,278,25.0,175,,T1-T3,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-06,278,33.33,202,,T1-T3,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-07,209,25.0,175,,T1-T3,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-08,323,16.67,202,,T1-T3,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-09,574,16.67,554,,T10-T12,0-9 Days (W1),None
Bluebonnet,203812___634080,2025-05-10,574,8.33,530,,T10-T12,10-21 Days (W2),None
Bluebonnet,203812___634080,2025-05-11,323,8.33,206,,T1-T3,10-21 Days (W2),None
Bluebonnet,203812___634080,2025-05-12,278,33.33,233,,T1-T3,10-21 Days (W2),None
Bluebonnet,203812___634080,2025-05-13,278,33.33,233,,T1-T3,10-21 Days (W2),None
Bluebonnet,203812___634080,2025-05-14,278,33.33,233,,T1-T3,10-21 Days (W2),None
Bluebonnet,203812___634080,2025-05-15,443,8.33,206,215,T1-T3,10-21 Days (W2),None
